ADRCD_NM,ADRCD_CD,LCTN_SC_CODE,SCHUL_CODE,SCHUL_NM,SCHUL_KND_SC_CODE,PBAN_EXCP_YN,SEM_STR,AIR_BACT_STB_YN,AIR_BACT_RSLT_NMVL,AIR_BACT_RSLT_NMVL_2,FALL_BACT_STB_YN,FALL_BACT_RSLT_NMVL,FALL_BACT_RSLT_NMVL_2,MITE_STB_YN,MITE_RSLT_NMVL,MITE_RSLT_NMVL_2,RN_STB_YN,RN_RSLT_NMVL,RN_RSLT_NMVL_2,O3_STB_YN,O3_RSLT_NMVL,O3_RSLT_NMVL_2,ASBESTOS_STB_YN,ASBESTOS_RSLT_NMVL,ASBESTOS_RSLT_NMVL_2
서울특별시 구로구,1153010100.0,1,S010001234,서울신미림초등학교,2,N,하반기,적합,326.8,,해당없음,,,적합,20.0,,적합,49.5,,적합,0.01,,해당없음,,
서울특별시 영등포구,1156013300.0,1,S010001235,서울신영초등학교,2,N,상반기,적합,393.8,,해당없음,,,적합,20.0,,미실시,,,적합,0.02,,적합,0.002,
서울특별시 영등포구,1156013300.0,1,S010001235,서울신영초등학교,2,N,하반기,적합,404.7,,해당없음,,,적합,20.0,,적합,38.1,,적합,0.01,,적합,0.0,
서울특별시 금천구,1154510300.0,1,S010001236,서울신흥초등학교,2,N,상반기,적합,511.5,,적합,0.0,,적합,20.0,,적합,65.0,,적합,0.03,0.01,적합,0.002,
서울특별시 금천구,1154510300.0,1,S010001236,서울신흥초등학교,2,N,하반기,적합,346.3,,해당없음,,,적합,20.0,,적합,65.0,,적합,0.01,,적합,0.0,
서울특별시 금천구,1154510200.0,1,S010001237,서울안천초등학교,2,N,상반기,적합,391.3,,해당없음,,,적합,20.0,,적합,60.6,,적합,0.02,,적합,0.001,
서울특별시 금천구,1154510200.0,1,S010001237,서울안천초등학교,2,N,하반기,적합,588.2,,미실시,,,적합,20.0,,적합,80.5,,적합,0.02,,적합,0.0,
서울특별시 영등포구,1156011000.0,1,S010001238,서울여의도초등학교,2,N,상반기,적합,1119.8,265.2,적합,1.0,,적합,20.0,,적합,35.2,,적합,0.02,,적합,0.002,
서울특별시 영등포구,1156011000.0,1,S010001238,서울여의도초등학교,2,N,하반기,적합,521.5,,적합,2.0,,적합,1.0,,적합,14.4,,적합,0.02,,적합,0.0,
서울특별시 금천구,1154510200.0,1,S010001239,서울영남초등학교,2,N,상반기,적합,672.3,245.0,미실시,,,적합,20.0,20.0,적합,,38.1,적합,0.02,0.02,미실시,,
서울특별시 금천구,1154510200.0,1,S010001239,서울영남초등학교,2,N,하반기,적합,421.6,,미실시,,,적합,20.0,,적합,38.1,,적합,0.02,,미실시,,
서울특별시 영등포구,1156011600.0,1,S010001240,서울영동초등학교,2,N,상반기,적합,559.2,,해당없음,,,적합,20.0,,적합,148.0,,적합,0.01,,적합,0.002,
서울특별시 영등포구,1156011600.0,1,S010001240,서울영동초등학교,2,N,하반기,적합,585.5,,해당없음,,,적합,20.0,,적합,21.9,,적합,0.02,,적합,0.0,
서울특별시 영등포구,1156011900.0,1,S010001241,서울영등포초등학교,2,N,상반기,적합,224.9,358.8,적합,2.0,,적합,20.0,,미실시,,,적합,0.01,0.03,적합,0.001,
서울특별시 영등포구,1156011900.0,1,S010001241,서울영등포초등학교,2,N,하반기,적합,449.0,,미실시,,,적합,20.0,,적합,49.2,,적합,0.01,,적합,0.0,
서울특별시 영등포구,1156013300.0,1,S010001242,서울영림초등학교,2,N,상반기,적합,648.0,373.0,해당없음,,,적합,20.0,,해당없음,,,적합,0.013,,적합,0.01,
서울특별시 영등포구,1156013300.0,1,S010001242,서울영림초등학교,2,N,하반기,적합,355.8,,해당없음,,,적합,20.0,,적합,82.6,,적합,0.01,,적합,0.01,
서울특별시 구로구,1153010200.0,1,S010001243,서울영서초등학교,2,N,상반기,적합,311.6,,적합,2.7,,적합,20.0,,적합,148.0,,적합,0.01,,적합,0.002,
서울특별시 구로구,1153010200.0,1,S010001243,서울영서초등학교,2,N,하반기,적합,434.7,,해당없음,,,적합,20.0,,적합,34.2,,적합,0.02,,해당없음,,
서울특별시 영등포구,1156013200.0,1,S010001244,서울영신초등학교,2,N,상반기,적합,489.2,,적합,3.0,,적합,20.0,,적합,9.2,,적합,0.03,,적합,0.002,
서울특별시 영등포구,1156013200.0,1,S010001244,서울영신초등학교,2,N,하반기,적합,764.1,,적합,2.0,,적합,0.0,,적합,17.4,,적합,0.02,,적합,0.0,
서울특별시 영등포구,1156010100.0,1,S010001245,서울영원초등학교,2,N,상반기,적합,501.4,311.8,적합,1.0,0.7,적합,20.0,20.0,적합,,34.2,적합,0.03,0.03,적합,0.002,0.002
서울특별시 영등포구,1156010100.0,1,S010001245,서울영원초등학교,2,N,하반기,적합,311.8,,적합,0.7,,적합,20.0,,적합,34.2,,적합,0.03,,적합,0.0,
서울특별시 구로구,1153010300.0,1,S010001246,서울영일초등학교,2,N,상반기,적합,687.8,343.3,적합,0.0,,적합,20.0,,적합,15.3,,적합,0.02,0.02,적합,0.002,
서울특별시 구로구,1153010300.0,1,S010001246,서울영일초등학교,2,N,하반기,적합,770.0,,해당없음,,,적합,20.0,,적합,15.3,,적합,0.01,,적합,0.0,
서울특별시 영등포구,1156010800.0,1,S010001247,서울영중초등학교,2,N,상반기,적합,456.7,384.0,해당없음,,,적합,20.0,,적합,81.8,,적합,0.06,,적합,0.002,
서울특별시 영등포구,1156010800.0,1,S010001247,서울영중초등학교,2,N,하반기,적합,251.8,,미실시,,,적합,20.0,,적합,67.7,,적합,0.0,,적합,0.0,
서울특별시 구로구,1153010800.0,1,S010001248,서울오류남초등학교,2,N,상반기,적합,361.2,,해당없음,,,적합,20.0,,적합,100.0,,적합,0.06,,해당없음,,
서울특별시 구로구,1153010800.0,1,S010001248,서울오류남초등학교,2,N,하반기,적합,316.0,,해당없음,,,적합,20.0,,해당없음,,,적합,0.02,,해당없음,,
서울특별시 구로구,1153010800.0,1,S010001249,서울오류초등학교,2,N,상반기,적합,265.6,,해당없음,,,적합,20.0,,적합,16.6,,적합,0.0,,적합,0.002,
서울특별시 구로구,1153010800.0,1,S010001249,서울오류초등학교,2,N,하반기,적합,577.0,,미실시,,,적합,19.0,,적합,35.0,,적합,0.02,,미실시,,
서울특별시 구로구,1153010800.0,1,S010001250,서울오정초등학교,2,N,상반기,적합,378.0,,해당없음,,,적합,20.0,,적합,58.2,,적합,0.01,,적합,0.002,
서울특별시 구로구,1153010800.0,1,S010001250,서울오정초등학교,2,N,하반기,적합,590.0,,미실시,,,적합,20.0,,적합,45.1,,적합,0.02,,적합,0.0,
서울특별시 구로구,1153011000.0,1,S010001251,서울온수초등학교,2,N,상반기,적합,732.5,379.6,해당없음,,,적합,20.0,,적합,15.0,,적합,0.01,0.01,해당없음,,
서울특별시 구로구,1153011000.0,1,S010001251,서울온수초등학교,2,N,하반기,적합,732.5,,미실시,,,적합,20.0,,적합,15.0,,적합,0.01,,미실시,,
서울특별시 영등포구,1156013200.0,1,S010001252,서울우신초등학교,2,N,상반기,적합,49.7,,해당없음,,,적합,20.0,,해당없음,,,적합,0.01,,적합,0.002,
서울특별시 영등포구,1156013200.0,1,S010001252,서울우신초등학교,2,N,하반기,적합,596.9,,미실시,,,적합,20.0,,적합,15.8,,적합,0.02,,적합,0.0,
서울특별시 영등포구,1156011000.0,1,S010001253,서울윤중초등학교,2,N,상반기,적합,670.2,514.4,적합,2.5,2.3,적합,20.0,20.0,해당없음,,,적합,0.01,0.01,해당없음,,
서울특별시 영등포구,1156011000.0,1,S010001253,서울윤중초등학교,2,N,하반기,적합,670.2,,적합,2.3,,적합,20.0,,적합,12.8,,적합,0.01,,해당없음,,
서울특별시 금천구,1154510200.0,1,S010001254,서울정심초등학교,2,N,상반기,적합,428.7,,해당없음,,,적합,20.0,,적합,148.0,,적합,0.01,,해당없음,,
서울특별시 금천구,1154510200.0,1,S010001254,서울정심초등학교,2,N,하반기,적합,625.0,,미실시,,,미실시,,,적합,148.0,,적합,0.06,,미실시,,
서울특별시 금천구,1154510300.0,1,S010001255,서울탑동초등학교,2,N,상반기,적합,575.3,633.2,적합,1.7,,적합,20.0,,적합,45.0,,적합,0.01,0.01,해당없음,,
서울특별시 금천구,1154510300.0,1,S010001255,서울탑동초등학교,2,N,하반기,적합,64.1,,적합,0.3,,적합,20.0,,적합,57.1,,적합,0.02,,해당없음,,
서울특별시 동대문구,1123010600.0,1,S010001397,서울군자초등학교,2,N,상반기,적합,1700.0,361.0,해당없음,,,적합,0.0,,적합,29.7,,적합,0.011,,적합,0.01,
서울특별시 동대문구,1123010600.0,1,S010001397,서울군자초등학교,2,N,하반기,적합,681.0,,미실시,,,적합,0.0,,적합,42.9,,적합,0.01,,적합,0.01,
서울특별시 동대문구,1123010500.0,1,S010001398,서울답십리초등학교,2,N,상반기,적합,422.0,,적합,1.0,,적합,10.0,,적합,17.9,,적합,0.011,,적합,0.0,
서울특별시 동대문구,1123010500.0,1,S010001398,서울답십리초등학교,2,N,하반기,적합,346.0,,적합,2.0,,적합,20.0,,적합,17.6,,적합,0.01,,적합,0.0,
서울특별시 동대문구,1123010500.0,1,S010001399,서울동답초등학교,2,N,상반기,적합,208.0,,적합,7.0,,적합,20.0,,적합,11.2,,적합,0.01,,적합,0.0,
서울특별시 동대문구,1123010500.0,1,S010001399,서울동답초등학교,2,N,하반기,적합,252.0,,적합,1.0,,적합,20.0,,적합,31.9,,적합,0.01,,적합,0.0,
서울특별시 중랑구,1126010500.0,1,S010001400,서울동원초등학교,2,N,상반기,적합,249.0,,적합,1.7,,적합,20.0,,적합,39.0,,적합,0.023,,적합,0.001,
서울특별시 중랑구,1126010500.0,1,S010001400,서울동원초등학교,2,N,하반기,적합,629.0,,해당없음,,,적합,20.0,,적합,28.7,,적합,0.01,,적합,0.01,
서울특별시 중랑구,1126010500.0,1,S010001401,서울망우초등학교,2,N,상반기,적합,170.2,,적합,1.0,,적합,20.0,,적합,37.7,,적합,0.02,,해당없음,,
서울특별시 중랑구,1126010500.0,1,S010001401,서울망우초등학교,2,N,하반기,적합,555.7,,적합,0.7,,적합,20.0,,적합,51.0,,적합,0.03,,해당없음,,
서울특별시 중랑구,1126010100.0,1,S010001402,서울면남초등학교,2,N,상반기,적합,236.0,,해당없음,,,적합,20.0,,미실시,,,적합,0.01,,적합,0.01,
서울특별시 중랑구,1126010100.0,1,S010001402,서울면남초등학교,2,N,하반기,적합,289.0,,적합,0.0,,적합,0.0,,적합,43.5,,적합,0.01,,적합,0.01,
서울특별시 중랑구,1126010100.0,1,S010001403,서울면동초등학교,2,N,상반기,적합,252.0,157.0,미실시,,,적합,20.0,,적합,18.7,,적합,0.02,0.02,미실시,,
서울특별시 중랑구,1126010100.0,1,S010001403,서울면동초등학교,2,N,하반기,적합,157.0,,해당없음,,,적합,20.0,,적합,18.7,,적합,0.01,,적합,0.0,
서울특별시 중랑구,1126010100.0,1,S010001404,서울면목초등학교,2,N,상반기,적합,248.7,,적합,4.0,,적합,20.0,,미실시,,,적합,0.03,,해당없음,,
서울특별시 중랑구,1126010100.0,1,S010001404,서울면목초등학교,2,N,하반기,적합,754.4,,적합,2.0,,적합,20.0,,적합,31.0,,적합,0.02,,미실시,,
서울특별시 중랑구,1126010500.0,1,S010001405,서울면북초등학교,2,N,상반기,적합,290.0,405.0,적합,4.0,5.0,적합,20.0,,적합,92.0,,적합,0.032,0.0039,적합,0.002,0.003
서울특별시 중랑구,1126010500.0,1,S010001405,서울면북초등학교,2,N,하반기,적합,77.0,,적합,1.0,,적합,20.0,,적합,44.0,,적합,0.02,,적합,0.01,
서울특별시 중랑구,1126010500.0,1,S010001406,서울면일초등학교,2,N,상반기,적합,173.0,,해당없음,,,적합,20.0,,적합,109.0,,적합,0.01,,미실시,,
서울특별시 중랑구,1126010500.0,1,S010001406,서울면일초등학교,2,N,하반기,적합,164.0,,적합,0.0,,적합,20.0,,적합,36.1,,적합,0.01,,적합,0.0,
서울특별시 중랑구,1126010100.0,1,S010001407,서울면중초등학교,2,N,상반기,적합,589.4,758.8,적합,0.7,0.7,적합,20.0,20.0,해당없음,,,적합,0.002,0.002,해당없음,,
서울특별시 중랑구,1126010100.0,1,S010001407,서울면중초등학교,2,N,하반기,적합,714.0,,해당없음,,,적합,20.0,,적합,32.4,,적합,0.01,,적합,0.0,
서울특별시 중랑구,1126010300.0,1,S010001408,서울묵동초등학교,2,N,상반기,적합,194.0,,해당없음,,,적합,20.0,,적합,31.0,,적합,0.01,,미실시,,
서울특별시 중랑구,1126010300.0,1,S010001408,서울묵동초등학교,2,N,하반기,적합,184.2,,적합,0.0,,적합,10.2,,적합,10.2,,적합,0.01,,적합,0.0,
서울특별시 동대문구,1123010400.0,1,S010001409,서울배봉초등학교,2,N,상반기,적합,371.0,338.0,적합,1.0,3.0,적합,0.0,0.0,적합,105.0,105.0,적합,0.02,0.02,적합,0.001,0.001
서울특별시 동대문구,1123010400.0,1,S010001409,서울배봉초등학교,2,N,하반기,적합,443.0,,적합,2.0,,적합,0.0,,적합,24.0,,적합,0.02,,적합,0.0,
서울특별시 중랑구,1126010600.0,1,S010001410,서울봉화초등학교,2,N,상반기,적합,442.6,,적합,2.0,,적합,20.0,,적합,81.9,,적합,0.02,,적합,0.002,
서울특별시 중랑구,1126010600.0,1,S010001410,서울봉화초등학교,2,N,하반기,적합,640.0,,적합,1.7,,적합,20.0,,적합,69.0,,적합,0.01,,적합,0.0,
서울특별시 중랑구,1126010200.0,1,S010001411,서울상봉초등학교,2,N,상반기,적합,,439.0,적합,,1.0,적합,,20.0,적합,,24.0,적합,,0.05,적합,,0.002
서울특별시 중랑구,1126010200.0,1,S010001411,서울상봉초등학교,2,N,하반기,적합,529.0,,적합,0.7,,적합,0.0,,적합,28.7,,적합,0.01,,적합,0.01,
서울특별시 중랑구,1126010600.0,1,S010001412,서울신내초등학교,2,N,상반기,적합,256.0,,적합,0.3,,적합,20.0,,적합,42.0,,적합,0.01,,적합,0.01,
서울특별시 중랑구,1126010600.0,1,S010001412,서울신내초등학교,2,N,하반기,적합,99.0,,해당없음,,,적합,0.2,,적합,39.0,,적합,0.01,,적합,0.01,
서울특별시 동대문구,1123010500.0,1,S010001413,서울신답초등학교,2,N,상반기,적합,797.0,,적합,2.0,,적합,20.0,,적합,58.0,,적합,0.044,,해당없음,,
서울특별시 동대문구,1123010500.0,1,S010001413,서울신답초등학교,2,N,하반기,적합,719.0,,해당없음,,,적합,20.0,,적합,13.8,,적합,0.01,,해당없음,,
서울특별시 중랑구,1126010400.0,1,S010001414,서울신묵초등학교,2,N,상반기,적합,328.7,209.4,적합,0.3,0.1,적합,20.0,,적합,45.3,,적합,0.01,0.01,미실시,,
서울특별시 중랑구,1126010400.0,1,S010001414,서울신묵초등학교,2,N,하반기,적합,409.0,,적합,1.0,,적합,20.0,,적합,43.0,,적합,0.02,,해당없음,,
서울특별시 중랑구,1126010600.0,1,S010001415,서울신현초등학교,2,N,상반기,적합,312.0,,적합,0.6,,적합,20.0,,적합,24.2,,적합,0.01,,적합,0.01,
서울특별시 중랑구,1126010600.0,1,S010001415,서울신현초등학교,2,N,하반기,적합,616.0,,미실시,,,적합,20.0,,적합,24.2,,적합,0.01,,적합,0.01,
서울특별시 동대문구,1123010600.0,1,S010001416,서울안평초등학교,2,N,상반기,적합,424.0,,적합,0.0,,적합,20.0,,적합,16.5,,적합,0.01,,해당없음,,
서울특별시 동대문구,1123010600.0,1,S010001416,서울안평초등학교,2,N,하반기,적합,613.0,,적합,10.0,,적합,20.0,,적합,42.6,,적합,0.01,,적합,0.0,
서울특별시 동대문구,1123010200.0,1,S010001417,서울용두초등학교,2,N,상반기,적합,261.0,,해당없음,,,적합,20.0,,적합,52.1,,적합,0.01,,적합,0.01,
서울특별시 동대문구,1123010200.0,1,S010001417,서울용두초등학교,2,N,하반기,적합,301.0,416.0,적합,0.0,,적합,20.0,,적합,52.1,,적합,0.01,0.01,적합,0.01,
서울특별시 중랑구,1126010400.0,1,S010001418,서울원묵초등학교,2,N,상반기,적합,592.0,,적합,2.3,,적합,20.0,,적합,42.0,,적합,0.02,,적합,0.002,
서울특별시 중랑구,1126010400.0,1,S010001418,서울원묵초등학교,2,N,하반기,적합,578.7,,적합,0.3,,적합,20.0,,적합,59.2,,적합,0.02,,적합,0.0,
서울특별시 동대문구,1123011000.0,1,S010001419,서울이문초등학교,2,N,상반기,적합,247.0,338.0,해당없음,,,적합,20.0,,적합,80.0,,적합,0.01,,해당없음,,
서울특별시 동대문구,1123011000.0,1,S010001419,서울이문초등학교,2,N,하반기,적합,391.0,536.0,해당없음,,,적합,20.0,,적합,13.1,,적합,0.01,,미실시,,
서울특별시 동대문구,1123010600.0,1,S010001420,서울장평초등학교,2,N,상반기,적합,346.0,,해당없음,,,적합,20.0,,적합,59.0,,적합,0.01,0.01,적합,0.01,
서울특별시 동대문구,1123010600.0,1,S010001420,서울장평초등학교,2,N,하반기,적합,238.0,,적합,0.0,,적합,20.0,,적합,58.3,,적합,0.01,,적합,0.01,
서울특별시 동대문구,1123010400.0,1,S010001421,서울전곡초등학교,2,N,상반기,적합,227.0,490.0,해당없음,,,적합,20.0,,적합,91.0,,적합,0.01,0.01,해당없음,,
서울특별시 동대문구,1123010400.0,1,S010001421,서울전곡초등학교,2,N,하반기,적합,513.0,,적합,0.0,,적합,20.0,,적합,20.5,,적합,0.01,,적합,0.0,
서울특별시 동대문구,1123010400.0,1,S010001422,서울전농초등학교,2,N,상반기,적합,202.1,,적합,0.0,1.0,적합,20.0,,적합,51.0,,적합,0.02,0.02,적합,0.0,
서울특별시 동대문구,1123010400.0,1,S010001422,서울전농초등학교,2,N,하반기,적합,202.1,,적합,2.0,,적합,20.0,,적합,51.0,,적합,0.02,,적합,0.0,
서울특별시 동대문구,1123010400.0,1,S010001423,서울전동초등학교,2,N,상반기,적합,442.0,,적합,5.0,,적합,20.0,,적합,93.0,,적합,0.01,,해당없음,,
서울특별시 동대문구,1123010400.0,1,S010001423,서울전동초등학교,2,N,하반기,적합,432.0,,적합,4.0,,적합,20.0,,적합,39.0,,적합,0.02,,미실시,,
서울특별시 동대문구,1123010300.0,1,S010001424,서울종암초등학교,2,N,상반기,적합,74.0,,적합,1.0,,적합,20.0,,적합,23.0,,적합,0.024,,적합,0.01,
서울특별시 동대문구,1123010300.0,1,S010001424,서울종암초등학교,2,N,하반기,적합,650.0,,적합,0.0,,적합,20.0,,적합,30.8,,적합,0.01,,적합,0.01,
서울특별시 중랑구,1126010100.0,1,S010001425,서울중곡초등학교,2,N,상반기,적합,421.0,336.0,해당없음,,,적합,20.0,,적합,27.0,,적합,0.01,0.01,해당없음,,
서울특별시 중랑구,1126010100.0,1,S010001425,서울중곡초등학교,2,N,하반기,적합,421.0,,적합,0.0,,적합,10.0,,적합,27.0,,적합,0.01,,미실시,,
서울특별시 중랑구,1126010100.0,1,S010001426,서울중랑초등학교,2,N,상반기,적합,577.0,,적합,0.0,,적합,20.0,,적합,43.0,,적합,0.03,,적합,0.01,
서울특별시 중랑구,1126010100.0,1,S010001426,서울중랑초등학교,2,N,하반기,적합,285.0,,적합,10.0,,적합,20.0,,적합,26.4,,적합,0.01,,적합,0.01,
서울특별시 중랑구,1126010100.0,1,S010001427,서울중목초등학교,2,N,상반기,적합,206.0,210.0,적합,1.0,0.0,적합,20.0,,적합,54.0,,적합,0.016,0.014,적합,0.003,
서울특별시 중랑구,1126010100.0,1,S010001427,서울중목초등학교,2,N,하반기,적합,267.0,,적합,0.0,,적합,20.0,,적합,27.8,,적합,0.01,,적합,0.01,
서울특별시 중랑구,1126010600.0,1,S010001428,서울중화초등학교,2,N,상반기,적합,454.0,381.3,적합,2.3,0.3,적합,0.0,0.0,적합,54.1,,적합,0.02,0.02,해당없음,,
서울특별시 중랑구,1126010600.0,1,S010001428,서울중화초등학교,2,N,하반기,적합,381.3,,적합,4.0,,적합,20.0,,적합,54.1,,적합,0.02,,해당없음,,
서울특별시 중랑구,1126010300.0,1,S010001429,서울중흥초등학교,2,N,상반기,적합,377.1,,적합,4.3,,적합,19.0,,적합,34.0,,적합,0.02,,해당없음,,
서울특별시 중랑구,1126010300.0,1,S010001429,서울중흥초등학교,2,N,하반기,적합,377.1,,적합,4.3,,적합,19.0,,적합,34.0,,적합,0.06,,해당없음,,
서울특별시 동대문구,1123010800.0,1,S010001430,서울청량초등학교,2,N,상반기,적합,467.0,,적합,2.0,,적합,20.0,,적합,56.0,,적합,0.033,,해당없음,,
서울특별시 동대문구,1123010800.0,1,S010001430,서울청량초등학교,2,N,하반기,적합,330.0,,적합,8.0,,적합,20.0,,적합,47.0,,적합,0.02,,해당없음,,
서울특별시 동대문구,1123010700.0,1,S010001431,서울홍릉초등학교,2,N,상반기,적합,769.0,789.0,적합,3.0,4.0,적합,20.0,20.0,해당없음,,,적합,0.028,0.03,적합,0.0,0.0
서울특별시 동대문구,1123010700.0,1,S010001431,서울홍릉초등학교,2,N,하반기,적합,724.0,,적합,2.0,,적합,20.0,,적합,1.0,,적합,0.01,,적합,0.0,
서울특별시 동대문구,1123010300.0,1,S010001432,서울홍파초등학교,2,N,상반기,적합,84.0,176.0,해당없음,,,미실시,,,적합,71.0,,적합,0.01,,적합,0.01,
서울특별시 동대문구,1123010300.0,1,S010001432,서울홍파초등학교,2,N,하반기,적합,303.0,351.0,해당없음,,,적합,20.0,,적합,32.3,,적합,0.01,,적합,0.01,
서울특별시 동대문구,1123010900.0,1,S010001433,서울휘경초등학교,2,N,상반기,적합,69.0,,적합,0.0,,적합,0.0,,적합,0.01,,적합,0.01,,적합,0.01,
서울특별시 동대문구,1123010900.0,1,S010001433,서울휘경초등학교,2,N,하반기,적합,287.0,,적합,0.0,,적합,0.0,,적합,4.5,,적합,0.01,,적합,0.01,
서울특별시 동작구,1159010300.0,1,S010001576,서울강남초등학교,2,N,상반기,적합,42.0,33.0,해당없음,,,적합,0.2,,미실시,,,적합,0.022,0.02,해당없음,,
서울특별시 동작구,1159010300.0,1,S010001576,서울강남초등학교,2,N,하반기,적합,78.0,,해당없음,,,적합,20.0,,적합,100.0,,적합,0.02,,해당없음,,
서울특별시 관악구,1162010100.0,1,S010001577,서울관악초등학교,2,N,상반기,적합,67.7,,적합,1.0,,적합,20.0,,적합,75.0,,적합,0.021,,적합,0.01,
서울특별시 관악구,1162010100.0,1,S010001577,서울관악초등학교,2,N,하반기,적합,125.0,,적합,1.0,,적합,20.0,,적합,15.0,,적합,0.02,,적합,0.0,
서울특별시 관악구,1162010100.0,1,S010001578,서울구암초등학교,2,N,상반기,적합,139.0,80.0,적합,1.0,0.0,적합,23.49,0.02,적합,90.0,,적합,0.028,0.028,해당없음,,
서울특별시 관악구,1162010100.0,1,S010001578,서울구암초등학교,2,N,하반기,적합,139.0,80.0,적합,1.0,0.0,적합,20.0,,적합,90.0,,적합,0.02,0.02,해당없음,,
서울특별시 관악구,1162010200.0,1,S010001579,서울난곡초등학교,2,N,상반기,적합,148.0,197.0,해당없음,,,적합,20.0,,적합,63.0,,적합,0.026,0.028,해당없음,,
서울특별시 관악구,1162010200.0,1,S010001579,서울난곡초등학교,2,N,하반기,적합,186.0,,해당없음,,,적합,20.0,,적합,84.0,,적합,0.02,,해당없음,,
서울특별시 관악구,1162010200.0,1,S010001580,서울난우초등학교,2,N,상반기,적합,92.0,,적합,1.0,,적합,20.0,,적합,75.0,,적합,0.038,,적합,0.01,
서울특별시 관악구,1162010200.0,1,S010001580,서울난우초등학교,2,N,하반기,적합,99.0,,적합,1.0,,적합,0.2,,적합,47.0,,적합,0.03,,적합,0.0,
서울특별시 관악구,1162010200.0,1,S010001581,서울난향초등학교,2,N,상반기,적합,49.0,85.0,적합,0.0,1.0,적합,,,적합,1.0,,적합,0.026,0.027,적합,0.007,
서울특별시 관악구,1162010200.0,1,S010001581,서울난향초등학교,2,N,하반기,적합,49.0,,적합,0.0,,적합,0.0,,적합,34.0,,적합,0.02,,적합,0.0,
서울특별시 관악구,1162010200.0,1,S010001582,서울남부초등학교,2,N,상반기,적합,124.0,,적합,2.0,,적합,20.0,,적합,28.0,,적합,0.02,,적합,0.002,
서울특별시 관악구,1162010200.0,1,S010001582,서울남부초등학교,2,N,하반기,적합,243.0,,적합,1.0,,적합,20.0,,적합,10.0,,적합,0.03,,적합,0.0,
서울특별시 동작구,1159010700.0,1,S010001583,서울남사초등학교,2,N,상반기,적합,219.0,117.0,적합,1.0,,적합,20.0,,적합,59.0,,적합,0.02,0.03,적합,0.001,
서울특별시 동작구,1159010700.0,1,S010001583,서울남사초등학교,2,N,하반기,적합,230.0,,적합,1.0,,적합,20.0,,적합,9.0,,적합,0.02,,적합,0.0,
서울특별시 동작구,1159010700.0,1,S010001584,서울남성초등학교,2,N,상반기,적합,546.1,231.7,적합,2.0,0.7,적합,20.0,,적합,53.9,,적합,0.02,0.02,해당없음,,
서울특별시 동작구,1159010700.0,1,S010001584,서울남성초등학교,2,N,하반기,적합,309.8,,적합,1.3,,적합,20.0,,적합,63.2,,적합,0.01,,미실시,,
서울특별시 동작구,1159010100.0,1,S010001585,서울노량진초등학교,2,N,상반기,적합,136.0,,적합,0.0,,적합,20.0,,적합,84.0,,적합,0.021,,적합,0.01,
서울특별시 동작구,1159010100.0,1,S010001585,서울노량진초등학교,2,N,하반기,적합,321.0,,미실시,,,미실시,,,적합,31.0,,적합,0.02,,미실시,,
서울특별시 관악구,1162010100.0,1,S010001586,서울당곡초등학교,2,N,상반기,적합,26.0,,적합,1.0,,적합,20.0,,적합,80.0,,적합,0.021,,적합,0.007,
서울특별시 관악구,1162010100.0,1,S010001586,서울당곡초등학교,2,N,하반기,적합,402.0,,적합,1.0,,적합,20.0,,적합,80.0,,적합,0.02,,적합,0.0,
서울특별시 동작구,1159010800.0,1,S010001587,서울대림초등학교,2,N,상반기,적합,254.0,650.0,적합,0.0,0.0,적합,20.0,20.0,적합,148.0,148.0,적합,0.029,0.033,적합,0.01,0.01
서울특별시 동작구,1159010800.0,1,S010001587,서울대림초등학교,2,N,하반기,적합,275.0,,적합,0.0,,적합,20.0,,적합,80.0,,적합,0.02,,적합,0.0,
서울특별시 동작구,1159010700.0,1,S010001588,서울동작초등학교,2,N,상반기,적합,98.0,,적합,0.0,,적합,0.0,,적합,85.0,,적합,0.03,,해당없음,,
서울특별시 동작구,1159010700.0,1,S010001588,서울동작초등학교,2,N,하반기,적합,152.0,,적합,2.0,,적합,20.0,,적합,35.0,,적합,0.02,,적합,0.0,
서울특별시 동작구,1159010900.0,1,S010001589,서울문창초등학교,2,N,상반기,적합,100.0,,적합,0.0,,적합,20.0,,적합,106.0,,적합,0.02,,해당없음,,
서울특별시 동작구,1159010900.0,1,S010001589,서울문창초등학교,2,N,하반기,적합,162.0,,적합,1.0,,적합,20.0,,적합,48.0,,적합,0.02,,해당없음,,
서울특별시 관악구,1162010200.0,1,S010001590,서울미성초등학교,2,N,상반기,적합,139.0,,적합,1.0,,적합,20.0,,적합,22.0,,적합,0.025,,적합,0.007,
서울특별시 관악구,1162010200.0,1,S010001590,서울미성초등학교,2,N,하반기,적합,186.0,,적합,3.0,,적합,1.0,,적합,22.0,,적합,0.03,,적합,0.0,
서울특별시 동작구,1159010100.0,1,S010001591,서울본동초등학교,2,N,상반기,적합,115.0,83.0,적합,0.0,1.0,적합,20.0,,적합,11.0,,적합,0.023,,적합,0.01,
서울특별시 동작구,1159010100.0,1,S010001591,서울본동초등학교,2,N,하반기,적합,250.0,,적합,0.0,,적합,20.0,,적합,11.0,,적합,0.02,,적합,0.0,
서울특별시 관악구,1162010100.0,1,S010001592,서울봉천초등학교,2,N,상반기,적합,129.0,122.0,적합,1.0,,적합,20.0,,적합,65.0,,적합,0.02,0.03,적합,0.01,
