SCHUL_CODE,공시년도,TOTAL_WEIGHTED_SCORE,SAFETY_GRADE,학교명,연도,학교시설확충,세입세출구분,정부이전수입/인적자원운용,학부모부담수입/기본적교육활동,행정활동수입/교육활동지원,1인당 예산,설립구분,지역,학교과정구분명(초-중-고),학교교육시설 보수확충금액,학생복지및 자치활동지원금액
S010000738,1987,0.3806785227485976,A,서울개일초등학교,2022,,예산세입,515046000,0,2920000,,공립,서울특별시 강남구,초,0.0,100000.0
S010000738,1987,0.3806785227485976,A,서울개일초등학교,2022,0.0,예산세출,11670000,96500000,75610000,499040.8,공립,서울특별시 강남구,초,0.0,100000.0
S010000738,1987,0.3806785227485976,A,서울개일초등학교,2023,,예산세입,594750000,0,5000000,,공립,서울특별시 강남구,초,0.0,1350000.0
S010000738,1987,0.3806785227485976,A,서울개일초등학교,2023,0.0,예산세출,16370000,127220000,85432000,576148.1,공립,서울특별시 강남구,초,0.0,1350000.0
S010000738,1987,0.3806785227485976,A,서울개일초등학교,2024,,예산세입,698901000,0,6900000,,공립,서울특별시 강남구,초,,
S010000738,1987,0.3806785227485976,A,서울개일초등학교,2024,0.0,예산세출,20560000,148270000,70463000,771252.3,공립,서울특별시 강남구,초,,
S010000741,1983,0.4330449276356752,B,서울구룡초등학교,2022,,예산세입,595191000,106274000,5300000,,공립,서울특별시 강남구,,0.0,0.0
S010000741,1983,0.4330449276356752,B,서울구룡초등학교,2022,5000000.0,예산세출,5320000,92443000,150352000,959416.1,공립,서울특별시 강남구,,0.0,0.0
S010000741,1983,0.4330449276356752,B,서울구룡초등학교,2023,,예산세입,631568000,0,5300000,,공립,서울특별시 강남구,,13663160.0,200000.0
S010000741,1983,0.4330449276356752,B,서울구룡초등학교,2023,0.0,예산세출,11540000,136643000,130419000,884488.5,공립,서울특별시 강남구,,13663160.0,200000.0
S010000741,1983,0.4330449276356752,B,서울구룡초등학교,2024,,예산세입,722430000,41000000,5300000,,공립,서울특별시 강남구,,0.0,100000.0
S010000741,1983,0.4330449276356752,B,서울구룡초등학교,2024,0.0,예산세출,17940000,194263000,108854000,1236831.2,공립,서울특별시 강남구,,0.0,100000.0
S010000742,1972,0.5431442868523018,C,서울논현초등학교,2022,,예산세입,517287000,0,8800000,,공립,서울특별시 강남구,,0.0,0.0
S010000742,1972,0.5431442868523018,C,서울논현초등학교,2022,0.0,예산세출,13140000,68440000,68355000,2037921.1,공립,서울특별시 강남구,,0.0,0.0
S010000742,1972,0.5431442868523018,C,서울논현초등학교,2023,,예산세입,556701000,0,6800000,,공립,서울특별시 강남구,,0.0,0.0
S010000742,1972,0.5431442868523018,C,서울논현초등학교,2023,0.0,예산세출,13640000,80210000,62503000,2336697.6,공립,서울특별시 강남구,,0.0,0.0
S010000742,1972,0.5431442868523018,C,서울논현초등학교,2024,,예산세입,664254000,53799000,0,,공립,서울특별시 강남구,,22044000.0,8100000.0
S010000742,1972,0.5431442868523018,C,서울논현초등학교,2024,0.0,예산세출,19750000,95910000,56594000,3163229.1,공립,서울특별시 강남구,,22044000.0,8100000.0
S010000743,1981,0.4482519986758094,B,서울대곡초등학교,2022,,예산세입,576059000,115339000,13110000,,공립,서울특별시 강남구,,2202575.0,0.0
S010000743,1981,0.4482519986758094,B,서울대곡초등학교,2022,0.0,예산세출,16240000,108860000,68574000,597607.9,공립,서울특별시 강남구,,2202575.0,0.0
S010000743,1981,0.4482519986758094,B,서울대곡초등학교,2023,,예산세입,651754000,128576000,15030000,,공립,서울특별시 강남구,,1000000.0,0.0
S010000743,1981,0.4482519986758094,B,서울대곡초등학교,2023,0.0,예산세출,41878000,153431000,70503000,689668.1,공립,서울특별시 강남구,,1000000.0,0.0
S010000743,1981,0.4482519986758094,B,서울대곡초등학교,2024,,예산세입,863770000,880409000,11330000,,공립,서울특별시 강남구,,0.0,50000.0
S010000743,1981,0.4482519986758094,B,서울대곡초등학교,2024,0.0,예산세출,60873000,366174000,107713000,1423238.7,공립,서울특별시 강남구,,0.0,50000.0
S010000744,1979,0.2998291576283372,A,서울대도초등학교,2022,,예산세입,739867000,0,2500000,,공립,서울특별시 강남구,,0.0,0.0
S010000744,1979,0.2998291576283372,A,서울대도초등학교,2022,0.0,예산세출,8800000,183785000,65590000,371539.3,공립,서울특별시 강남구,,0.0,0.0
S010000744,1979,0.2998291576283372,A,서울대도초등학교,2023,,예산세입,809400000,0,7000000,,공립,서울특별시 강남구,,0.0,525280.0
S010000744,1979,0.2998291576283372,A,서울대도초등학교,2023,0.0,예산세출,20700000,227450000,91664000,420352.6,공립,서울특별시 강남구,,0.0,525280.0
S010000744,1979,0.2998291576283372,A,서울대도초등학교,2024,,예산세입,929993000,0,3000000,,공립,서울특별시 강남구,,0.0,1.0
S010000744,1979,0.2998291576283372,A,서울대도초등학교,2024,0.0,예산세출,21300000,228840000,100303000,467611.9,공립,서울특별시 강남구,,0.0,1.0
S010000745,1994,0.4596991472745462,B,서울대모초등학교,2022,,예산세입,529136000,0,23100000,,공립,서울특별시 강남구,초,0.0,0.0
S010000745,1994,0.4596991472745462,B,서울대모초등학교,2022,0.0,예산세출,6420000,94378000,69448000,621995.7,공립,서울특별시 강남구,초,0.0,0.0
S010000745,1994,0.4596991472745462,B,서울대모초등학교,2023,,예산세입,573219000,0,27066000,,공립,서울특별시 강남구,초,0.0,50003.0
S010000745,1994,0.4596991472745462,B,서울대모초등학교,2023,0.0,예산세출,15750000,158635000,58296000,736495.9,공립,서울특별시 강남구,초,0.0,50003.0
S010000745,1994,0.4596991472745462,B,서울대모초등학교,2024,,예산세입,669330000,401800000,43525000,,공립,서울특별시 강남구,초,0.0,1000000.0
S010000745,1994,0.4596991472745462,B,서울대모초등학교,2024,0.0,예산세출,35635000,226642000,77185000,1359921.4,공립,서울특별시 강남구,초,0.0,1000000.0
S010000746,1932,0.3622545101936646,A,서울대왕초등학교,2022,,예산세입,595311000,0,4100000,,공립,서울특별시 강남구,초,0.0,420000.0
S010000746,1932,0.3622545101936646,A,서울대왕초등학교,2022,0.0,예산세출,12850000,128360000,98479000,953230.7,공립,서울특별시 강남구,초,0.0,420000.0
S010000746,1932,0.3622545101936646,A,서울대왕초등학교,2023,,예산세입,618174000,0,4100000,,공립,서울특별시 강남구,초,0.0,2011110.0
S010000746,1932,0.3622545101936646,A,서울대왕초등학교,2023,0.0,예산세출,19940000,152870000,98740000,1168459.1,공립,서울특별시 강남구,초,0.0,2011110.0
S010000746,1932,0.3622545101936646,A,서울대왕초등학교,2024,,예산세입,714875000,0,22500000,,공립,서울특별시 강남구,초,0.0,2500000.0
S010000746,1932,0.3622545101936646,A,서울대왕초등학교,2024,0.0,예산세출,23130000,148250000,107207000,1559869.7,공립,서울특별시 강남구,초,0.0,2500000.0
S010000747,1992,0.4413870523527213,B,서울대진초등학교,2022,,예산세입,451656000,4500000,2500000,,공립,서울특별시 강남구,초,0.0,390.0
S010000747,1992,0.4413870523527213,B,서울대진초등학교,2022,0.0,예산세출,6780000,61650000,106867000,1722385.5,공립,서울특별시 강남구,초,0.0,390.0
S010000747,1992,0.4413870523527213,B,서울대진초등학교,2023,,예산세입,485216000,5000000,2401000,,공립,서울특별시 강남구,초,0.0,200000.0
S010000747,1992,0.4413870523527213,B,서울대진초등학교,2023,0.0,예산세출,11150000,71600000,125623000,1934403.8,공립,서울특별시 강남구,초,0.0,200000.0
S010000747,1992,0.4413870523527213,B,서울대진초등학교,2024,,예산세입,553136000,198698000,2500000,,공립,서울특별시 강남구,초,,
S010000747,1992,0.4413870523527213,B,서울대진초등학교,2024,0.0,예산세출,11970000,83005000,109010000,3535771.7,공립,서울특별시 강남구,초,,
S010000748,1993,0.4921715334859203,B,서울대청초등학교,2022,,예산세입,377926000,0,13900000,,공립,서울특별시 강남구,초,0.0,50000.0
S010000748,1993,0.4921715334859203,B,서울대청초등학교,2022,0.0,예산세출,8904000,62256000,70821000,3464017.2,공립,서울특별시 강남구,초,0.0,50000.0
S010000748,1993,0.4921715334859203,B,서울대청초등학교,2023,,예산세입,408207000,44352000,7902000,,공립,서울특별시 강남구,초,0.0,3080.0
S010000748,1993,0.4921715334859203,B,서울대청초등학교,2023,0.0,예산세출,13022000,92780000,44906000,4575819.0,공립,서울특별시 강남구,초,0.0,3080.0
S010000748,1993,0.4921715334859203,B,서울대청초등학교,2024,,예산세입,490495000,102682000,8000000,,공립,서울특별시 강남구,초,0.0,50000.0
S010000748,1993,0.4921715334859203,B,서울대청초등학교,2024,0.0,예산세출,19380000,145876000,36831000,6664967.4,공립,서울특별시 강남구,초,0.0,50000.0
S010000749,1984,0.4868263725867129,B,서울대치초등학교,2022,,예산세입,628091000,72200000,7506000,,공립,서울특별시 강남구,초,0.0,0.0
S010000749,1984,0.4868263725867129,B,서울대치초등학교,2022,0.0,예산세출,15310000,139190000,90151000,494170.8,공립,서울특별시 강남구,초,0.0,0.0
S010000749,1984,0.4868263725867129,B,서울대치초등학교,2023,,예산세입,691239000,0,28000000,,공립,서울특별시 강남구,초,0.0,0.0
S010000749,1984,0.4868263725867129,B,서울대치초등학교,2023,0.0,예산세출,18350000,196790000,92561000,505297.1,공립,서울특별시 강남구,초,0.0,0.0
S010000749,1984,0.4868263725867129,B,서울대치초등학교,2024,,예산세입,795711000,6500000,45500000,,공립,서울특별시 강남구,초,,
S010000749,1984,0.4868263725867129,B,서울대치초등학교,2024,0.0,예산세출,13580000,194899000,74450000,560138.4,공립,서울특별시 강남구,초,,
S010000750,1984,0.4682279450686927,B,서울대현초등학교,2022,,예산세입,506020000,61200000,6961000,,공립,서울특별시 강남구,초,14675530.0,92100.0
S010000750,1984,0.4682279450686927,B,서울대현초등학교,2022,0.0,예산세출,10850000,67550000,72968000,743150.1,공립,서울특별시 강남구,초,14675530.0,92100.0
S010000750,1984,0.4682279450686927,B,서울대현초등학교,2023,,예산세입,571063000,0,14750000,,공립,서울특별시 강남구,초,78129060.0,150000.0
S010000750,1984,0.4682279450686927,B,서울대현초등학교,2023,0.0,예산세출,13850000,157400000,84112000,731369.4,공립,서울특별시 강남구,초,78129060.0,150000.0
S010000750,1984,0.4682279450686927,B,서울대현초등학교,2024,,예산세입,733409000,0,11250000,,공립,서울특별시 강남구,초,0.0,950000.0
S010000750,1984,0.4682279450686927,B,서울대현초등학교,2024,0.0,예산세출,20140000,196627000,89535000,680088.6,공립,서울특별시 강남구,초,0.0,950000.0
S010000751,1974,0.4657264563881357,B,서울도곡초등학교,2022,,예산세입,718343000,0,413333000,,공립,서울특별시 강남구,초,0.0,350000.0
S010000751,1974,0.4657264563881357,B,서울도곡초등학교,2022,0.0,예산세출,9370000,101475000,156781000,1241916.8,공립,서울특별시 강남구,초,0.0,350000.0
S010000751,1974,0.4657264563881357,B,서울도곡초등학교,2023,,예산세입,764262000,0,166881000,,공립,서울특별시 강남구,초,0.0,650000.0
S010000751,1974,0.4657264563881357,B,서울도곡초등학교,2023,0.0,예산세출,18230000,177517000,167614000,1173086.5,공립,서울특별시 강남구,초,0.0,650000.0
S010000751,1974,0.4657264563881357,B,서울도곡초등학교,2024,,예산세입,914578000,686252000,49601000,,공립,서울특별시 강남구,초,0.0,50114.0
S010000751,1974,0.4657264563881357,B,서울도곡초등학교,2024,0.0,예산세출,19620000,195818000,140559000,1948175.6,공립,서울특별시 강남구,초,0.0,50114.0
