CO_STB_YN,FOND_SC_CODE,SEM,NO2_STB_YN,ETHY_BENZENE_STB_YN,BENZENE_STB_YN,XYLENE_STB_YN,ITENI_RSLT_NMVL,RN_RSLT_NMVL,NAT_VNTLA_STB_YN,AIR_BACT_RSLT_NMVL_3,AIR_BACT_RSLT_NMVL_2,CO2_RSLT_NMVL_3,CO2_RSLT_NMVL_2,BLKB_ITENI_STB_YN,GMNSM_MNUT_DST_RSLT_NMVL,DES_ITENI_STB_YN,NSE_STB_YN,MITE_STB_YN,CO2_RSLT_NMVL,SCHUL_CODE,DES_ITENI_RSLT_NMVL,PBAN_EXCP_YN,VOCS_STB_YN,AIR_BACT_RSLT_NMVL,RN_STB_YN,UGWTR_STB_YN,AIR_BACT_STB_YN,ULTRA_DST_RSLT_NMVL,BNHH_YN,ATPT_OFCDC_ORG_NM,NSE_RSLT_NMVL,SCHUL_NM,HCHO_STB_YN,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,WTERR_STB_YN,ADRCD_CD,GMNSM_MNUT_DST_STB_YN,PBAN_YR,MNUT_DST_RSLT_NMVL,ITENI_STB_YN,HCHO_RSLT_NMVL_3,HCHO_RSLT_NMVL_2,JU_ORG_NM,FALL_BACT_STB_YN,MNUT_DST_STB_YN,HCHO_RSLT_NMVL,PBAN_DGR,MNUT_DST_RSLT_NMVL_3,MNUT_DST_RSLT_NMVL_2,O3_RSLT_NMVL,CO2_STB_YN,ULTRA_DST_STB_YN,BLKB_ITENI_RSLT_NMVL,ULTRA_DST_RSLT_NMVL_3,ULTRA_DST_RSLT_NMVL_2,STYLENE_STB_YN,SEM_STR,ADRCD_NM,GMNSM_MNUT_DST_RSLT_NMVL_3,SCHUL_KND_SC_CODE,ASBESTOS_STB_YN,GMNSM_MNUT_DST_RSLT_NMVL_2,JU_ORG_CODE,O3_RSLT_NMVL_3,O3_RSLT_NMVL_2,O3_STB_YN,TOLUENE_STB_YN,NO2_RSLT_NMVL,TOLUENE_RSLT_NMVL,BENZENE_RSLT_NMVL,FALL_BACT_RSLT_NMVL,VOCS_RSLT_NMVL,STYLENE_RSLT_NMVL,CO_RSLT_NMVL,MITE_RSLT_NMVL,ASBESTOS_RSLT_NMVL,ETHY_BENZENE_RSLT_NMVL,XYLENE_RSLT_NMVL,SCHUL_CRSE_SC_VALUE,SCHUL_CRSE_SC_VALUE_NM,VNTLA_RSLT_NMVL,NO2_RSLT_NMVL_3,NO2_RSLT_NMVL_2,VOCS_STB_YN_RSN,RN_RSLT_NMVL_3,RN_RSLT_NMVL_2,CO_RSLT_NMVL_3,CO_RSLT_NMVL_2,XYLENE_STB_YN_RSN,ETHY_BENZENE_STB_YN_RSN,TOLUENE_STB_YN_RSN,BENZENE_STB_YN_RSN,FALL_BACT_RSLT_NMVL_3,VNTLA_STB_YN,FALL_BACT_RSLT_NMVL_2,STYLENE_STB_YN_RSN,VNTLA_STB_YN_RSN,VOCS_RSLT_NMVL_2,FALL_BACT_STB_YN_RSN,BENZENE_RSLT_NMVL_3,BENZENE_RSLT_NMVL_2,TOLUENE_RSLT_NMVL_3,TOLUENE_RSLT_NMVL_2,ETHY_BENZENE_RSLT_NMVL_3,ETHY_BENZENE_RSLT_NMVL_2,STYLENE_RSLT_NMVL_3,STYLENE_RSLT_NMVL_2,XYLENE_RSLT_NMVL_3,XYLENE_RSLT_NMVL_2,MITE_RSLT_NMVL_2,ASBESTOS_RSLT_NMVL_2,HCHO_STB_YN_RSN,CO2_STB_YN_RSN,NO2_STB_YN_RSN,ASBESTOS_STB_YN_RSN,MITE_STB_YN_RSN,AIR_BACT_STB_YN_RSN,ULTRA_DST_STB_YN_RSN,MNUT_DST_STB_YN_RSN,RN_STB_YN_RSN,CO_STB_YN_RSN,GMNSM_MNUT_DST_STB_YN_RSN,O3_STB_YN_RSN,MITE_RSLT_NMVL_3,ASBESTOS_RSLT_NMVL_3,VOCS_RSLT_NMVL_3,WTERR_STB_YN_RSN,UGWTR_STB_YN_RSN,ITENI_STB_YN_RSN,NSE_STB_YN_RSN,DES_ITENI_STB_YN_RSN,BLKB_ITENI_STB_YN_RSN,PBAN_EXCP_RSN,NAT_VNTLA_STB_YN_RSN,연도,학교급코드,HS_KND_SC_NM
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,19.6,,,,,,,16.4,,,해당없음,750.0,S010002160,,N,해당없음,0.0,적합,,적합,7.1,N,서울특별시교육청,,자양중학교,적합,B100000001,1,,1121510500.0,적합,2022.0,19.5,,,,서울특별시성동광진교육지원청,적합,적합,9.6,1.0,,,0.01,적합,적합,,,,해당없음,하반기,서울특별시 광진구,,3,적합,,B100000337,,,적합,해당없음,0.0,,,0.0,,,0.7,,0.01,,,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.0,41.7,실시,,,,,적합,,적합,적합,적합,826.0,S010002162,782.0,N,해당없음,122.0,적합,,적합,11.8,N,서울특별시교육청,49.5,행당중학교,적합,B100000001,1,,1120010700.0,미실시,2022.0,22.8,적합,,,서울특별시성동광진교육지원청,적합,적합,4.1,1.0,,,0.01,적합,적합,504.0,,,해당없음,상반기,서울특별시 성동구,,3,해당없음,,B100000337,,,적합,해당없음,0.01,,,2.0,,,0.4,20.0,,,,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,체육관 건설 중,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,적합,적합,적합,,87.6,,,,,,,28.2,,,적합,650.0,S010002162,,N,적합,248.4,적합,,적합,10.5,N,서울특별시교육청,,행당중학교,적합,B100000001,1,,1120010700.0,적합,2022.0,37.3,,,,서울특별시성동광진교육지원청,적합,적합,16.4,1.0,,,0.01,적합,적합,,,,적합,하반기,서울특별시 성동구,,3,해당없음,,B100000337,,,적합,적합,0.01,85.3,7.9,0.0,233.1,5.7,0.7,20.0,,8.7,15.5,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.6,113.2,실시,,,,,적합,81.2,적합,적합,적합,726.0,S010002263,757.0,N,해당없음,436.0,적합,,적합,22.0,N,서울특별시교육청,43.2,강북중학교,해당없음,B100000001,1,적합,1130510300.0,적합,2022.0,65.85,적합,,,서울특별시성북강북교육지원청,적합,적합,,1.0,,,0.013,적합,적합,474.0,,,해당없음,상반기,서울특별시 강북구,,3,해당없음,,B100000348,,,적합,해당없음,0.012,,,3.0,,,0.4,20.0,,,,,,,,,,,,,,,,,,,미실시,,,해당시설없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,27.8,,,,,,,22.7,,,적합,802.0,S010002263,,N,해당없음,363.0,적합,,적합,2.5,N,서울특별시교육청,,강북중학교,적합,B100000001,1,,1130510300.0,적합,2022.0,30.9,,,,서울특별시성북강북교육지원청,해당없음,적합,11.2,1.0,,,0.02,적합,적합,,,,해당없음,하반기,서울특별시 강북구,,3,해당없음,,B100000348,,,적합,해당없음,0.0,,,,,,0.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.03,21.0,실시,,,,,적합,20.2,적합,적합,적합,686.0,S010002268,933.0,N,해당없음,139.0,적합,,적합,5.1,N,서울특별시교육청,37.0,번동중학교,적합,B100000001,1,,1130510200.0,적합,2022.0,25.2,적합,,,서울특별시성북강북교육지원청,해당없음,적합,20.1,1.0,,,0.02,적합,적합,923.0,,,해당없음,상반기,서울특별시 강북구,,3,적합,,B100000348,,,적합,해당없음,0.03,,,,,,1.3,20.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,21.0,,,,,,,21.2,,,적합,597.0,S010002268,,N,해당없음,139.0,적합,,적합,8.9,N,서울특별시교육청,,번동중학교,적합,B100000001,1,,1130510200.0,적합,2022.0,28.9,,,,서울특별시성북강북교육지원청,해당없음,적합,26.8,1.0,,,0.03,적합,적합,,,,해당없음,하반기,서울특별시 강북구,,3,적합,,B100000348,,,적합,해당없음,0.03,,,,,,1.4,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,적합,적합,적합,3.0,22.2,실시,306.0,449.0,,684.0,적합,83.9,적합,적합,적합,945.0,S010002269,987.0,N,적합,668.0,적합,,적합,20.7,N,서울특별시교육청,39.4,북악중학교,적합,B100000001,1,,1129013300.0,적합,2022.0,73.1,적합,,6.1,서울특별시성북강북교육지원청,적합,적합,15.3,1.0,,61.6,0.021,적합,적합,580.0,,18.0,적합,상반기,서울특별시 성북구,,3,적합,,B100000348,0.028,0.025,적합,적합,0.03,13.3,0.9,1.0,57.1,2.2,0.8,20.0,0.003,3.3,6.2,,,,0.025,0.034,,,,1.1,0.7,,,,,,,1.0,,,22.3,,0.7,0.8,65.9,11.4,2.4,9.1,5.9,1.7,5.7,8.4,,,,,,,,,,,,,,,,,114.5,,,,,,,,,2022,3,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,17.0,,,,,,,55.0,,,적합,813.0,S010002269,,N,해당없음,475.0,적합,,적합,33.8,N,서울특별시교육청,,북악중학교,적합,B100000001,1,,1129013300.0,적합,2022.0,74.0,,,,서울특별시성북강북교육지원청,해당없음,적합,12.3,1.0,,,0.01,적합,적합,,,,해당없음,하반기,서울특별시 성북구,,3,해당없음,,B100000348,,,적합,해당없음,0.01,,,,,,0.4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,적합,적합,적합,,125.0,실시,,,,,미실시,144.9,미실시,미실시,적합,950.0,S010002270,,N,적합,488.0,적합,,적합,34.8,N,서울특별시교육청,,삼선중학교,적합,B100000001,1,,1129010400.0,적합,2022.0,74.9,미실시,,,서울특별시성북강북교육지원청,미실시,적합,18.4,1.0,,,0.025,적합,적합,,,,적합,상반기,서울특별시 성북구,,3,미실시,,B100000348,,,적합,적합,0.014,45.5,0.7,,236.9,0.8,0.5,20.0,,9.9,8.6,,,,,,,,,,,,,,,,미실시,,,성북강북교육지원청 통합계약사항에 불포함,,해당없음,,,,,,,,,,,,,,,,불검출,,,,,,,,,,,,,,성북강북교육지원청 통합계약사항에 불포함,성북강북교육지원청 통합계약사항에 불포함,성북강북교육지원청 통합계약사항에 불포함,성북강북교육지원청 통합계약사항에 불포함,,,2022,3,
적합,공립,1.0,적합,적합,적합,적합,,125.0,,,,,,,29.4,,,적합,882.0,S010002270,,N,적합,639.0,적합,,적합,8.4,N,서울특별시교육청,,삼선중학교,적합,B100000001,1,,1129010400.0,적합,2022.0,43.3,,,,서울특별시성북강북교육지원청,해당없음,적합,29.1,1.0,,,0.0,적합,적합,,,,적합,하반기,서울특별시 성북구,,3,적합,,B100000348,,,적합,적합,0.0,2.4,0.0,,11.3,0.0,0.8,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,적합,적합,적합,1.1,41.8,실시,,,,,적합,49.3,적합,적합,적합,582.0,S010002273,732.0,N,적합,244.0,적합,,적합,14.9,N,서울특별시교육청,39.5,석관중학교,적합,B100000001,1,,1129013900.0,적합,2022.0,25.1,적합,,,서울특별시성북강북교육지원청,적합,적합,17.8,1.0,,,0.014,적합,적합,725.0,,,적합,상반기,서울특별시 성북구,,3,적합,,B100000348,,,적합,적합,0.015,30.6,0.8,2.0,54.3,1.3,0.4,20.0,0.0,0.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,23.2,,,,,,,72.0,,,적합,886.0,S010002273,,N,해당없음,128.0,적합,,적합,28.0,N,서울특별시교육청,,석관중학교,적합,B100000001,1,,1129013900.0,적합,2022.0,65.4,,,,서울특별시성북강북교육지원청,해당없음,적합,26.8,1.0,,,0.02,적합,적합,,,,해당없음,하반기,서울특별시 성북구,,3,적합,,B100000348,,,적합,해당없음,0.02,,,,,,3.6,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.3,25.6,실시,,,,,적합,19.8,적합,적합,적합,545.0,S010002276,723.0,N,해당없음,249.0,적합,적합,적합,2.8,N,서울특별시교육청,36.2,수송중학교,적합,B100000001,1,,1130510200.0,적합,2022.0,14.8,적합,,,서울특별시성북강북교육지원청,적합,적합,25.5,1.0,,,0.045,적합,적합,538.0,,,해당없음,상반기,서울특별시 강북구,,3,적합,,B100000348,,,적합,해당없음,0.019,,,3.0,,,0.2,20.0,0.0,,,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,적합,적합,적합,,31.1,,,,,,,35.0,,,적합,730.0,S010002276,,N,적합,659.0,적합,,적합,9.7,N,서울특별시교육청,,수송중학교,적합,B100000001,1,,1130510200.0,적합,2022.0,42.9,,,,서울특별시성북강북교육지원청,해당없음,적합,9.2,1.0,,,0.02,적합,적합,,,,적합,하반기,서울특별시 강북구,,3,해당없음,,B100000348,,,적합,적합,0.02,9.2,1.8,,22.8,1.4,0.7,20.0,,2.1,3.7,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,적합,적합,적합,2.78,36.0,실시,,,,,적합,45.2,적합,적합,적합,728.0,S010002277,966.0,N,적합,181.0,적합,미실시,적합,15.3,N,서울특별시교육청,46.0,수유중학교,적합,B100000001,1,미실시,1130510300.0,적합,2022.0,54.5,적합,,,서울특별시성북강북교육지원청,적합,적합,40.2,1.0,,,0.03,적합,적합,909.0,,,적합,상반기,서울특별시 강북구,,3,적합,,B100000348,,,적합,적합,0.018,10.7,0.2,4.0,45.9,1.0,0.9,20.0,0.01,2.7,4.8,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,해당없음,,,,,,,2022,3,
미실시,공립,1.0,미실시,미실시,미실시,미실시,,55.6,,,,,,,33.6,,,적합,920.0,S010002277,,N,미실시,380.0,적합,,적합,1.8,N,서울특별시교육청,,수유중학교,적합,B100000001,1,,1130510300.0,적합,2022.0,14.8,,,,서울특별시성북강북교육지원청,미실시,적합,18.4,1.0,,,0.01,적합,적합,,,,미실시,하반기,서울특별시 강북구,,3,미실시,,B100000348,,,적합,미실시,,,,,,,,20.0,,,,3.0,중,,,,해당없음,,,,,해당없음,해당없음,해당없음,해당없음,,,,해당없음,,,해당없음,,,,,,,,,,,,,,,0.013,0.003,,,,,,0.8,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.38,46.0,실시,,,,,,63.9,,,적합,610.0,S010002281,455.0,N,해당없음,570.0,적합,,적합,9.5,N,서울특별시교육청,41.0,월곡중학교,적합,B100000001,1,,1129013700.0,적합,2022.0,36.8,,,,서울특별시성북강북교육지원청,적합,적합,12.3,1.0,,,0.009,적합,적합,401.0,,,해당없음,상반기,서울특별시 성북구,,3,해당없음,,B100000348,,,적합,해당없음,0.013,,,3.0,,,0.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,미실시,미실시,미실시,,28.7,,,,,,,35.4,,,적합,861.0,S010002281,,N,미실시,266.0,적합,,적합,34.5,N,서울특별시교육청,,월곡중학교,적합,B100000001,1,,1129013700.0,적합,2022.0,70.2,,,,서울특별시성북강북교육지원청,미실시,적합,18.4,1.0,,,0.01,적합,적합,,,,미실시,하반기,서울특별시 성북구,,3,미실시,,B100000348,,,적합,미실시,0.01,,,,,,0.7,20.0,,,,,,,,,해당없음,,,,,해당없음,해당없음,해당없음,해당없음,,,,해당없음,,,해당없음,,,,,,,,,,,,,,,,해당없음,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,적합,적합,적합,2.0,0.01,실시,153.0,77.0,643.0,778.0,적합,50.4,적합,적합,적합,842.0,S010002282,600.0,N,적합,249.0,적합,,적합,13.6,N,서울특별시교육청,32.0,인수중학교,적합,B100000001,1,,1130510300.0,적합,2022.0,29.1,적합,32.5,12.3,서울특별시성북강북교육지원청,해당없음,적합,15.3,1.0,,24.0,0.005,적합,적합,500.0,11.7,16.8,적합,상반기,서울특별시 강북구,,3,미실시,47.5,B100000348,,,적합,적합,0.011,42.7,4.6,,93.3,2.6,1.1,20.0,,4.7,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무셕면학교,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,적합,적합,적합,,25.3,,,,,,,51.9,,,적합,859.0,S010002282,,N,적합,279.0,적합,,적합,18.2,N,서울특별시교육청,,인수중학교,적합,B100000001,1,,1130510300.0,적합,2022.0,32.7,,,,서울특별시성북강북교육지원청,해당없음,적합,35.7,1.0,,,0.0,적합,적합,,,,적합,하반기,서울특별시 강북구,,3,해당없음,,B100000348,,,적합,적합,0.01,42.7,4.6,,93.3,2.6,1.1,20.0,,4.7,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.3,44.0,실시,210.4,211.1,511.0,813.0,적합,30.4,적합,적합,적합,528.0,S010002283,818.0,N,해당없음,130.7,적합,,적합,11.8,N,서울특별시교육청,33.3,장위중학교,적합,B100000001,1,적합,1129013800.0,적합,2022.0,68.6,적합,33.5,26.8,서울특별시성북강북교육지원청,적합,적합,50.2,1.0,21.0,63.7,0.02,적합,적합,565.0,10.3,11.1,해당없음,상반기,서울특별시 성북구,21.3,3,해당없음,21.1,B100000348,0.01,0.03,적합,해당없음,0.02,,,1.0,,,1.9,20.0,,,,,,,0.01,0.02,,44.0,44.0,2.2,1.9,,,,,1.0,,2.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,148.0,,,,,,,150.0,,,적합,1000.0,S010002283,,N,해당없음,800.0,적합,,적합,35.0,N,서울특별시교육청,,장위중학교,적합,B100000001,1,,1129013800.0,적합,2022.0,75.0,,,,서울특별시성북강북교육지원청,해당없음,적합,80.0,1.0,,,0.06,적합,적합,,,,해당없음,하반기,서울특별시 성북구,,3,적합,,B100000348,,,적합,해당없음,0.05,,,,,,10.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,적합,적합,적합,1.11,14.0,실시,,,,,적합,101.1,적합,적합,적합,887.0,S010002284,511.0,N,적합,164.0,적합,,적합,29.2,N,서울특별시교육청,39.9,종암중학교,적합,B100000001,1,,1129013500.0,적합,2022.0,68.9,적합,,,서울특별시성북강북교육지원청,적합,적합,36.8,1.0,,,0.02,적합,적합,506.0,,,적합,상반기,서울특별시 성북구,,3,적합,,B100000348,,,적합,적합,0.03,294.3,0.0,0.0,343.3,6.0,1.3,20.0,0.002,16.4,29.2,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,적합,적합,적합,,48.0,,,483.0,,922.0,,24.7,,,적합,893.0,S010002284,,N,적합,433.0,적합,,적합,28.1,N,서울특별시교육청,,종암중학교,적합,B100000001,1,,1129013500.0,적합,2022.0,72.5,,,12.3,서울특별시성북강북교육지원청,미실시,적합,6.1,1.0,,74.3,0.0,적합,적합,,,31.8,적합,하반기,서울특별시 성북구,,3,적합,26.6,B100000348,,0.0,적합,적합,0.01,11.3,0.8,,14.0,1.6,0.5,20.0,0.0,1.8,4.2,3.0,중,,,,,,,,0.6,,,,,,,,,,20.2,해당없음,,0.9,,12.4,,2.0,,2.1,,4.3,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
해당없음,공립,2.0,해당없음,적합,해당없음,적합,1.83,101.6,실시,434.0,328.0,511.0,874.0,적합,34.1,적합,적합,적합,861.0,S010002288,960.0,N,해당없음,612.0,적합,,적합,23.7,N,서울특별시교육청,46.7,화계중학교,적합,B100000001,1,적합,1130510300.0,적합,2022.0,61.3,적합,18.4,6.1,서울특별시성북강북교육지원청,해당없음,적합,12.3,1.0,53.5,62.9,0.012,적합,적합,522.0,22.0,24.1,적합,상반기,서울특별시 강북구,35.8,3,해당없음,35.2,B100000348,0.01,0.016,적합,해당없음,,,,,,1.4,,20.0,,2.2,3.4,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,1.5,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
미실시,공립,1.0,미실시,적합,적합,적합,,30.5,,,,,,,39.6,,,적합,522.0,S010002288,,N,적합,249.0,적합,,적합,10.7,N,서울특별시교육청,,화계중학교,적합,B100000001,1,,1130510300.0,적합,2022.0,29.1,,,,서울특별시성북강북교육지원청,미실시,적합,29.2,1.0,,,0.02,적합,적합,,,,적합,하반기,서울특별시 강북구,,3,미실시,,B100000348,,,적합,적합,,6.9,0.8,,17.0,1.4,,20.0,,2.6,3.6,3.0,중,,,,,,,,,,,,,,,,,,,해당없음,,,,,,,,,,,,,,,해당없음,해당없음,,,,,,해당없음,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.0,44.0,실시,,,,,적합,41.7,적합,적합,적합,654.0,S010002337,521.0,N,해당없음,83.0,적합,,적합,22.3,N,서울특별시교육청,36.9,금호여자중학교,적합,B100000001,1,적합,1114016200.0,적합,2022.0,42.3,적합,,,서울특별시중부교육지원청,적합,적합,11.6,1.0,,,0.017,적합,적합,794.0,,,해당없음,상반기,서울특별시 중구,,3,적합,,B100000359,,,적합,해당없음,0.041,,,6.0,,,0.5,20.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,적합,적합,적합,,99.0,,,,,,,52.2,,,적합,905.0,S010002337,,N,적합,23.0,적합,,적합,20.6,N,서울특별시교육청,,금호여자중학교,적합,B100000001,1,,1114016200.0,적합,2022.0,31.3,,,,서울특별시중부교육지원청,적합,적합,12.5,1.0,,,0.02,적합,적합,,,,적합,하반기,서울특별시 중구,,3,적합,,B100000359,,,적합,적합,0.02,0.0,0.0,0.23,125.0,0.0,1.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,적합,적합,적합,1.0,46.0,,,21.0,,911.0,적합,42.5,적합,적합,적합,674.0,S010002341,723.0,N,적합,19.0,적합,,적합,11.7,N,서울특별시교육청,32.6,덕수중학교,적합,B100000001,1,적합,1114013400.0,적합,2022.0,41.4,적합,,11.9,서울특별시중부교육지원청,적합,적합,9.2,1.0,,25.8,0.014,적합,적합,514.0,,11.7,적합,상반기,서울특별시 중구,,3,적합,32.8,B100000359,,0.0024,적합,적합,0.022,20.0,1.3,1.0,35.8,0.0,0.4,20.0,0.0,1.5,2.2,3.0,중,,,0.015,,,31.0,,0.7,,,,,,,1.0,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,20.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,46.0,,,,,,,32.5,,,적합,973.0,S010002341,,N,해당없음,132.0,적합,,적합,15.2,N,서울특별시교육청,,덕수중학교,적합,B100000001,1,,1114013400.0,적합,2022.0,30.3,,,,서울특별시중부교육지원청,적합,적합,12.8,1.0,,,0.02,적합,적합,,,,해당없음,하반기,서울특별시 중구,,3,적합,,B100000359,,,적합,해당없음,0.02,,,1.0,,,1.8,1.0,0.0,,,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.7,24.0,실시,,,,,적합,84.7,적합,적합,적합,946.0,S010002350,484.0,N,해당없음,38.0,적합,,적합,26.2,N,서울특별시교육청,37.5,선린중학교,적합,B100000001,1,적합,1117011100.0,적합,2022.0,41.4,적합,,,서울특별시중부교육지원청,적합,적합,15.4,1.0,,,0.037,적합,적합,387.0,,,해당없음,상반기,서울특별시 용산구,,3,적합,,B100000359,,,적합,해당없음,0.033,,,1.0,,,1.6,20.0,0.004,,,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,미실시,미실시,미실시,,24.0,,,,,,,84.7,,,적합,946.0,S010002350,,N,미실시,38.0,적합,,적합,26.2,N,서울특별시교육청,,선린중학교,적합,B100000001,1,,1117011100.0,적합,2022.0,41.4,,,,서울특별시중부교육지원청,적합,적합,15.4,1.0,,,0.03,적합,적합,,,,미실시,하반기,서울특별시 용산구,,3,적합,,B100000359,,,적합,미실시,0.03,,,1.0,,,1.6,20.0,0.0,,,3.0,중,,,,해당 교실 없음 ,,,,,해당 교실 없음,해당 교실 없음,해당 교실 없음,해당 교실 없음 ,,,,해당 교실 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.6,,실시,,,,,적합,20.2,적합,적합,적합,984.0,S010002355,917.0,N,해당없음,124.0,미실시,,적합,5.9,N,서울특별시교육청,48.9,용강중학교,적합,B100000001,1,,1117012900.0,적합,2022.0,29.0,적합,,,서울특별시중부교육지원청,적합,적합,17.5,1.0,,,0.01,적합,적합,547.0,,,해당없음,상반기,서울특별시 용산구,,3,적합,,B100000359,,,적합,해당없음,0.01,,,1.0,,,0.6,20.0,0.0,,,3.0,중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,측정중(90일 이상),,,,,,,,,,,,,,,2022,3,
적합,공립,1.0,적합,미실시,미실시,미실시,,39.0,,,,,,,22.3,,,적합,885.0,S010002355,,N,미실시,482.0,적합,,적합,7.0,N,서울특별시교육청,,용강중학교,적합,B100000001,1,,1117012900.0,적합,2022.0,38.9,,,,서울특별시중부교육지원청,적합,적합,26.0,1.0,,,0.01,적합,적합,,,,미실시,하반기,서울특별시 용산구,,3,적합,,B100000359,,,적합,미실시,0.02,,,0.0,,,0.9,20.0,0.01,,,3.0,중,,,,해당사항 없음,,,,,해당사항 없음,해당사항 없음,해당사항 없음,해당사항 없음,,,,해당사항 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,3,
