CO_STB_YN,FOND_SC_CODE,SEM,NO2_STB_YN,ETHY_BENZENE_STB_YN,BENZENE_STB_YN,XYLENE_STB_YN,ITENI_RSLT_NMVL,RN_RSLT_NMVL,NAT_VNTLA_STB_YN,AIR_BACT_RSLT_NMVL_3,AIR_BACT_RSLT_NMVL_2,CO2_RSLT_NMVL_3,CO2_RSLT_NMVL_2,BLKB_ITENI_STB_YN,GMNSM_MNUT_DST_RSLT_NMVL,DES_ITENI_STB_YN,NSE_STB_YN,MITE_STB_YN,CO2_RSLT_NMVL,SCHUL_CODE,DES_ITENI_RSLT_NMVL,PBAN_EXCP_YN,VOCS_STB_YN,AIR_BACT_RSLT_NMVL,RN_STB_YN,UGWTR_STB_YN,AIR_BACT_STB_YN,ULTRA_DST_RSLT_NMVL,BNHH_YN,ATPT_OFCDC_ORG_NM,NSE_RSLT_NMVL,SCHUL_NM,HCHO_STB_YN,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,WTERR_STB_YN,ADRCD_CD,GMNSM_MNUT_DST_STB_YN,PBAN_YR,MNUT_DST_RSLT_NMVL,ITENI_STB_YN,HCHO_RSLT_NMVL_3,HCHO_RSLT_NMVL_2,JU_ORG_NM,FALL_BACT_STB_YN,MNUT_DST_STB_YN,HCHO_RSLT_NMVL,PBAN_DGR,MNUT_DST_RSLT_NMVL_3,MNUT_DST_RSLT_NMVL_2,O3_RSLT_NMVL,CO2_STB_YN,ULTRA_DST_STB_YN,BLKB_ITENI_RSLT_NMVL,ULTRA_DST_RSLT_NMVL_3,ULTRA_DST_RSLT_NMVL_2,STYLENE_STB_YN,SEM_STR,ADRCD_NM,GMNSM_MNUT_DST_RSLT_NMVL_3,SCHUL_KND_SC_CODE,ASBESTOS_STB_YN,GMNSM_MNUT_DST_RSLT_NMVL_2,JU_ORG_CODE,O3_RSLT_NMVL_3,O3_RSLT_NMVL_2,O3_STB_YN,TOLUENE_STB_YN,NO2_RSLT_NMVL,TOLUENE_RSLT_NMVL,BENZENE_RSLT_NMVL,FALL_BACT_RSLT_NMVL,VOCS_RSLT_NMVL,STYLENE_RSLT_NMVL,CO_RSLT_NMVL,MITE_RSLT_NMVL,ASBESTOS_RSLT_NMVL,ETHY_BENZENE_RSLT_NMVL,XYLENE_RSLT_NMVL,SCHUL_CRSE_SC_VALUE,SCHUL_CRSE_SC_VALUE_NM,VNTLA_RSLT_NMVL,NO2_RSLT_NMVL_3,NO2_RSLT_NMVL_2,VOCS_STB_YN_RSN,RN_RSLT_NMVL_3,RN_RSLT_NMVL_2,CO_RSLT_NMVL_3,CO_RSLT_NMVL_2,XYLENE_STB_YN_RSN,ETHY_BENZENE_STB_YN_RSN,TOLUENE_STB_YN_RSN,BENZENE_STB_YN_RSN,FALL_BACT_RSLT_NMVL_3,VNTLA_STB_YN,FALL_BACT_RSLT_NMVL_2,STYLENE_STB_YN_RSN,VNTLA_STB_YN_RSN,VOCS_RSLT_NMVL_2,FALL_BACT_STB_YN_RSN,BENZENE_RSLT_NMVL_3,BENZENE_RSLT_NMVL_2,TOLUENE_RSLT_NMVL_3,TOLUENE_RSLT_NMVL_2,ETHY_BENZENE_RSLT_NMVL_3,ETHY_BENZENE_RSLT_NMVL_2,STYLENE_RSLT_NMVL_3,STYLENE_RSLT_NMVL_2,XYLENE_RSLT_NMVL_3,XYLENE_RSLT_NMVL_2,MITE_RSLT_NMVL_2,ASBESTOS_RSLT_NMVL_2,HCHO_STB_YN_RSN,CO2_STB_YN_RSN,NO2_STB_YN_RSN,ASBESTOS_STB_YN_RSN,MITE_STB_YN_RSN,AIR_BACT_STB_YN_RSN,ULTRA_DST_STB_YN_RSN,MNUT_DST_STB_YN_RSN,RN_STB_YN_RSN,CO_STB_YN_RSN,GMNSM_MNUT_DST_STB_YN_RSN,O3_STB_YN_RSN,MITE_RSLT_NMVL_3,ASBESTOS_RSLT_NMVL_3,VOCS_RSLT_NMVL_3,WTERR_STB_YN_RSN,UGWTR_STB_YN_RSN,ITENI_STB_YN_RSN,NSE_STB_YN_RSN,DES_ITENI_STB_YN_RSN,BLKB_ITENI_STB_YN_RSN,PBAN_EXCP_RSN,NAT_VNTLA_STB_YN_RSN,연도,학교급코드,HS_KND_SC_NM
적합,공립,1.0,적합,적합,해당없음,적합,,24.0,,,,,,,120.0,,,적합,839.0,S010000911,,N,적합,646.0,적합,,적합,24.7,N,서울특별시교육청,,서울대명초등학교,적합,B100000001,1,,1174010100.0,적합,2022.0,57.2,,,,서울특별시강동송파교육지원청,해당없음,적합,30.0,1.0,,,0.0,적합,적합,,,,해당없음,하반기,서울특별시 강동구,,2,적합,,B100000260,,,적합,적합,0.02,26.9,,,94.5,,3.9,20.0,0.0,0.7,2.4,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,적합,적합,적합,1.2,55.0,실시,,531.1,,763.0,적합,84.3,적합,적합,적합,730.0,S010000913,906.0,N,적합,531.1,적합,,적합,15.4,N,서울특별시교육청,39.7,서울마천초등학교,적합,B100000001,1,적합,1171011400.0,적합,2022.0,63.5,적합,,20.0,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,,67.3,0.001,적합,적합,632.0,,16.5,적합,상반기,서울특별시 송파구,,2,적합,93.9,B100000260,,0.001,적합,적합,0.03,31.7,0.0,0.0,78.5,0.6,0.8,20.0,0.001,0.0,0.0,2.0,초,,,0.038,,,55.0,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,20.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,적합,적합,적합,,55.0,,69.8,211.8,,,,62.2,,,적합,703.0,S010000913,,N,적합,674.2,적합,,적합,15.6,N,서울특별시교육청,,서울마천초등학교,적합,B100000001,1,,1171011400.0,적합,2022.0,46.7,,50.0,20.0,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,40.7,35.0,0.0,적합,적합,,14.3,18.5,적합,하반기,서울특별시 송파구,55.6,2,적합,70.2,B100000260,0.0,0.0,적합,적합,0.0,31.7,0.0,2.7,78.5,0.6,0.8,19.0,0.0,0.0,0.0,2.0,초,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,적합,적합,적합,1.61,,실시,,,,,,80.6,,,적합,795.3,S010000914,828.0,N,적합,457.46,미실시,,적합,11.5,N,서울특별시교육청,45.6,서울명덕초등학교,적합,B100000001,1,,1174010200.0,적합,2022.0,64.2,,,,서울특별시강동송파교육지원청,적합,적합,22.5,1.0,,,0.001,적합,적합,448.0,,,적합,상반기,서울특별시 강동구,,2,적합,,B100000260,,,적합,적합,0.01,44.45,0.0,1.35,81.4,0.0,1.0,20.0,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,측정 중,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,적합,적합,적합,,20.0,,,,,,,85.5,,,적합,902.6,S010000914,,N,적합,512.9,적합,,적합,18.6,N,서울특별시교육청,,서울명덕초등학교,적합,B100000001,1,,1174010200.0,적합,2022.0,44.2,,,,서울특별시강동송파교육지원청,적합,적합,10.0,1.0,,,0.0,적합,적합,,,,적합,하반기,서울특별시 강동구,,2,적합,,B100000260,,,적합,적합,0.04,150.5,0.0,0.0,231.4,0.0,0.8,10.0,0.0,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.1,5.0,실시,,,,,적합,98.9,적합,적합,적합,741.0,S010000915,903.0,N,적합,754.3,적합,,적합,19.3,N,서울특별시교육청,46.3,서울명원초등학교,적합,B100000001,1,,1174010100.0,적합,2022.0,69.7,적합,,,서울특별시강동송파교육지원청,적합,적합,10.0,1.0,,,0.033,적합,적합,567.0,,,적합,상반기,서울특별시 강동구,,2,적합,,B100000260,,,적합,적합,0.013,51.6,,3.0,195.4,15.2,0.3,20.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,적합,적합,적합,,,,,,,,,94.0,,,적합,627.0,S010000915,,N,적합,716.5,미실시,,적합,17.8,N,서울특별시교육청,,서울명원초등학교,적합,B100000001,1,,1174010100.0,적합,2022.0,61.6,,,,서울특별시강동송파교육지원청,적합,적합,10.0,1.0,,,0.0,적합,적합,,,,적합,하반기,서울특별시 강동구,,2,적합,,B100000260,,,적합,적합,0.01,51.6,0.0,2.0,195.4,9.1,0.2,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,적합,적합,적합,1.2,18.0,실시,,,,,적합,86.9,적합,적합,적합,781.0,S010000916,815.0,N,적합,456.0,적합,적합,적합,20.1,N,서울특별시교육청,43.7,서울명일초등학교,적합,B100000001,1,,1174010700.0,적합,2022.0,57.4,적합,,,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,,,0.001,적합,적합,523.0,,,적합,상반기,서울특별시 강동구,,2,해당없음,,B100000260,,,적합,적합,0.012,16.6,0.0,1.3,135.1,7.3,0.9,20.0,,1.8,0.0,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,적합,적합,적합,,62.0,,,,,,,63.7,,,적합,791.6,S010000916,,N,적합,74.4,적합,,적합,30.8,N,서울특별시교육청,,서울명일초등학교,적합,B100000001,1,,1174010700.0,적합,2022.0,60.2,,,,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,,,0.0,적합,적합,,,,적합,하반기,서울특별시 강동구,,2,해당없음,,B100000260,,,적합,적합,0.04,31.8,3.7,1.0,89.7,1.3,0.9,10.0,,3.3,3.5,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,적합,적합,적합,1.4,47.0,실시,239.3,681.3,592.0,842.4,적합,96.3,적합,적합,적합,775.2,S010000917,875.0,N,적합,749.9,적합,적합,적합,15.1,N,서울특별시교육청,44.3,서울묘곡초등학교,적합,B100000001,1,적합,1174010200.0,적합,2022.0,66.2,적합,30.0,20.0,서울특별시강동송파교육지원청,적합,적합,10.0,1.0,62.7,56.6,0.001,적합,적합,646.0,15.0,16.2,적합,상반기,서울특별시 강동구,94.6,2,적합,104.7,B100000260,0.001,0.001,적합,적합,0.006,12.4,0.0,0.0,154.7,0.0,0.8,20.0,0.0,0.0,0.0,2.0,초,,,0.007,,,0.0,,0.9,,,,,,,2.0,,,184.0,,,0.0,,30.1,,0.0,,0.0,,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,47.0,,,,,,,92.0,,,적합,918.6,S010000917,,N,적합,290.0,적합,,적합,31.2,N,서울특별시교육청,,서울묘곡초등학교,적합,B100000001,1,,1174010200.0,적합,2022.0,67.4,,,,서울특별시강동송파교육지원청,해당없음,적합,10.0,1.0,,,0.02,적합,적합,,,,해당없음,하반기,서울특별시 강동구,,2,해당없음,,B100000260,,,적합,적합,0.0,7.8,,,25.4,,0.3,20.0,,,,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,,55.0,실시,,,,,,74.6,,,적합,672.3,S010000918,,N,해당없음,351.5,적합,,적합,23.2,N,서울특별시교육청,,서울문덕초등학교,적합,B100000001,1,,1171010800.0,적합,2022.0,65.8,,,,서울특별시강동송파교육지원청,적합,적합,13.3,1.0,,,0.01,적합,적합,,,,해당없음,상반기,서울특별시 송파구,,2,적합,,B100000260,,,적합,해당없음,0.028,,,1.7,,,0.6,20.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,미실시,미실시,미실시,,55.0,,,,,,,78.9,,,적합,874.0,S010000918,,N,미실시,454.7,적합,,적합,27.7,N,서울특별시교육청,,서울문덕초등학교,적합,B100000001,1,,1171010800.0,적합,2022.0,67.3,,,,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,,,0.01,적합,적합,,,,미실시,하반기,서울특별시 송파구,,2,적합,,B100000260,,,적합,미실시,0.02,,,1.7,,,0.9,20.0,0.0,,,,,,,,해당없음,,,,,해당없음,해당없음,해당없음,해당없음,,,,해당없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,3.0,,실시,294.2,657.5,604.6,847.0,,77.0,,,적합,824.0,S010000919,300.0,N,해당없음,624.3,해당없음,적합,적합,17.6,N,서울특별시교육청,40.0,서울문정초등학교,해당없음,B100000001,1,적합,1171010800.0,적합,2022.0,64.9,,,,서울특별시강동송파교육지원청,적합,적합,,1.0,42.1,66.3,0.001,적합,적합,300.0,20.8,18.6,해당없음,상반기,서울특별시 송파구,82.7,2,해당없음,77.0,B100000260,0.001,0.001,적합,해당없음,0.004,,,0.7,,,1.3,20.0,,,,2.0,초,,0.004,0.004,,,,1.3,1.3,,,,,0.7,,0.7,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,적합,적합,적합,,148.0,,,,,,,70.0,,,적합,1000.0,S010000919,,N,적합,800.0,적합,,적합,35.0,N,서울특별시교육청,,서울문정초등학교,적합,B100000001,1,,1171010800.0,적합,2022.0,75.0,,,,서울특별시강동송파교육지원청,적합,적합,80.0,1.0,,,0.06,적합,적합,,,,적합,하반기,서울특별시 송파구,,2,적합,,B100000260,,,적합,적합,0.05,1000.0,30.0,10.0,400.0,300.0,10.0,100.0,0.01,360.0,700.0,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.1,36.0,실시,,,,,적합,43.5,적합,적합,적합,605.0,S010000920,739.0,N,해당없음,597.6,적합,적합,적합,7.0,N,서울특별시교육청,38.4,서울방산초등학교,해당없음,B100000001,1,,1171011100.0,적합,2022.0,40.4,적합,,,서울특별시강동송파교육지원청,해당없음,적합,,1.0,,,0.001,적합,적합,461.0,,,해당없음,상반기,서울특별시 송파구,,2,적합,,B100000260,,,적합,해당없음,0.036,,,,,,1.4,20.0,0.001,,,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,적합,적합,적합,,22.0,,,,,,,43.5,,,적합,605.0,S010000920,,N,적합,597.6,적합,,적합,7.0,N,서울특별시교육청,,서울방산초등학교,적합,B100000001,1,,1171011100.0,적합,2022.0,40.4,,,,서울특별시강동송파교육지원청,적합,적합,10.0,1.0,,,0.0,적합,적합,,,,적합,하반기,서울특별시 송파구,,2,적합,,B100000260,,,적합,적합,0.03,0.0,0.0,0.0,0.0,0.0,1.4,20.0,0.0,0.0,0.0,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,적합,적합,적합,1.1,15.0,실시,,,,,적합,90.3,적합,적합,적합,605.0,S010000921,864.0,N,적합,203.5,적합,미실시,적합,18.8,N,서울특별시교육청,38.7,서울방이초등학교,적합,B100000001,1,적합,1171011100.0,적합,2022.0,68.5,적합,,,서울특별시강동송파교육지원청,적합,적합,10.0,1.0,,,0.001,적합,적합,721.0,,,적합,상반기,서울특별시 송파구,,2,적합,,B100000260,,,적합,적합,0.029,59.6,30.0,5.7,117.6,300.0,0.8,20.0,0.001,360.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,사용안함,,,,,,,2022,2,
미실시,공립,1.0,미실시,해당없음,해당없음,해당없음,,20.0,,,,,,,80.3,,,적합,669.8,S010000921,,N,해당없음,302.2,적합,,적합,17.5,N,서울특별시교육청,,서울방이초등학교,적합,B100000001,1,,1171011100.0,적합,2022.0,39.2,,,,서울특별시강동송파교육지원청,해당없음,적합,10.0,1.0,,,0.0,적합,적합,,,,해당없음,하반기,서울특별시 송파구,,2,미실시,,B100000260,,,적합,해당없음,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030,0.001,,,,,,0.5,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,적합,적합,적합,1.1,18.0,실시,135.5,160.4,581.6,482.2,적합,57.5,적합,적합,적합,653.2,S010000922,699.0,N,적합,239.1,적합,,적합,13.6,N,서울특별시교육청,44.8,서울삼전초등학교,적합,B100000001,1,,1171010600.0,적합,2022.0,58.1,적합,10.0,10.0,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,56.2,57.8,0.001,적합,적합,554.0,16.3,14.5,적합,상반기,서울특별시 송파구,,2,해당없음,54.2,B100000260,0.001,0.001,적합,적합,0.032,38.3,3.0,0.3,76.3,0.0,0.6,20.0,,5.0,4.4,2.0,초,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,적합,적합,적합,,40.0,,,,,,,114.8,,,적합,619.8,S010000922,,N,적합,384.8,적합,,적합,21.0,N,서울특별시교육청,,서울삼전초등학교,적합,B100000001,1,,1171010600.0,적합,2022.0,64.6,,,,서울특별시강동송파교육지원청,적합,적합,40.0,1.0,,,0.0,적합,적합,,,,적합,하반기,서울특별시 송파구,,2,해당없음,,B100000260,,,적합,적합,0.01,11.3,0.0,0.0,119.7,1.1,1.3,0.2,,20.6,7.9,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.1,36.0,실시,,,,,적합,112.3,적합,적합,적합,899.6,S010000923,608.0,N,적합,489.4,적합,,적합,20.3,N,서울특별시교육청,47.1,서울상일초등학교,적합,B100000001,1,,1174010300.0,적합,2022.0,65.3,적합,,,서울특별시강동송파교육지원청,적합,적합,30.0,1.0,,,0.001,적합,적합,524.0,,,해당없음,상반기,서울특별시 강동구,,2,적합,,B100000260,,,적합,해당없음,0.014,,,1.0,8.2,,1.1,20.0,0.001,,,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,적합,적합,적합,,21.0,,,,,,,83.2,,,적합,773.8,S010000923,,N,적합,600.8,적합,,적합,18.0,N,서울특별시교육청,,서울상일초등학교,적합,B100000001,1,,1174010300.0,적합,2022.0,38.9,,,,서울특별시강동송파교육지원청,적합,적합,10.0,1.0,,,0.0,적합,적합,,,,적합,하반기,서울특별시 강동구,,2,적합,,B100000260,,,적합,적합,0.01,13.2,0.0,2.7,48.7,0.0,0.8,20.0,0.0,0.8,0.0,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.2,21.0,실시,,322.6,,,적합,89.6,적합,적합,적합,904.0,S010000924,912.0,N,해당없음,1022.0,적합,,적합,20.2,N,서울특별시교육청,47.1,서울석촌초등학교,적합,B100000001,1,,1171010500.0,적합,2022.0,65.8,적합,,,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,,,0.001,적합,적합,733.0,,,해당없음,상반기,서울특별시 송파구,,2,적합,,B100000260,,,적합,해당없음,0.017,,,8.0,,,0.7,100.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,,,,,,,,116.6,,,적합,721.6,S010000924,,N,해당없음,274.6,해당없음,,적합,27.0,N,서울특별시교육청,,서울석촌초등학교,적합,B100000001,1,,1171010500.0,적합,2022.0,58.1,,,,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,,,0.0,적합,적합,,,,해당없음,하반기,서울특별시 송파구,,2,적합,,B100000260,,,적합,해당없음,0.02,,,0.3,,,1.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,적합,해당없음,적합,1.1,52.0,실시,,719.0,,722.4,적합,65.1,적합,적합,적합,887.6,S010000925,1144.0,N,적합,578.0,적합,,적합,17.5,N,서울특별시교육청,47.0,서울선린초등학교,적합,B100000001,1,,1174010600.0,적합,2022.0,66.5,적합,,30.0,서울특별시강동송파교육지원청,적합,적합,30.0,1.0,,65.5,0.001,적합,적합,855.0,,13.5,해당없음,상반기,서울특별시 강동구,,2,적합,70.4,B100000260,,0.001,적합,적합,0.0035,84.1,,4.3,99.1,,0.9,20.0,0.001,2.2,0.7,,,,,0.007,,,5.0,,0.1,,,,,,,1.0,,,39.9,,,,,4.0,,,,,,,20.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,5.0,,,,,,,,,,적합,887.6,S010000925,,N,적합,719.0,적합,,적합,20.7,N,서울특별시교육청,,서울선린초등학교,적합,B100000001,1,,1174010600.0,미실시,2022.0,61.2,,,,서울특별시강동송파교육지원청,적합,적합,50.0,1.0,,,0.01,적합,적합,,,,해당없음,하반기,서울특별시 강동구,,2,해당없음,,B100000260,,,적합,해당없음,0.01,,,1.0,218.5,,0.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,,,,,,,,,,,,,2022,2,
적합,공립,2.0,적합,해당없음,해당없음,해당없음,1.4,47.0,실시,,,,,적합,60.7,적합,적합,적합,723.0,S010000926,742.0,N,해당없음,522.0,적합,,적합,29.9,N,서울특별시교육청,46.1,서울선사초등학교,적합,B100000001,1,,1174010700.0,적합,2022.0,58.0,적합,,,서울특별시강동송파교육지원청,적합,적합,80.0,1.0,,,0.04,적합,적합,655.0,,,해당없음,상반기,서울특별시 강동구,,2,해당없음,,B100000260,,,적합,해당없음,0.05,,,10.0,,,1.6,100.0,,,,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,해당없음,해당없음,해당없음,,37.9,,,,,,,61.1,,,적합,821.0,S010000926,,N,해당없음,675.0,적합,,적합,12.4,N,서울특별시교육청,,서울선사초등학교,적합,B100000001,1,,1174010700.0,적합,2022.0,58.0,,,,서울특별시강동송파교육지원청,해당없음,적합,15.3,1.0,,,0.0,적합,적합,,,,해당없음,하반기,서울특별시 강동구,,2,해당없음,,B100000260,,,적합,해당없음,0.01,,,,,,0.7,0.2,,,,2.0,초,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
미실시,공립,2.0,미실시,미실시,미실시,미실시,2.5,32.0,실시,212.8,214.7,619.8,859.2,적합,,적합,적합,적합,712.2,S010000927,300.0,N,미실시,375.2,적합,적합,적합,23.8,N,서울특별시교육청,50.0,서울성내초등학교,적합,B100000001,1,적합,1174010800.0,미실시,2022.0,61.8,적합,10.0,10.0,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,47.8,57.1,0.001,적합,적합,300.0,22.2,21.3,미실시,상반기,서울특별시 강동구,,2,적합,,B100000260,0.003,0.002,적합,미실시,,,,1.7,,,,20.0,0.0,,,,,,,,해당없음,,,,,해당없음,해당없음,해당없음,해당없음,,,,해당없음,,,,,,,,,,,,,,,0.001,,,해당없음,,,,,,,해당없음,해당없음,,,0.001,,,,,,,,,,2022,2,
미실시,공립,1.0,미실시,미실시,미실시,미실시,,32.0,,,,,,,,,,적합,712.2,S010000927,,N,미실시,375.2,적합,,적합,23.8,N,서울특별시교육청,,서울성내초등학교,적합,B100000001,1,,1174010800.0,미실시,2022.0,61.8,,,,서울특별시강동송파교육지원청,적합,적합,20.0,1.0,,,0.01,적합,적합,,,,미실시,하반기,서울특별시 강동구,,2,적합,,B100000260,,,적합,미실시,,,,1.7,,,,20.0,0.0,,,,,,,,해당없음,,,,,해당없음,해당없음,해당없음,해당없음,,,,해당없음,,,,,,,,,,,,,,,,,,해당없음,,,,,,,해당없음,해당없음,,,,,,,,,,,,,2022,2,
미실시,공립,2.0,미실시,미실시,미실시,미실시,,,실시,,,,,,,,,미실시,,S010000928,,N,미실시,,미실시,,미실시,,N,서울특별시교육청,,서울성일초등학교,미실시,B100000001,1,,1174010800.0,미실시,2022.0,,,,,서울특별시강동송파교육지원청,미실시,미실시,,1.0,,,,미실시,미실시,,,,미실시,상반기,서울특별시 강동구,,2,미실시,,B100000260,,,미실시,미실시,,,,,,,,,,,,,,,,,2022.5.16. 측정 예정,,,,,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,,,,2022.5.16. 측정 예정,,,2022.5.16. 측정 예정,,,,,,,,,,,,,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,2022.5.16. 측정 예정,,,,,,,,,,,,2022,2,
적합,공립,1.0,적합,적합,적합,적합,,47.0,,,,,,,65.4,,,적합,628.6,S010000928,,N,적합,490.6,적합,,적합,18.1,N,서울특별시교육청,,서울성일초등학교,적합,B100000001,1,,1174010800.0,적합,2022.0,33.5,,,,서울특별시강동송파교육지원청,적합,적합,30.0,1.0,,,0.0,적합,적합,,,,적합,하반기,서울특별시 강동구,,2,적합,,B100000260,,,적합,적합,0.0,46.7,0.0,1.0,155.6,1.0,0.8,20.0,0.0,10.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,
미실시,공립,2.0,미실시,미실시,미실시,미실시,1.2,35.5,실시,,,,,적합,55.0,적합,적합,적합,685.0,S010000929,896.0,N,미실시,361.0,적합,,적합,22.5,N,서울특별시교육청,40.5,서울세륜초등학교,적합,B100000001,1,,1171011100.0,적합,2022.0,59.0,적합,,,서울특별시강동송파교육지원청,적합,적합,10.7,1.0,,,0.003,적합,적합,584.0,,,미실시,상반기,서울특별시 송파구,,2,미실시,,B100000260,,,적합,미실시,,,,3.0,,,,20.0,,,,,,,,,해당없음,,,,,해당없음,해당없음,해당없음,해당없음,,미실시,,해당없음,해당없음,,,,,,,,,,,,,,,,,해당없음,해당없음,,,,,,해당없음,,,,,,,,,,,,,,2022,2,
