,SCHUL_CODE,SCHUL_NM,ADRCD_NM,공시년도,BLKB_ITENI_MAX,DES_ITENI_MAX,ITENI_MAX,NSE_MAX,MNUT_DST_MAX,GMNSM_MNUT_DST_MAX,ULTRA_DST_MAX,HCHO_MAX,AIR_BACT_MAX,RN_MAX,O3_MAX,VOCS_MAX,BENZENE_MAX,TOLUENE_MAX,ETHY_BENZENE_MAX,XYLENE_MAX,STYLENE_MAX,ASBESTOS_MAX,CO_MAX,NO2_MAX,FALL_BACT_MAX,MITE_MAX,BLKB_ITENI_SCORE,DES_ITENI_SCORE,ITENI_SCORE,NSE_SCORE,MNUT_DST_SCORE,GMNSM_MNUT_DST_SCORE,ULTRA_DST_SCORE,HCHO_SCORE,AIR_BACT_SCORE,RN_SCORE,O3_SCORE,VOCS_SCORE,BENZENE_SCORE,TOLUENE_SCORE,ETHY_BENZENE_SCORE,XYLENE_SCORE,STYLENE_SCORE,ASBESTOS_SCORE,CO_SCORE,NO2_SCORE,FALL_BACT_SCORE,MITE_SCORE,BLKB_ITENI_WEIGHTED,DES_ITENI_WEIGHTED,ITENI_WEIGHTED,NSE_WEIGHTED,MNUT_DST_WEIGHTED,GMNSM_MNUT_DST_WEIGHTED,ULTRA_DST_WEIGHTED,HCHO_WEIGHTED,AIR_BACT_WEIGHTED,RN_WEIGHTED,O3_WEIGHTED,VOCS_WEIGHTED,BENZENE_WEIGHTED,TOLUENE_WEIGHTED,ETHY_BENZENE_WEIGHTED,XYLENE_WEIGHTED,STYLENE_WEIGHTED,ASBESTOS_WEIGHTED,CO_WEIGHTED,NO2_WEIGHTED,FALL_BACT_WEIGHTED,MITE_WEIGHTED,TOTAL_WEIGHTED_SCORE,SAFETY_GRADE,SEM_STR
907,S010002316,서울유현초등학교,서울특별시 강북구,1974,1087.0,918.0,1.3,43.2,52.9,32.3,18.0,17.1,216.0,41.0,0.017,113.7,1.6,47.5,6.2,21.5,2.7,0.0,0.9,0.018,5.0,0.0,3.6233333333333335,3.06,0.43333333333333335,0.7854545454545455,0.7053333333333334,0.21533333333333332,0.5142857142857142,0.171,0.27,0.27702702702702703,0.2833333333333334,0.28425,0.05333333333333334,0.0475,0.017222222222222222,0.030714285714285715,0.009000000000000001,0.0,0.09,0.35999999999999993,0.00625,0.0,1.8116666666666668,1.53,0.21666666666666667,0.7854545454545455,0.7053333333333334,0.21533333333333332,0.5142857142857142,0.513,0.27,0.8310810810810811,0.2833333333333334,0.426375,0.16,0.095,0.034444444444444444,0.06142857142857143,0.018000000000000002,0.0,0.09,0.35999999999999993,0.00625,0.0,0.40580239500125864,B,상반기
909,S010002317,서울인수초등학교,서울특별시 강북구,1982,622.0,553.0,1.7,41.8,66.1,102.1,28.1,30.1,154.0,0.0,0.02,250.3,0.0,0.0,0.0,0.0,0.0,0.001,0.6,0.03,0.0,20.0,2.0733333333333333,1.8433333333333333,0.5666666666666667,0.7599999999999999,0.8813333333333333,0.6806666666666666,0.8028571428571429,0.301,0.1925,0.0,0.33333333333333337,0.62575,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.6,0.0,0.2,1.0366666666666666,0.9216666666666666,0.2833333333333333,0.7599999999999999,0.8813333333333333,0.6806666666666666,0.8028571428571429,0.903,0.1925,0.0,0.33333333333333337,0.938625,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.06,0.6,0.0,0.2,0.40427191558441555,B,상반기
911,S010002318,서울일신초등학교,서울특별시 성북구,2000,667.0,680.0,1.3,40.1,63.8,57.1,13.8,17.3,480.0,43.24954177897573,0.014,198.2,2.8,56.7,7.6,11.1,0.9,0.0024661016949152547,1.3,0.031,2.0,20.0,2.223333333333333,2.2666666666666666,0.43333333333333335,0.7290909090909091,0.8506666666666667,0.38066666666666665,0.3942857142857143,0.17300000000000001,0.6,0.2922266336417279,0.23333333333333334,0.4955,0.09333333333333332,0.0567,0.021111111111111112,0.015857142857142858,0.003,0.24661016949152548,0.13,0.62,0.0025,0.2,1.1116666666666666,1.1333333333333333,0.21666666666666667,0.7290909090909091,0.8506666666666667,0.38066666666666665,0.3942857142857143,0.519,0.6,0.8766799009251838,0.23333333333333334,0.74325,0.27999999999999997,0.1134,0.042222222222222223,0.031714285714285716,0.006,0.7398305084745764,0.13,0.62,0.0025,0.2,0.4524684942748282,B,상반기
913,S010002319,서울장곡초등학교,서울특별시 성북구,1978,703.0,877.0,1.2,42.0,34.7,81.8,9.4,18.4,797.0,23.1,0.013,101.09691358024692,1.7539256198347106,64.64169960474308,12.092168674698794,20.5454,5.707551020408163,0.0,0.7,0.021,1.0,20.0,2.3433333333333333,2.9233333333333333,0.39999999999999997,0.7636363636363637,0.4626666666666667,0.5453333333333333,0.26857142857142857,0.184,0.99625,0.1560810810810811,0.21666666666666667,0.2527422839506173,0.058464187327823686,0.06464169960474309,0.03358935742971887,0.02935057142857143,0.01902517006802721,0.0,0.06999999999999999,0.42,0.00125,0.2,1.1716666666666666,1.4616666666666667,0.19999999999999998,0.7636363636363637,0.4626666666666667,0.5453333333333333,0.26857142857142857,0.552,0.99625,0.4682432432432433,0.21666666666666667,0.379113425925926,0.17539256198347106,0.12928339920948617,0.06717871485943774,0.05870114285714286,0.03805034013605442,0.0,0.06999999999999999,0.42,0.00125,0.2,0.3929850282010252,A,상반기
915,S010002320,서울장위초등학교,서울특별시 성북구,1946,463.0,635.0,1.2,36.3,68.5,55.2,20.9,9.2,654.0,41.3,0.009,101.09691358024692,1.4785714285714286,69.65929203539822,19.270642201834868,20.87798165137615,7.214622641509434,0.003567857142857143,1.2,0.015,3.0,20.0,1.5433333333333332,2.1166666666666667,0.39999999999999997,0.6599999999999999,0.9133333333333333,0.368,0.5971428571428571,0.092,0.8175,0.27905405405405403,0.15,0.2527422839506173,0.04928571428571429,0.06965929203539822,0.05352956167176352,0.0298256880733945,0.02404874213836478,0.3567857142857143,0.12,0.3,0.00375,0.2,0.7716666666666666,1.0583333333333333,0.19999999999999998,0.6599999999999999,0.9133333333333333,0.368,0.5971428571428571,0.276,0.8175,0.8371621621621621,0.15,0.379113425925926,0.14785714285714285,0.13931858407079645,0.10705912334352705,0.059651376146789,0.04809748427672956,1.070357142857143,0.12,0.3,0.00375,0.2,0.4192883014598366,B,상반기
917,S010002321,서울정덕초등학교,서울특별시 성북구,1946,592.0,570.0,1.6,41.3,29.6,55.3,12.4,9.2,736.0,54.5,0.015,145.7,3.4,15.7,10.6,26.4,5.2,0.0,0.9728070175438596,0.01905217391304348,2.0,20.0,1.9733333333333334,1.9,0.5333333333333333,0.7509090909090909,0.39466666666666667,0.36866666666666664,0.3542857142857143,0.092,0.92,0.36824324324324326,0.25,0.36424999999999996,0.11333333333333333,0.0157,0.029444444444444443,0.037714285714285714,0.017333333333333333,0.0,0.09728070175438595,0.3810434782608696,0.0025,0.2,0.9866666666666667,0.95,0.26666666666666666,0.7509090909090909,0.39466666666666667,0.36866666666666664,0.3542857142857143,0.276,0.92,1.1047297297297298,0.25,0.5463749999999999,0.33999999999999997,0.0314,0.058888888888888886,0.07542857142857143,0.034666666666666665,0.0,0.09728070175438595,0.3810434782608696,0.0025,0.2,0.3813715685722992,A,상반기
919,S010002322,서울정릉초등학교,서울특별시 성북구,1985,627.0,824.0,1.03,38.9,25.9,31.1,10.2,26.8,141.0,55.0,0.02,101.09691358024692,2.1863636363636365,67.03442363112391,12.794023668639053,23.353046062407135,8.653434190620272,0.001,1.5,0.02,2.0508333333333333,20.0,2.09,2.7466666666666666,0.3433333333333333,0.7072727272727273,0.3453333333333333,0.20733333333333334,0.2914285714285714,0.268,0.17625,0.3716216216216216,0.33333333333333337,0.2527422839506173,0.07287878787878789,0.06703442363112391,0.03553895463510848,0.03336149437486734,0.02884478063540091,0.1,0.15,0.39999999999999997,0.0025635416666666667,0.2,1.045,1.3733333333333333,0.17166666666666666,0.7072727272727273,0.3453333333333333,0.20733333333333334,0.2914285714285714,0.804,0.17625,1.114864864864865,0.33333333333333337,0.379113425925926,0.21863636363636368,0.13406884726224783,0.07107790927021695,0.06672298874973467,0.05768956127080182,0.30000000000000004,0.15,0.39999999999999997,0.0025635416666666667,0.2,0.38862221824309645,A,상반기
921,S010002323,서울정수초등학교,서울특별시 성북구,1986,444.0,954.0,1.2,49.7,38.2,33.7,13.1,12.3,414.0,88.4,0.009,263.9,1.1,42.2,43.0,68.4,3.8,0.0,0.9728070175438596,0.01905217391304348,2.0508333333333333,20.0,1.48,3.18,0.39999999999999997,0.9036363636363637,0.5093333333333334,0.22466666666666668,0.3742857142857143,0.12300000000000001,0.5175,0.5972972972972973,0.15,0.65975,0.03666666666666667,0.0422,0.11944444444444445,0.09771428571428573,0.012666666666666666,0.0,0.09728070175438595,0.3810434782608696,0.0025635416666666667,0.2,0.74,1.59,0.19999999999999998,0.9036363636363637,0.5093333333333334,0.22466666666666668,0.3742857142857143,0.36900000000000005,0.5175,1.791891891891892,0.15,0.989625,0.11,0.0844,0.2388888888888889,0.19542857142857145,0.025333333333333333,0.0,0.09728070175438595,0.3810434782608696,0.0025635416666666667,0.2,0.44067624932484944,B,상반기
923,S010002324,서울청덕초등학교,서울특별시 성북구,1967,344.0,375.0,1.2,42.0,47.5,47.9,12.7,28.2,642.0,50.4,0.019,36.3,1.1,10.8,1.2,2.4,0.0,0.0,0.6,0.011,1.0,0.0,1.1466666666666667,1.25,0.39999999999999997,0.7636363636363637,0.6333333333333333,0.3193333333333333,0.3628571428571428,0.282,0.8025,0.3405405405405405,0.31666666666666665,0.09075,0.03666666666666667,0.0108,0.003333333333333333,0.0034285714285714284,0.0,0.0,0.06,0.21999999999999997,0.00125,0.0,0.5733333333333334,0.625,0.19999999999999998,0.7636363636363637,0.6333333333333333,0.3193333333333333,0.3628571428571428,0.8459999999999999,0.8025,1.0216216216216214,0.31666666666666665,0.136125,0.11,0.0216,0.006666666666666666,0.006857142857142857,0.0,0.0,0.06,0.21999999999999997,0.00125,0.0,0.3193991183775275,A,상반기
925,S010002325,서울화계초등학교,서울특별시 강북구,1967,338.0,524.0,2.1,41.9,61.8,77.3,17.2,9.2,549.0,50.0,0.007,159.63333333333335,1.7435338345864662,70.63088235294117,10.480000000000002,18.942537313432837,6.083458646616541,0.0,0.8831168831168831,0.0182987012987013,2.405263157894737,0.0,1.1266666666666667,1.7466666666666666,0.7000000000000001,0.7618181818181818,0.824,0.5153333333333333,0.4914285714285714,0.092,0.68625,0.33783783783783783,0.11666666666666667,0.3990833333333334,0.05811779448621554,0.07063088235294117,0.02911111111111112,0.02706076759061834,0.020278195488721805,0.0,0.08831168831168831,0.365974025974026,0.0030065789473684213,0.0,0.5633333333333334,0.8733333333333333,0.35000000000000003,0.7618181818181818,0.824,0.5153333333333333,0.4914285714285714,0.276,0.68625,1.0135135135135136,0.11666666666666667,0.5986250000000001,0.17435338345864662,0.14126176470588234,0.05822222222222224,0.05412153518123668,0.04055639097744361,0.0,0.08831168831168831,0.365974025974026,0.0030065789473684213,0.0,0.36345952378206586,A,상반기
927,S010002369,서울광희초등학교,서울특별시 중구,1895,369.0,729.0,1.286190476190476,36.4,45.8,13.7,10.9,26.8,103.0,63.029999999999994,0.02,20.7,2.227391304347826,19.0,0.6,15.0624,6.1316,0.01,1.2,0.03,3.0,0.2,1.23,2.43,0.4287301587301587,0.6618181818181817,0.6106666666666666,0.09133333333333332,0.31142857142857144,0.268,0.12875,0.42587837837837833,0.33333333333333337,0.05175,0.0742463768115942,0.019,0.0016666666666666666,0.021517714285714286,0.020438666666666664,1.0,0.12,0.6,0.00375,0.002,0.615,1.215,0.21436507936507934,0.6618181818181817,0.6106666666666666,0.09133333333333332,0.31142857142857144,0.804,0.12875,1.277635135135135,0.33333333333333337,0.077625,0.2227391304347826,0.038,0.003333333333333333,0.04303542857142857,0.04087733333333333,3.0,0.12,0.6,0.00375,0.002,0.4733950239433263,B,상반기
929,S010002370,서울교동초등학교,서울특별시 종로구,1894,656.0,776.0,1.0,37.3,37.4,51.7,17.1,13.7,158.0,46.0,0.036,101.1,7.0,184.6,13.2,18.3,9.8,0.01,0.5,0.032,1.0,20.0,2.1866666666666665,2.5866666666666664,0.3333333333333333,0.6781818181818181,0.49866666666666665,0.3446666666666667,0.4885714285714286,0.13699999999999998,0.1975,0.3108108108108108,0.6,0.25275,0.23333333333333334,0.1846,0.03666666666666667,0.026142857142857145,0.03266666666666667,1.0,0.05,0.64,0.00125,0.2,1.0933333333333333,1.2933333333333332,0.16666666666666666,0.6781818181818181,0.49866666666666665,0.3446666666666667,0.4885714285714286,0.4109999999999999,0.1975,0.9324324324324325,0.6,0.37912499999999993,0.7,0.3692,0.07333333333333333,0.05228571428571429,0.06533333333333334,3.0,0.05,0.64,0.00125,0.2,0.5561308966729421,D,상반기
931,S010002371,서울금양초등학교,서울특별시 용산구,1915,970.0,561.0,1.3,51.3,54.1,48.5,7.8,4.3,214.0,27.9,0.01,0.0,0.0,1.8,0.8,1.1,0.3,0.003,0.6,0.0,0.0,20.0,3.2333333333333334,1.87,0.43333333333333335,0.9327272727272726,0.7213333333333334,0.3233333333333333,0.22285714285714286,0.043,0.2675,0.1885135135135135,0.16666666666666669,0.0,0.0,0.0018,0.0022222222222222222,0.0015714285714285715,0.001,0.3,0.06,0.0,0.0,0.2,1.6166666666666667,0.935,0.21666666666666667,0.9327272727272726,0.7213333333333334,0.3233333333333333,0.22285714285714286,0.129,0.2675,0.5655405405405405,0.16666666666666669,0.0,0.0,0.0036,0.0044444444444444444,0.003142857142857143,0.002,0.8999999999999999,0.06,0.0,0.0,0.2,0.33047631474449657,A,상반기
933,S010002372,서울남산초등학교,서울특별시 중구,1945,850.0,1077.0,1.7,48.5,58.1,52.4,14.7,8.7,271.0,32.7,0.022,233.77777777777777,1.4785714285714286,69.65929203539822,19.270642201834868,20.87798165137615,7.214622641509434,0.01,1.0,0.033,1.94875,20.0,2.8333333333333335,3.59,0.5666666666666667,0.8818181818181818,0.7746666666666667,0.34933333333333333,0.42,0.087,0.33875,0.22094594594594597,0.36666666666666664,0.5844444444444444,0.04928571428571429,0.06965929203539822,0.05352956167176352,0.0298256880733945,0.02404874213836478,1.0,0.1,0.66,0.0024359375,0.2,1.4166666666666667,1.795,0.2833333333333333,0.8818181818181818,0.7746666666666667,0.34933333333333333,0.42,0.261,0.33875,0.6628378378378379,0.36666666666666664,0.8766666666666667,0.14785714285714285,0.13931858407079645,0.10705912334352705,0.059651376146789,0.04809748427672956,3.0,0.1,0.66,0.0024359375,0.2,0.5859617727811062,D,상반기
935,S010002373,서울남정초등학교,서울특별시 용산구,1945,592.0,737.0,1.0,47.3,35.1,50.0,13.3,13.4,411.0,0.0,0.01,185.4,3.7,0.6,9.3,3.9,0.2,0.001,0.7,0.009,4.0,10.0,1.9733333333333334,2.4566666666666666,0.3333333333333333,0.86,0.468,0.3333333333333333,0.38,0.134,0.51375,0.0,0.16666666666666669,0.4635,0.12333333333333334,0.0006,0.025833333333333337,0.005571428571428571,0.0006666666666666668,0.1,0.06999999999999999,0.17999999999999997,0.005,0.1,0.9866666666666667,1.2283333333333333,0.16666666666666666,0.86,0.468,0.3333333333333333,0.38,0.402,0.51375,0.0,0.16666666666666669,0.69525,0.37,0.0012,0.05166666666666667,0.011142857142857142,0.0013333333333333335,0.30000000000000004,0.06999999999999999,0.17999999999999997,0.005,0.1,0.33140952380952376,A,상반기
937,S010002375,서울덕수초등학교,서울특별시 중구,1912,399.0,559.0,1.1,38.3,51.3,82.5,29.3,13.3,61.0,35.0,0.033,233.77777777777777,1.8547619047619048,68.17209302325583,9.157906976744185,10.301627906976744,3.341860465116279,0.0022432432432432435,1.4,0.016,0.0,20.0,1.33,1.8633333333333333,0.3666666666666667,0.6963636363636363,0.6839999999999999,0.55,0.8371428571428572,0.133,0.07625,0.23648648648648649,0.55,0.5844444444444444,0.061825396825396825,0.06817209302325583,0.025438630490956068,0.014716611295681064,0.01113953488372093,0.22432432432432434,0.13999999999999999,0.32,0.0,0.2,0.665,0.9316666666666666,0.18333333333333335,0.6963636363636363,0.6839999999999999,0.55,0.8371428571428572,0.399,0.07625,0.7094594594594594,0.55,0.8766666666666667,0.18547619047619046,0.13634418604651166,0.050877260981912135,0.029433222591362128,0.02227906976744186,0.672972972972973,0.13999999999999999,0.32,0.0,0.2,0.40528479647586413,B,상반기
939,S010002376,서울독립문초등학교,서울특별시 종로구,1957,701.0,701.0,1.41,44.9,67.0,90.0,30.0,20.0,428.8,27.0,0.01,43.0,3.1,33.3,2.9,3.2,6.1,0.0034105263157894737,1.9,0.01,2.0,22.0,2.3366666666666664,2.3366666666666664,0.47,0.8163636363636363,0.8933333333333333,0.6,0.8571428571428571,0.2,0.536,0.18243243243243243,0.16666666666666669,0.1075,0.10333333333333333,0.033299999999999996,0.008055555555555555,0.004571428571428572,0.02033333333333333,0.3410526315789474,0.19,0.19999999999999998,0.0025,0.22,1.1683333333333332,1.1683333333333332,0.235,0.8163636363636363,0.8933333333333333,0.6,0.8571428571428571,0.6000000000000001,0.536,0.5472972972972973,0.16666666666666669,0.16125,0.31,0.06659999999999999,0.01611111111111111,0.009142857142857144,0.04066666666666666,1.0231578947368423,0.19,0.19999999999999998,0.0025,0.22,0.44672268123308784,B,상반기
941,S010002377,서울매동초등학교,서울특별시 종로구,1895,771.0,752.0,1.25,42.1,34.0,41.0,16.0,15.0,349.6,60.5,0.03,76.16,2.9,60.11,6.21,10.56,6.2,0.0031,2.35,0.015,1.0,32.0,2.57,2.506666666666667,0.4166666666666667,0.7654545454545455,0.4533333333333333,0.2733333333333333,0.45714285714285713,0.15,0.43700000000000006,0.40878378378378377,0.5,0.19039999999999999,0.09666666666666666,0.06011,0.01725,0.015085714285714286,0.020666666666666667,0.31,0.23500000000000001,0.3,0.00125,0.32,1.285,1.2533333333333334,0.20833333333333334,0.7654545454545455,0.4533333333333333,0.2733333333333333,0.45714285714285713,0.44999999999999996,0.43700000000000006,1.2263513513513513,0.5,0.28559999999999997,0.29,0.12022,0.0345,0.03017142857142857,0.04133333333333333,0.9299999999999999,0.23500000000000001,0.3,0.00125,0.32,0.4498798567812204,B,상반기
943,S010002378,서울명신초등학교,서울특별시 종로구,1971,509.0,690.0,1.35,39.7,36.9,62.5,12.1,15.3,321.0,96.0,0.023,190.13377777777774,1.7539256198347106,64.64169960474308,12.092168674698794,20.5454,5.707551020408163,0.0,1.4,0.123,2.0,20.0,1.6966666666666668,2.3,0.45,0.7218181818181819,0.492,0.4166666666666667,0.3457142857142857,0.153,0.40125,0.6486486486486487,0.38333333333333336,0.47533444444444434,0.058464187327823686,0.06464169960474309,0.03358935742971887,0.02935057142857143,0.01902517006802721,0.0,0.13999999999999999,2.46,0.0025,0.2,0.8483333333333334,1.15,0.225,0.7218181818181819,0.492,0.4166666666666667,0.3457142857142857,0.45899999999999996,0.40125,1.945945945945946,0.38333333333333336,0.7130016666666665,0.17539256198347106,0.12928339920948617,0.06717871485943774,0.05870114285714286,0.03805034013605442,0.0,0.13999999999999999,2.46,0.0025,0.2,0.5169622532965457,C,상반기
945,S010002379,서울보광초등학교,서울특별시 용산구,1962,558.0,772.0,1.38,41.6,50.6,56.3,27.3,19.2,1.0,16.0,0.016,134.0,1.7435338345864662,13.9,5.0,10.1,3.2,0.01,1.3,0.049,1.0,0.2,1.86,2.5733333333333333,0.45999999999999996,0.7563636363636363,0.6746666666666666,0.3753333333333333,0.78,0.192,0.00125,0.10810810810810811,0.26666666666666666,0.335,0.05811779448621554,0.013900000000000001,0.013888888888888888,0.014428571428571428,0.010666666666666668,1.0,0.13,0.98,0.00125,0.002,0.93,1.2866666666666666,0.22999999999999998,0.7563636363636363,0.6746666666666666,0.3753333333333333,0.78,0.5760000000000001,0.00125,0.32432432432432434,0.26666666666666666,0.5025000000000001,0.17435338345864662,0.027800000000000002,0.027777777777777776,0.028857142857142856,0.021333333333333336,3.0,0.13,0.98,0.00125,0.002,0.5044155877930999,C,상반기
947,S010002380,서울봉래초등학교,서울특별시 중구,1895,427.0,657.0,1.4,49.8,30.6,22.3,13.2,13.4,793.3,148.0,0.01,317.8,0.9,151.4,8.9,13.3,12.8,0.003958333333333334,0.3,0.01,2.7,20.0,1.4233333333333333,2.19,0.4666666666666666,0.9054545454545454,0.40800000000000003,0.14866666666666667,0.3771428571428571,0.134,0.991625,1.0,0.16666666666666669,0.7945,0.030000000000000002,0.1514,0.024722222222222222,0.019,0.04266666666666667,0.39583333333333337,0.03,0.19999999999999998,0.0033750000000000004,0.2,0.7116666666666667,1.095,0.2333333333333333,0.9054545454545454,0.40800000000000003,0.14866666666666667,0.3771428571428571,0.402,0.991625,3.0,0.16666666666666669,1.1917499999999999,0.09000000000000001,0.3028,0.049444444444444444,0.038,0.08533333333333334,1.1875,0.03,0.19999999999999998,0.0033750000000000004,0.2,0.537170841532205,C,상반기
949,S010002381,서울삼광초등학교,서울특별시 용산구,1945,376.0,477.0,1.0,34.4,75.0,56.5,15.2,12.2,21.0,20.0,0.033,155.26315789473685,1.4785714285714286,69.65929203539822,19.270642201834868,20.87798165137615,7.214622641509434,0.004,1.3,0.025,1.0,20.0,1.2533333333333334,1.59,0.3333333333333333,0.6254545454545454,1.0,0.37666666666666665,0.4342857142857143,0.122,0.02625,0.13513513513513514,0.55,0.38815789473684215,0.04928571428571429,0.06965929203539822,0.05352956167176352,0.0298256880733945,0.02404874213836478,0.4,0.13,0.5,0.00125,0.2,0.6266666666666667,0.795,0.16666666666666666,0.6254545454545454,1.0,0.37666666666666665,0.4342857142857143,0.366,0.02625,0.40540540540540543,0.55,0.5822368421052633,0.14785714285714285,0.13931858407079645,0.10705912334352705,0.059651376146789,0.04809748427672956,1.2000000000000002,0.13,0.5,0.00125,0.2,0.3858121008157233,A,상반기
951,S010002382,서울서빙고초등학교,서울특별시 용산구,1945,514.0,547.0,1.0,40.5,42.4,47.3,20.7,21.0,278.0,9.0,0.021,99.9,0.0,27.2,4.1,2.7,1.4,0.01,0.6,0.047,3.0,20.0,1.7133333333333334,1.8233333333333333,0.3333333333333333,0.7363636363636363,0.5653333333333334,0.3153333333333333,0.5914285714285714,0.21,0.3475,0.060810810810810814,0.35000000000000003,0.24975000000000003,0.0,0.0272,0.011388888888888888,0.0038571428571428576,0.004666666666666666,1.0,0.06,0.94,0.00375,0.2,0.8566666666666667,0.9116666666666666,0.16666666666666666,0.7363636363636363,0.5653333333333334,0.3153333333333333,0.5914285714285714,0.63,0.3475,0.18243243243243246,0.35000000000000003,0.37462500000000004,0.0,0.0544,0.022777777777777775,0.007714285714285715,0.009333333333333332,3.0,0.06,0.94,0.00375,0.2,0.4693632592598501,B,상반기
953,S010002383,서울세검정초등학교,서울특별시 종로구,1948,704.0,706.0,1.41,41.3,43.0,33.5,12.5,25.0,392.3,102.0,0.005,301.6,15.8,408.9,4.8,11.6,8.1,0.0014,2.5,0.01,1.0,7.0,2.3466666666666667,2.3533333333333335,0.47,0.7509090909090909,0.5733333333333334,0.22333333333333333,0.35714285714285715,0.25,0.490375,0.6891891891891891,0.08333333333333334,0.754,0.5266666666666667,0.4089,0.013333333333333332,0.01657142857142857,0.027,0.13999999999999999,0.25,0.19999999999999998,0.00125,0.07,1.1733333333333333,1.1766666666666667,0.235,0.7509090909090909,0.5733333333333334,0.22333333333333333,0.35714285714285715,0.75,0.490375,2.0675675675675675,0.08333333333333334,1.131,1.58,0.8178,0.026666666666666665,0.03314285714285714,0.054,0.41999999999999993,0.25,0.19999999999999998,0.00125,0.07,0.5665842745195019,D,상반기
955,S010002384,서울숭신초등학교,서울특별시 성동구,1959,618.0,826.0,1.2,43.0,23.9,22.9,8.3,12.3,384.0,0.0,0.01,119.3,0.0,15.0,2.0,5.1,0.0,0.0,0.8,0.01,0.0,0.0,2.06,2.7533333333333334,0.39999999999999997,0.7818181818181819,0.31866666666666665,0.15266666666666664,0.23714285714285716,0.12300000000000001,0.48,0.0,0.16666666666666669,0.29825,0.0,0.015,0.005555555555555556,0.007285714285714285,0.0,0.0,0.08,0.19999999999999998,0.0,0.0,1.03,1.3766666666666667,0.19999999999999998,0.7818181818181819,0.31866666666666665,0.15266666666666664,0.23714285714285716,0.36900000000000005,0.48,0.0,0.16666666666666669,0.447375,0.0,0.03,0.011111111111111112,0.01457142857142857,0.0,0.0,0.08,0.19999999999999998,0.0,0.0,0.26798569296864755,A,상반기
957,S010002385,서울신용산초등학교,서울특별시 용산구,1968,619.0,795.0,1.1,41.7,33.6,59.0,10.3,11.5,161.0,44.05754385964912,0.008,77.9,1.7435338345864662,70.63088235294117,10.480000000000002,18.942537313432837,6.083458646616541,0.01,0.7,0.045,1.0,0.0,2.0633333333333335,2.65,0.3666666666666667,0.7581818181818182,0.448,0.3933333333333333,0.2942857142857143,0.115,0.20125,0.2976861071597914,0.13333333333333333,0.19475,0.05811779448621554,0.07063088235294117,0.02911111111111112,0.02706076759061834,0.020278195488721805,1.0,0.06999999999999999,0.8999999999999999,0.00125,0.0,1.0316666666666667,1.325,0.18333333333333335,0.7581818181818182,0.448,0.3933333333333333,0.2942857142857143,0.34500000000000003,0.20125,0.8930583214793741,0.13333333333333333,0.292125,0.17435338345864662,0.14126176470588234,0.05822222222222224,0.05412153518123668,0.04055639097744361,3.0,0.06999999999999999,0.8999999999999999,0.00125,0.0,0.4881060371435913,B,상반기
959,S010002386,서울용산초등학교,서울특별시 용산구,1945,470.0,795.0,1.31,54.8,50.2,33.0,10.5,13.4,362.7,38.8,0.02,359.3,1.7,8.4,2.7,11.5,0.3,0.003567857142857143,0.5,0.02,2.0,20.0,1.5666666666666667,2.65,0.4366666666666667,0.9963636363636363,0.6693333333333333,0.22,0.3,0.134,0.453375,0.26216216216216215,0.33333333333333337,0.89825,0.056666666666666664,0.008400000000000001,0.007500000000000001,0.016428571428571428,0.001,0.3567857142857143,0.05,0.39999999999999997,0.0025,0.2,0.7833333333333333,1.325,0.21833333333333335,0.9963636363636363,0.6693333333333333,0.22,0.3,0.402,0.453375,0.7864864864864864,0.33333333333333337,1.347375,0.16999999999999998,0.016800000000000002,0.015000000000000001,0.032857142857142856,0.002,1.070357142857143,0.05,0.39999999999999997,0.0025,0.2,0.44520217008626106,B,상반기
961,S010002387,서울용암초등학교,서울특별시 용산구,1965,351.0,478.0,1.5,44.6,67.1,101.1,22.0,15.3,663.0,26.0,0.011,72.8,0.5,64.5,0.9,1.0,4.0,0.0,0.5,0.012,2.0,20.0,1.17,1.5933333333333333,0.5,0.8109090909090909,0.8946666666666666,0.6739999999999999,0.6285714285714286,0.153,0.82875,0.17567567567567569,0.18333333333333332,0.182,0.016666666666666666,0.0645,0.0025,0.0014285714285714286,0.013333333333333334,0.0,0.05,0.24,0.0025,0.2,0.585,0.7966666666666666,0.25,0.8109090909090909,0.8946666666666666,0.6739999999999999,0.6285714285714286,0.45899999999999996,0.82875,0.5270270270270271,0.18333333333333332,0.273,0.05,0.129,0.005,0.002857142857142857,0.02666666666666667,0.0,0.05,0.24,0.0025,0.2,0.34622491012263734,A,상반기
