,SCHUL_CODE,SCHUL_NM,ADRCD_NM,공시년도,BLKB_ITENI_MAX,DES_ITENI_MAX,ITENI_MAX,NSE_MAX,MNUT_DST_MAX,GMNSM_MNUT_DST_MAX,ULTRA_DST_MAX,HCHO_MAX,AIR_BACT_MAX,RN_MAX,O3_MAX,VOCS_MAX,BENZENE_MAX,TOLUENE_MAX,ETHY_BENZENE_MAX,XYLENE_MAX,STYLENE_MAX,ASBESTOS_MAX,CO_MAX,NO2_MAX,FALL_BACT_MAX,MITE_MAX,BLKB_ITENI_SCORE,DES_ITENI_SCORE,ITENI_SCORE,NSE_SCORE,MNUT_DST_SCORE,GMNSM_MNUT_DST_SCORE,ULTRA_DST_SCORE,HCHO_SCORE,AIR_BACT_SCORE,RN_SCORE,O3_SCORE,VOCS_SCORE,BENZENE_SCORE,TOLUENE_SCORE,ETHY_BENZENE_SCORE,XYLENE_SCORE,STYLENE_SCORE,ASBESTOS_SCORE,CO_SCORE,NO2_SCORE,FALL_BACT_SCORE,MITE_SCORE,BLKB_ITENI_WEIGHTED,DES_ITENI_WEIGHTED,ITENI_WEIGHTED,NSE_WEIGHTED,MNUT_DST_WEIGHTED,GMNSM_MNUT_DST_WEIGHTED,ULTRA_DST_WEIGHTED,HCHO_WEIGHTED,AIR_BACT_WEIGHTED,RN_WEIGHTED,O3_WEIGHTED,VOCS_WEIGHTED,BENZENE_WEIGHTED,TOLUENE_WEIGHTED,ETHY_BENZENE_WEIGHTED,XYLENE_WEIGHTED,STYLENE_WEIGHTED,ASBESTOS_WEIGHTED,CO_WEIGHTED,NO2_WEIGHTED,FALL_BACT_WEIGHTED,MITE_WEIGHTED,TOTAL_WEIGHTED_SCORE,SAFETY_GRADE,SEM_STR
2339,S010001252,서울우신초등학교,서울특별시 영등포구,1915,389.0,425.0,1.4,43.3,50.0,50.0,35.0,15.0,49.7,50.9625,0.01,55.4,2.7,7.9,2.2,4.1,0.7,0.002,0.3,0.02,1.8056338028169012,20.0,1.2966666666666666,1.4166666666666667,0.4666666666666666,0.7872727272727272,0.6666666666666666,0.3333333333333333,1.0,0.15,0.06212500000000001,0.3443412162162162,0.16666666666666669,0.13849999999999998,0.09000000000000001,0.0079,0.006111111111111111,0.005857142857142857,0.002333333333333333,0.2,0.03,0.39999999999999997,0.0022570422535211267,0.2,0.6483333333333333,0.7083333333333334,0.2333333333333333,0.7872727272727272,0.6666666666666666,0.3333333333333333,1.0,0.44999999999999996,0.06212500000000001,1.0330236486486486,0.16666666666666669,0.20775,0.27,0.0158,0.012222222222222223,0.011714285714285714,0.004666666666666666,0.6000000000000001,0.03,0.39999999999999997,0.0022570422535211267,0.2,0.356522648156579,A,상반기
2341,S010001253,서울윤중초등학교,서울특별시 영등포구,1979,582.0,733.0,1.4170720720720722,44.4,26.0,34.0,18.0,15.0,670.2,45.57369458128079,0.01,183.1566666666667,2.0,9.5,4.0,11.8,2.0,0.0031660516605166054,0.9,0.02,2.5,20.0,1.94,2.4433333333333334,0.4723573573573574,0.8072727272727273,0.3466666666666667,0.22666666666666666,0.5142857142857142,0.15,0.8377500000000001,0.3079303687924378,0.16666666666666669,0.45789166666666675,0.06666666666666667,0.0095,0.011111111111111112,0.01685714285714286,0.006666666666666667,0.31660516605166056,0.09,0.39999999999999997,0.003125,0.2,0.97,1.2216666666666667,0.2361786786786787,0.8072727272727273,0.3466666666666667,0.22666666666666666,0.5142857142857142,0.44999999999999996,0.8377500000000001,0.9237911063773134,0.16666666666666669,0.6868375000000001,0.2,0.019,0.022222222222222223,0.03371428571428572,0.013333333333333334,0.9498154981549817,0.09,0.39999999999999997,0.003125,0.2,0.4235905787593602,B,상반기
2343,S010001254,서울정심초등학교,서울특별시 금천구,1982,545.0,839.0,1.5,44.6,12.0,21.0,4.0,15.0,428.7,148.0,0.01,208.43424657534248,2.1863636363636365,67.03442363112391,12.794023668639053,23.353046062407135,8.653434190620272,0.003579064039408867,1.0,0.05,1.2214285714285715,20.0,1.8166666666666667,2.796666666666667,0.5,0.8109090909090909,0.16,0.14,0.11428571428571428,0.15,0.535875,1.0,0.16666666666666669,0.5210856164383562,0.07287878787878789,0.06703442363112391,0.03553895463510848,0.03336149437486734,0.02884478063540091,0.3579064039408867,0.1,1.0,0.0015267857142857145,0.2,0.9083333333333333,1.3983333333333334,0.25,0.8109090909090909,0.16,0.14,0.11428571428571428,0.44999999999999996,0.535875,3.0,0.16666666666666669,0.7816284246575342,0.21863636363636368,0.13406884726224783,0.07107790927021695,0.06672298874973467,0.05768956127080182,1.07371921182266,0.1,1.0,0.0015267857142857145,0.2,0.5290669650414537,C,상반기
2345,S010001255,서울탑동초등학교,서울특별시 금천구,1967,579.0,626.0,1.2,46.8,11.0,11.0,6.0,16.0,633.2,45.0,0.01,297.0,1.9,65.7,5.2,10.7,0.8,0.0033829411764705886,0.1,0.01,1.7,20.0,1.93,2.0866666666666664,0.39999999999999997,0.8509090909090908,0.14666666666666667,0.07333333333333333,0.17142857142857143,0.16,0.7915000000000001,0.30405405405405406,0.16666666666666669,0.7425,0.06333333333333332,0.06570000000000001,0.014444444444444446,0.015285714285714284,0.002666666666666667,0.33829411764705886,0.01,0.19999999999999998,0.002125,0.2,0.965,1.0433333333333332,0.19999999999999998,0.8509090909090908,0.14666666666666667,0.07333333333333333,0.17142857142857143,0.48,0.7915000000000001,0.9121621621621622,0.16666666666666669,1.11375,0.18999999999999997,0.13140000000000002,0.02888888888888889,0.03057142857142857,0.005333333333333334,1.0148823529411766,0.01,0.19999999999999998,0.002125,0.2,0.39672503764702954,A,상반기
2347,S010001397,서울군자초등학교,서울특별시 동대문구,1973,413.0,735.0,2.7,47.8,53.9,39.4,32.7,66.7,1700.0,29.7,0.011,49.7,1.7539256198347106,9.1,12.092168674698794,20.5454,5.707551020408163,0.01,0.9,0.01,2.7489361702127657,0.0,1.3766666666666667,2.45,0.9,0.869090909090909,0.7186666666666667,0.26266666666666666,0.9342857142857144,0.667,2.125,0.20067567567567568,0.18333333333333332,0.12425000000000001,0.058464187327823686,0.0091,0.03358935742971887,0.02935057142857143,0.01902517006802721,1.0,0.09,0.19999999999999998,0.0034361702127659573,0.0,0.6883333333333334,1.225,0.45,0.869090909090909,0.7186666666666667,0.26266666666666666,0.9342857142857144,2.0010000000000003,2.125,0.602027027027027,0.18333333333333332,0.186375,0.17539256198347106,0.0182,0.06717871485943774,0.05870114285714286,0.03805034013605442,3.0,0.09,0.19999999999999998,0.0034361702127659573,0.0,0.6316698900205693,D,상반기
2349,S010001398,서울답십리초등학교,서울특별시 동대문구,1962,545.0,747.0,1.4,39.0,57.0,84.2,15.4,16.9,422.0,17.9,0.011,46.0,2.9,11.0,2.6,3.7,0.0,0.0,0.5,0.025,1.0,10.0,1.8166666666666667,2.49,0.4666666666666666,0.7090909090909091,0.76,0.5613333333333334,0.44,0.16899999999999998,0.5275,0.12094594594594593,0.18333333333333332,0.115,0.09666666666666666,0.011,0.007222222222222223,0.005285714285714286,0.0,0.0,0.05,0.5,0.00125,0.1,0.9083333333333333,1.245,0.2333333333333333,0.7090909090909091,0.76,0.5613333333333334,0.44,0.5069999999999999,0.5275,0.3628378378378378,0.18333333333333332,0.17250000000000001,0.29,0.022,0.014444444444444446,0.010571428571428572,0.0,0.0,0.05,0.5,0.00125,0.1,0.345387634239907,A,상반기
2351,S010001399,서울동답초등학교,서울특별시 동대문구,1983,385.0,640.0,1.3,43.3,35.9,35.61441441441441,9.9,16.1,208.0,11.2,0.01,22.6,0.0,4.2,2.9,3.9,0.0,0.0,0.7,0.012,7.0,20.0,1.2833333333333334,2.1333333333333333,0.43333333333333335,0.7872727272727272,0.47866666666666663,0.2374294294294294,0.28285714285714286,0.161,0.26,0.07567567567567567,0.16666666666666669,0.0565,0.0,0.004200000000000001,0.008055555555555555,0.005571428571428571,0.0,0.0,0.06999999999999999,0.24,0.00875,0.2,0.6416666666666667,1.0666666666666667,0.21666666666666667,0.7872727272727272,0.47866666666666663,0.2374294294294294,0.28285714285714286,0.483,0.26,0.22702702702702698,0.16666666666666669,0.08475,0.0,0.008400000000000001,0.01611111111111111,0.011142857142857142,0.0,0.0,0.06999999999999999,0.24,0.00875,0.2,0.24941243764425589,A,상반기
2353,S010001400,서울동원초등학교,서울특별시 중랑구,1991,584.0,669.0,1.9,45.5,49.4,65.2,21.9,24.0,249.0,39.0,0.023,294.6,0.4,17.4,1.7,5.2,0.4,0.001,0.7,0.016,1.7,20.0,1.9466666666666668,2.23,0.6333333333333333,0.8272727272727273,0.6586666666666666,0.4346666666666667,0.6257142857142857,0.24,0.31125,0.2635135135135135,0.38333333333333336,0.7365,0.013333333333333334,0.0174,0.004722222222222222,0.0074285714285714285,0.0013333333333333335,0.1,0.06999999999999999,0.32,0.002125,0.2,0.9733333333333334,1.115,0.31666666666666665,0.8272727272727273,0.6586666666666666,0.4346666666666667,0.6257142857142857,0.72,0.31125,0.7905405405405405,0.38333333333333336,1.1047500000000001,0.04,0.0348,0.009444444444444445,0.014857142857142857,0.002666666666666667,0.30000000000000004,0.06999999999999999,0.32,0.002125,0.2,0.4206857942801124,B,상반기
2355,S010001401,서울망우초등학교,서울특별시 중랑구,1976,497.0,747.0,1.8,34.9,13.0,12.0,9.0,10.0,170.2,37.7,0.02,154.77605633802818,1.7539256198347106,64.64169960474308,12.092168674698794,20.5454,5.707551020408163,0.0031660516605166054,0.2,0.02,1.0,20.0,1.6566666666666667,2.49,0.6,0.6345454545454545,0.17333333333333334,0.08,0.2571428571428571,0.1,0.21275,0.25472972972972974,0.33333333333333337,0.38694014084507045,0.058464187327823686,0.06464169960474309,0.03358935742971887,0.02935057142857143,0.01902517006802721,0.31660516605166056,0.02,0.39999999999999997,0.00125,0.2,0.8283333333333334,1.245,0.3,0.6345454545454545,0.17333333333333334,0.08,0.2571428571428571,0.30000000000000004,0.21275,0.7641891891891892,0.33333333333333337,0.5804102112676057,0.17539256198347106,0.12928339920948617,0.06717871485943774,0.05870114285714286,0.03805034013605442,0.9498154981549817,0.02,0.39999999999999997,0.00125,0.2,0.3522140622429854,A,상반기
2357,S010001402,서울면남초등학교,서울특별시 중랑구,1982,599.0,1026.0,2.0,45.6,11.0,5.8,7.4,12.0,236.0,44.717089552238804,0.01,154.77605633802818,2.1863636363636365,67.03442363112391,12.794023668639053,23.353046062407135,8.653434190620272,0.01,1.1,0.02,2.1404761904761904,20.0,1.9966666666666666,3.42,0.6666666666666666,0.8290909090909091,0.14666666666666667,0.03866666666666667,0.21142857142857144,0.12,0.295,0.3021424969745865,0.16666666666666669,0.38694014084507045,0.07287878787878789,0.06703442363112391,0.03553895463510848,0.03336149437486734,0.02884478063540091,1.0,0.11000000000000001,0.39999999999999997,0.002675595238095238,0.2,0.9983333333333333,1.71,0.3333333333333333,0.8290909090909091,0.14666666666666667,0.03866666666666667,0.21142857142857144,0.36,0.295,0.9064274909237595,0.16666666666666669,0.5804102112676057,0.21863636363636368,0.13406884726224783,0.07107790927021695,0.06672298874973467,0.05768956127080182,3.0,0.11000000000000001,0.39999999999999997,0.002675595238095238,0.2,0.4925861415820442,B,상반기
2359,S010001403,서울면동초등학교,서울특별시 중랑구,1978,924.0,688.0,1.5,49.5,72.1,26.1,7.8,10.0,252.0,18.7,0.02,23.4,0.0,23.4,0.0,0.0,0.0,0.0031660516605166054,1.3,0.02,2.1404761904761904,20.0,3.08,2.2933333333333334,0.5,0.9,0.9613333333333333,0.17400000000000002,0.22285714285714286,0.1,0.315,0.12635135135135134,0.33333333333333337,0.058499999999999996,0.0,0.023399999999999997,0.0,0.0,0.0,0.31660516605166056,0.13,0.39999999999999997,0.002675595238095238,0.2,1.54,1.1466666666666667,0.25,0.9,0.9613333333333333,0.17400000000000002,0.22285714285714286,0.30000000000000004,0.315,0.379054054054054,0.33333333333333337,0.08775,0.0,0.046799999999999994,0.0,0.0,0.0,0.9498154981549817,0.13,0.39999999999999997,0.002675595238095238,0.2,0.379058437438073,A,상반기
2361,S010001404,서울면목초등학교,서울특별시 중랑구,1930,310.0,630.0,1.1,36.9,31.0,28.0,21.0,11.0,248.7,42.152542372881356,0.03,314.8,2.5,95.6,5.0,6.1,0.9,0.0019655172413793106,0.4,0.02,4.0,20.0,1.0333333333333334,2.1,0.3666666666666667,0.6709090909090909,0.41333333333333333,0.18666666666666668,0.6,0.11,0.310875,0.2848144754924416,0.5,0.787,0.08333333333333333,0.09559999999999999,0.013888888888888888,0.008714285714285714,0.003,0.19655172413793107,0.04,0.39999999999999997,0.005,0.2,0.5166666666666667,1.05,0.18333333333333335,0.6709090909090909,0.41333333333333333,0.18666666666666668,0.6,0.33,0.310875,0.8544434264773249,0.5,1.1805,0.25,0.19119999999999998,0.027777777777777776,0.01742857142857143,0.006,0.5896551724137932,0.04,0.39999999999999997,0.005,0.2,0.3874449563184799,A,상반기
2363,S010001405,서울면북초등학교,서울특별시 중랑구,1983,395.0,778.0,1.2,45.7,22.0,17.5,17.0,36.0,405.0,92.0,0.032,154.77605633802818,2.1863636363636365,67.03442363112391,12.794023668639053,23.353046062407135,8.653434190620272,0.003,0.8,0.039,5.0,20.0,1.3166666666666667,2.5933333333333333,0.39999999999999997,0.8309090909090909,0.29333333333333333,0.11666666666666667,0.4857142857142857,0.36,0.50625,0.6216216216216216,0.5333333333333333,0.38694014084507045,0.07287878787878789,0.06703442363112391,0.03553895463510848,0.03336149437486734,0.02884478063540091,0.3,0.08,0.7799999999999999,0.00625,0.2,0.6583333333333333,1.2966666666666666,0.19999999999999998,0.8309090909090909,0.29333333333333333,0.11666666666666667,0.4857142857142857,1.08,0.50625,1.864864864864865,0.5333333333333333,0.5804102112676057,0.21863636363636368,0.13406884726224783,0.07107790927021695,0.06672298874973467,0.05768956127080182,0.8999999999999999,0.08,0.7799999999999999,0.00625,0.2,0.49822397528538837,B,상반기
2365,S010001406,서울면일초등학교,서울특별시 중랑구,1983,646.0,869.0,1.1,46.7,11.2,12.9,6.4,42.5,173.0,109.0,0.01,154.77605633802818,2.1863636363636365,67.03442363112391,12.794023668639053,23.353046062407135,8.653434190620272,0.003579064039408867,0.7,0.01,2.1404761904761904,20.0,2.1533333333333333,2.8966666666666665,0.3666666666666667,0.8490909090909091,0.14933333333333332,0.08600000000000001,0.18285714285714286,0.425,0.21625,0.7364864864864865,0.16666666666666669,0.38694014084507045,0.07287878787878789,0.06703442363112391,0.03553895463510848,0.03336149437486734,0.02884478063540091,0.3579064039408867,0.06999999999999999,0.19999999999999998,0.002675595238095238,0.2,1.0766666666666667,1.4483333333333333,0.18333333333333335,0.8490909090909091,0.14933333333333332,0.08600000000000001,0.18285714285714286,1.275,0.21625,2.2094594594594597,0.16666666666666669,0.5804102112676057,0.21863636363636368,0.13406884726224783,0.07107790927021695,0.06672298874973467,0.05768956127080182,1.07371921182266,0.06999999999999999,0.19999999999999998,0.002675595238095238,0.2,0.4780905242390259,B,상반기
2367,S010001407,서울면중초등학교,서울특별시 중랑구,1976,336.0,369.0,1.0,44.6,23.0,33.729642857142856,15.0,15.0,758.8,45.57369458128079,0.002,228.4,1.9,11.3,1.8,4.0,0.6,0.0031660516605166054,0.2,0.02,0.7,20.0,1.12,1.23,0.3333333333333333,0.8109090909090909,0.30666666666666664,0.2248642857142857,0.42857142857142855,0.15,0.9484999999999999,0.3079303687924378,0.03333333333333333,0.5710000000000001,0.06333333333333332,0.011300000000000001,0.005,0.005714285714285714,0.002,0.31660516605166056,0.02,0.39999999999999997,0.0008749999999999999,0.2,0.56,0.615,0.16666666666666666,0.8109090909090909,0.30666666666666664,0.2248642857142857,0.42857142857142855,0.44999999999999996,0.9484999999999999,0.9237911063773134,0.03333333333333333,0.8565,0.18999999999999997,0.022600000000000002,0.01,0.011428571428571429,0.004,0.9498154981549817,0.02,0.39999999999999997,0.0008749999999999999,0.2,0.36970552944646984,A,상반기
2369,S010001408,서울묵동초등학교,서울특별시 중랑구,1972,375.0,649.0,1.2,45.6,69.3,70.55,13.0,13.5,194.0,31.0,0.01,154.77605633802818,1.7539256198347106,64.64169960474308,12.092168674698794,20.5454,5.707551020408163,0.0031660516605166054,0.5,0.01,2.1404761904761904,20.0,1.25,2.1633333333333336,0.39999999999999997,0.8290909090909091,0.9239999999999999,0.4703333333333333,0.37142857142857144,0.135,0.2425,0.20945945945945946,0.16666666666666669,0.38694014084507045,0.058464187327823686,0.06464169960474309,0.03358935742971887,0.02935057142857143,0.01902517006802721,0.31660516605166056,0.05,0.19999999999999998,0.002675595238095238,0.2,0.625,1.0816666666666668,0.19999999999999998,0.8290909090909091,0.9239999999999999,0.4703333333333333,0.37142857142857144,0.405,0.2425,0.6283783783783784,0.16666666666666669,0.5804102112676057,0.17539256198347106,0.12928339920948617,0.06717871485943774,0.05870114285714286,0.03805034013605442,0.9498154981549817,0.05,0.19999999999999998,0.002675595238095238,0.2,0.3816169086032181,A,상반기
2371,S010001409,서울배봉초등학교,서울특별시 동대문구,1971,662.0,734.0,1.36,39.4,18.4,28.4,11.6,17.9,371.0,105.0,0.02,219.1,0.0,35.4,30.1,54.4,0.0,0.001,0.8,0.019,3.0,0.0,2.2066666666666666,2.4466666666666668,0.45333333333333337,0.7163636363636363,0.24533333333333332,0.18933333333333333,0.3314285714285714,0.179,0.46375,0.7094594594594594,0.33333333333333337,0.54775,0.0,0.0354,0.08361111111111111,0.07771428571428571,0.0,0.1,0.08,0.37999999999999995,0.00375,0.0,1.1033333333333333,1.2233333333333334,0.22666666666666668,0.7163636363636363,0.24533333333333332,0.18933333333333333,0.3314285714285714,0.5369999999999999,0.46375,2.128378378378378,0.33333333333333337,0.8216249999999999,0.0,0.0708,0.16722222222222222,0.15542857142857142,0.0,0.30000000000000004,0.08,0.37999999999999995,0.00375,0.0,0.43077635059794145,B,상반기
2373,S010001410,서울봉화초등학교,서울특별시 중랑구,1995,320.0,593.0,1.4,55.0,20.0,33.729642857142856,12.0,17.0,442.6,81.9,0.02,308.5,2.0,27.9,7.4,60.2,1.0,0.002,0.4,0.01,2.0,20.0,1.0666666666666667,1.9766666666666666,0.4666666666666666,1.0,0.26666666666666666,0.2248642857142857,0.34285714285714286,0.17,0.55325,0.5533783783783784,0.33333333333333337,0.77125,0.06666666666666667,0.027899999999999998,0.020555555555555556,0.08600000000000001,0.0033333333333333335,0.2,0.04,0.19999999999999998,0.0025,0.2,0.5333333333333333,0.9883333333333333,0.2333333333333333,1.0,0.26666666666666666,0.2248642857142857,0.34285714285714286,0.51,0.55325,1.6601351351351354,0.33333333333333337,1.1568749999999999,0.2,0.055799999999999995,0.04111111111111111,0.17200000000000001,0.006666666666666667,0.6000000000000001,0.04,0.19999999999999998,0.0025,0.2,0.42368451552201525,B,상반기
2375,S010001411,서울상봉초등학교,서울특별시 중랑구,1983,370.0,530.0,1.1,41.0,10.0,9.0,6.0,25.0,439.0,24.0,0.05,340.0,1.0,122.0,3.0,12.0,2.0,0.002,0.3,0.04,1.0,20.0,1.2333333333333334,1.7666666666666666,0.3666666666666667,0.7454545454545455,0.13333333333333333,0.06,0.17142857142857143,0.25,0.54875,0.16216216216216217,0.8333333333333334,0.85,0.03333333333333333,0.122,0.008333333333333333,0.017142857142857144,0.006666666666666667,0.2,0.03,0.7999999999999999,0.00125,0.2,0.6166666666666667,0.8833333333333333,0.18333333333333335,0.7454545454545455,0.13333333333333333,0.06,0.17142857142857143,0.75,0.54875,0.4864864864864865,0.8333333333333334,1.275,0.1,0.244,0.016666666666666666,0.03428571428571429,0.013333333333333334,0.6000000000000001,0.03,0.7999999999999999,0.00125,0.2,0.3966661508025144,A,상반기
2377,S010001412,서울신내초등학교,서울특별시 중랑구,1994,479.0,739.0,2.2,42.3,64.2,55.7,13.4,45.0,256.0,42.0,0.01,154.77605633802818,1.6268595041322313,29.945725806451613,6.846639004149377,11.472107438016529,3.1730705394190872,0.01,0.6,0.01,0.3,20.0,1.5966666666666667,2.4633333333333334,0.7333333333333334,0.769090909090909,0.856,0.37133333333333335,0.38285714285714284,0.45,0.32,0.28378378378378377,0.16666666666666669,0.38694014084507045,0.054228650137741044,0.029945725806451613,0.019018441678192714,0.016388724911452185,0.010576901798063624,1.0,0.06,0.19999999999999998,0.000375,0.2,0.7983333333333333,1.2316666666666667,0.3666666666666667,0.769090909090909,0.856,0.37133333333333335,0.38285714285714284,1.35,0.32,0.8513513513513513,0.16666666666666669,0.5804102112676057,0.16268595041322315,0.059891451612903226,0.03803688335638543,0.03277744982290437,0.021153803596127247,3.0,0.06,0.19999999999999998,0.000375,0.2,0.5372407645470554,C,상반기
2379,S010001413,서울신답초등학교,서울특별시 동대문구,1971,533.0,878.0,1.3,45.1,17.5,35.61441441441441,11.2,41.0,797.0,58.0,0.044,133.58770491803278,1.7539256198347106,64.64169960474308,12.092168674698794,20.5454,5.707551020408163,0.0031660516605166054,1.8,0.04,2.0,20.0,1.7766666666666666,2.9266666666666667,0.43333333333333335,0.8200000000000001,0.23333333333333334,0.2374294294294294,0.32,0.41,0.99625,0.3918918918918919,0.7333333333333333,0.33396926229508195,0.058464187327823686,0.06464169960474309,0.03358935742971887,0.02935057142857143,0.01902517006802721,0.31660516605166056,0.18,0.7999999999999999,0.0025,0.2,0.8883333333333333,1.4633333333333334,0.21666666666666667,0.8200000000000001,0.23333333333333334,0.2374294294294294,0.32,1.23,0.99625,1.1756756756756757,0.7333333333333333,0.500953893442623,0.17539256198347106,0.12928339920948617,0.06717871485943774,0.05870114285714286,0.03805034013605442,0.9498154981549817,0.18,0.7999999999999999,0.0025,0.2,0.5189195752612864,C,상반기
2381,S010001414,서울신묵초등학교,서울특별시 중랑구,1984,557.0,724.0,1.4286249999999998,43.8,13.0,26.0,7.0,14.0,328.7,45.3,0.01,154.77605633802818,2.1863636363636365,67.03442363112391,12.794023668639053,23.353046062407135,8.653434190620272,0.003579064039408867,0.7,0.03,0.3,20.0,1.8566666666666667,2.4133333333333336,0.4762083333333333,0.7963636363636363,0.17333333333333334,0.17333333333333334,0.2,0.14,0.410875,0.30608108108108106,0.16666666666666669,0.38694014084507045,0.07287878787878789,0.06703442363112391,0.03553895463510848,0.03336149437486734,0.02884478063540091,0.3579064039408867,0.06999999999999999,0.6,0.000375,0.2,0.9283333333333333,1.2066666666666668,0.23810416666666664,0.7963636363636363,0.17333333333333334,0.17333333333333334,0.2,0.42000000000000004,0.410875,0.9182432432432432,0.16666666666666669,0.5804102112676057,0.21863636363636368,0.13406884726224783,0.07107790927021695,0.06672298874973467,0.05768956127080182,1.07371921182266,0.06999999999999999,0.6,0.000375,0.2,0.39566452149484144,A,상반기
2383,S010001415,서울신현초등학교,서울특별시 중랑구,1995,374.0,622.0,3.0,48.5,31.9,27.7,7.0,5.0,312.0,24.2,0.01,85.9,0.0,9.0,0.0,0.0,0.0,0.01,0.6,0.01,0.6,20.0,1.2466666666666666,2.0733333333333333,1.0,0.8818181818181818,0.42533333333333334,0.18466666666666667,0.2,0.05,0.39,0.1635135135135135,0.16666666666666669,0.21475000000000002,0.0,0.009,0.0,0.0,0.0,1.0,0.06,0.19999999999999998,0.00075,0.2,0.6233333333333333,1.0366666666666666,0.5,0.8818181818181818,0.42533333333333334,0.18466666666666667,0.2,0.15000000000000002,0.39,0.4905405405405405,0.16666666666666669,0.32212500000000005,0.0,0.018,0.0,0.0,0.0,3.0,0.06,0.19999999999999998,0.00075,0.2,0.402268199501154,B,상반기
2385,S010001416,서울안평초등학교,서울특별시 동대문구,1990,514.0,629.0,1.3,50.9,50.6,42.1,7.8,42.0,424.0,16.5,0.01,133.58770491803278,1.6268595041322313,29.945725806451613,6.846639004149377,11.472107438016529,3.1730705394190872,0.003944444444444445,0.8,0.01,0.0,20.0,1.7133333333333334,2.0966666666666667,0.43333333333333335,0.9254545454545454,0.6746666666666666,0.2806666666666667,0.22285714285714286,0.42,0.53,0.11148648648648649,0.16666666666666669,0.33396926229508195,0.054228650137741044,0.029945725806451613,0.019018441678192714,0.016388724911452185,0.010576901798063624,0.3944444444444445,0.08,0.19999999999999998,0.0,0.2,0.8566666666666667,1.0483333333333333,0.21666666666666667,0.9254545454545454,0.6746666666666666,0.2806666666666667,0.22285714285714286,1.26,0.53,0.33445945945945943,0.16666666666666669,0.500953893442623,0.16268595041322315,0.059891451612903226,0.03803688335638543,0.03277744982290437,0.021153803596127247,1.1833333333333336,0.08,0.19999999999999998,0.0,0.2,0.40887593545524153,B,상반기
2387,S010001417,서울용두초등학교,서울특별시 동대문구,1948,619.0,756.0,1.36,45.1,24.3,20.8,6.1,5.5,261.0,52.1,0.01,34.5,0.0,14.3,0.0,0.0,0.0,0.01,0.7,0.01,2.7489361702127657,20.0,2.0633333333333335,2.52,0.45333333333333337,0.8200000000000001,0.324,0.13866666666666666,0.17428571428571427,0.055,0.32625,0.35202702702702704,0.16666666666666669,0.08625,0.0,0.0143,0.0,0.0,0.0,1.0,0.06999999999999999,0.19999999999999998,0.0034361702127659573,0.2,1.0316666666666667,1.26,0.22666666666666668,0.8200000000000001,0.324,0.13866666666666666,0.17428571428571427,0.165,0.32625,1.0560810810810812,0.16666666666666669,0.129375,0.0,0.0286,0.0,0.0,0.0,3.0,0.06999999999999999,0.19999999999999998,0.0034361702127659573,0.2,0.42366793782937395,B,상반기
2389,S010001418,서울원묵초등학교,서울특별시 중랑구,1995,317.0,353.0,1.6,49.3,24.0,30.0,15.0,13.0,592.0,42.0,0.02,373.7,2.4,46.4,4.5,8.2,3.2,0.002,0.2,0.01,2.3,20.0,1.0566666666666666,1.1766666666666667,0.5333333333333333,0.8963636363636364,0.32,0.2,0.42857142857142855,0.13,0.74,0.28378378378378377,0.33333333333333337,0.93425,0.08,0.0464,0.0125,0.011714285714285714,0.010666666666666668,0.2,0.02,0.19999999999999998,0.002875,0.2,0.5283333333333333,0.5883333333333334,0.26666666666666666,0.8963636363636364,0.32,0.2,0.42857142857142855,0.39,0.74,0.8513513513513513,0.33333333333333337,1.401375,0.24,0.0928,0.025,0.023428571428571427,0.021333333333333336,0.6000000000000001,0.02,0.19999999999999998,0.002875,0.2,0.38044386307795386,A,상반기
2391,S010001419,서울이문초등학교,서울특별시 동대문구,1967,473.0,962.0,1.2,44.4,37.1,32.4,5.0,33.0,338.0,80.0,0.01,133.58770491803278,1.7435338345864662,70.63088235294117,10.480000000000002,18.942537313432837,6.083458646616541,0.0033829411764705886,0.6,0.01,2.7489361702127657,20.0,1.5766666666666667,3.2066666666666666,0.39999999999999997,0.8072727272727273,0.4946666666666667,0.216,0.14285714285714285,0.33,0.4225,0.5405405405405406,0.16666666666666669,0.33396926229508195,0.05811779448621554,0.07063088235294117,0.02911111111111112,0.02706076759061834,0.020278195488721805,0.33829411764705886,0.06,0.19999999999999998,0.0034361702127659573,0.2,0.7883333333333333,1.6033333333333333,0.19999999999999998,0.8072727272727273,0.4946666666666667,0.216,0.14285714285714285,0.99,0.4225,1.6216216216216217,0.16666666666666669,0.500953893442623,0.17435338345864662,0.14126176470588234,0.05822222222222224,0.05412153518123668,0.04055639097744361,1.0148823529411766,0.06,0.19999999999999998,0.0034361702127659573,0.2,0.45004723658606766,B,상반기
