SCHUL_NM,ADRCD_NM,SCHUL_KND_SC_CODE,SEM_STR,AIR_BACT,FALL_BACT,MITE,RN,O3,ASBESTOS
서울정심초등학교,서울특별시 금천구,2,상반기,428.7,1.603230313293819,20.0,148.0,0.01,0.003964597478176527
서울정심초등학교,서울특별시 금천구,2,하반기,625.0,1.603230313293819,17.980964673913046,148.0,0.06,0.003964597478176527
서울탑동초등학교,서울특별시 금천구,2,상반기,604.25,1.7,20.0,45.0,0.01,0.003964597478176527
서울탑동초등학교,서울특별시 금천구,2,하반기,64.1,0.3,20.0,57.1,0.02,0.003964597478176527
서울군자초등학교,서울특별시 동대문구,2,상반기,1030.5,1.603230313293819,0.0,29.7,0.011,0.01
서울군자초등학교,서울특별시 동대문구,2,하반기,681.0,1.603230313293819,0.0,42.9,0.01,0.01
서울답십리초등학교,서울특별시 동대문구,2,상반기,422.0,1.0,10.0,17.9,0.011,0.0
서울답십리초등학교,서울특별시 동대문구,2,하반기,346.0,2.0,20.0,17.6,0.01,0.0
서울동답초등학교,서울특별시 동대문구,2,상반기,208.0,7.0,20.0,11.2,0.01,0.0
서울동답초등학교,서울특별시 동대문구,2,하반기,252.0,1.0,20.0,31.9,0.01,0.0
서울동원초등학교,서울특별시 중랑구,2,상반기,249.0,1.7,20.0,39.0,0.023,0.001
서울동원초등학교,서울특별시 중랑구,2,하반기,629.0,1.603230313293819,20.0,28.7,0.01,0.01
서울망우초등학교,서울특별시 중랑구,2,상반기,170.2,1.0,20.0,37.7,0.02,0.003964597478176527
서울망우초등학교,서울특별시 중랑구,2,하반기,555.7,0.7,20.0,51.0,0.03,0.003964597478176527
서울면남초등학교,서울특별시 중랑구,2,상반기,236.0,1.603230313293819,20.0,45.43074929577464,0.01,0.01
서울면남초등학교,서울특별시 중랑구,2,하반기,289.0,0.0,0.0,43.5,0.01,0.01
서울면동초등학교,서울특별시 중랑구,2,상반기,204.5,1.603230313293819,20.0,18.7,0.02,0.003964597478176527
서울면동초등학교,서울특별시 중랑구,2,하반기,157.0,1.603230313293819,20.0,18.7,0.01,0.0
서울면목초등학교,서울특별시 중랑구,2,상반기,248.7,4.0,20.0,45.43074929577464,0.03,0.003964597478176527
서울면목초등학교,서울특별시 중랑구,2,하반기,754.4,2.0,20.0,31.0,0.02,0.003964597478176527
서울면북초등학교,서울특별시 중랑구,2,상반기,347.5,4.5,20.0,92.0,0.01795,0.0025
서울면북초등학교,서울특별시 중랑구,2,하반기,77.0,1.0,20.0,44.0,0.02,0.01
서울면일초등학교,서울특별시 중랑구,2,상반기,173.0,1.603230313293819,20.0,109.0,0.01,0.003964597478176527
서울면일초등학교,서울특별시 중랑구,2,하반기,164.0,0.0,20.0,36.1,0.01,0.0
서울면중초등학교,서울특별시 중랑구,2,상반기,674.0999999999999,0.7,20.0,45.43074929577464,0.002,0.003964597478176527
서울면중초등학교,서울특별시 중랑구,2,하반기,714.0,1.603230313293819,20.0,32.4,0.01,0.0
서울묵동초등학교,서울특별시 중랑구,2,상반기,194.0,1.603230313293819,20.0,31.0,0.01,0.003964597478176527
서울묵동초등학교,서울특별시 중랑구,2,하반기,184.2,0.0,10.2,10.2,0.01,0.0
서울배봉초등학교,서울특별시 동대문구,2,상반기,354.5,2.0,0.0,105.0,0.02,0.001
서울배봉초등학교,서울특별시 동대문구,2,하반기,443.0,2.0,0.0,24.0,0.02,0.0
서울봉화초등학교,서울특별시 중랑구,2,상반기,442.6,2.0,20.0,81.9,0.02,0.002
서울봉화초등학교,서울특별시 중랑구,2,하반기,640.0,1.7,20.0,69.0,0.01,0.0
서울상봉초등학교,서울특별시 중랑구,2,상반기,439.0,1.0,20.0,24.0,0.05,0.002
서울상봉초등학교,서울특별시 중랑구,2,하반기,529.0,0.7,0.0,28.7,0.01,0.01
서울신내초등학교,서울특별시 중랑구,2,상반기,256.0,0.3,20.0,42.0,0.01,0.01
서울신내초등학교,서울특별시 중랑구,2,하반기,99.0,1.603230313293819,0.2,39.0,0.01,0.01
서울신답초등학교,서울특별시 동대문구,2,상반기,797.0,2.0,20.0,58.0,0.044,0.003964597478176527
서울신답초등학교,서울특별시 동대문구,2,하반기,719.0,1.603230313293819,20.0,13.8,0.01,0.003964597478176527
서울신묵초등학교,서울특별시 중랑구,2,상반기,269.05,0.2,20.0,45.3,0.01,0.003964597478176527
서울신묵초등학교,서울특별시 중랑구,2,하반기,409.0,1.0,20.0,43.0,0.02,0.003964597478176527
서울신현초등학교,서울특별시 중랑구,2,상반기,312.0,0.6,20.0,24.2,0.01,0.01
서울신현초등학교,서울특별시 중랑구,2,하반기,616.0,1.603230313293819,20.0,24.2,0.01,0.01
서울안평초등학교,서울특별시 동대문구,2,상반기,424.0,0.0,20.0,16.5,0.01,0.003964597478176527
서울안평초등학교,서울특별시 동대문구,2,하반기,613.0,10.0,20.0,42.6,0.01,0.0
서울용두초등학교,서울특별시 동대문구,2,상반기,261.0,1.603230313293819,20.0,52.1,0.01,0.01
서울용두초등학교,서울특별시 동대문구,2,하반기,358.5,0.0,20.0,52.1,0.01,0.01
서울원묵초등학교,서울특별시 중랑구,2,상반기,592.0,2.3,20.0,42.0,0.02,0.002
서울원묵초등학교,서울특별시 중랑구,2,하반기,578.7,0.3,20.0,59.2,0.02,0.0
서울이문초등학교,서울특별시 동대문구,2,상반기,292.5,1.603230313293819,20.0,80.0,0.01,0.003964597478176527
서울이문초등학교,서울특별시 동대문구,2,하반기,463.5,1.603230313293819,20.0,13.1,0.01,0.003964597478176527
서울장평초등학교,서울특별시 동대문구,2,상반기,346.0,1.603230313293819,20.0,59.0,0.01,0.01
서울장평초등학교,서울특별시 동대문구,2,하반기,238.0,0.0,20.0,58.3,0.01,0.01
서울전곡초등학교,서울특별시 동대문구,2,상반기,358.5,1.603230313293819,20.0,91.0,0.01,0.003964597478176527
서울전곡초등학교,서울특별시 동대문구,2,하반기,513.0,0.0,20.0,20.5,0.01,0.0
서울전농초등학교,서울특별시 동대문구,2,상반기,202.1,0.5,20.0,51.0,0.02,0.0
서울전농초등학교,서울특별시 동대문구,2,하반기,202.1,2.0,20.0,51.0,0.02,0.0
서울전동초등학교,서울특별시 동대문구,2,상반기,442.0,5.0,20.0,93.0,0.01,0.003964597478176527
서울전동초등학교,서울특별시 동대문구,2,하반기,432.0,4.0,20.0,39.0,0.02,0.003964597478176527
서울종암초등학교,서울특별시 동대문구,2,상반기,74.0,1.0,20.0,23.0,0.024,0.01
서울종암초등학교,서울특별시 동대문구,2,하반기,650.0,0.0,20.0,30.8,0.01,0.01
서울중곡초등학교,서울특별시 중랑구,2,상반기,378.5,1.603230313293819,20.0,27.0,0.01,0.003964597478176527
서울중곡초등학교,서울특별시 중랑구,2,하반기,421.0,0.0,10.0,27.0,0.01,0.003964597478176527
서울중랑초등학교,서울특별시 중랑구,2,상반기,577.0,0.0,20.0,43.0,0.03,0.01
서울중랑초등학교,서울특별시 중랑구,2,하반기,285.0,10.0,20.0,26.4,0.01,0.01
서울중목초등학교,서울특별시 중랑구,2,상반기,208.0,0.5,20.0,54.0,0.015,0.003
서울중목초등학교,서울특별시 중랑구,2,하반기,267.0,0.0,20.0,27.8,0.01,0.01
서울중화초등학교,서울특별시 중랑구,2,상반기,417.65,1.2999999999999998,0.0,54.1,0.02,0.003964597478176527
서울중화초등학교,서울특별시 중랑구,2,하반기,381.3,4.0,20.0,54.1,0.02,0.003964597478176527
서울중흥초등학교,서울특별시 중랑구,2,상반기,377.1,4.3,19.0,34.0,0.02,0.003964597478176527
서울중흥초등학교,서울특별시 중랑구,2,하반기,377.1,4.3,19.0,34.0,0.06,0.003964597478176527
서울청량초등학교,서울특별시 동대문구,2,상반기,467.0,2.0,20.0,56.0,0.033,0.003964597478176527
서울청량초등학교,서울특별시 동대문구,2,하반기,330.0,8.0,20.0,47.0,0.02,0.003964597478176527
서울홍릉초등학교,서울특별시 동대문구,2,상반기,779.0,3.5,20.0,45.43074929577464,0.028999999999999998,0.0
서울홍릉초등학교,서울특별시 동대문구,2,하반기,724.0,2.0,20.0,1.0,0.01,0.0
서울홍파초등학교,서울특별시 동대문구,2,상반기,130.0,1.603230313293819,17.980964673913046,71.0,0.01,0.01
서울홍파초등학교,서울특별시 동대문구,2,하반기,327.0,1.603230313293819,20.0,32.3,0.01,0.01
서울휘경초등학교,서울특별시 동대문구,2,상반기,69.0,0.0,0.0,0.01,0.01,0.01
서울휘경초등학교,서울특별시 동대문구,2,하반기,287.0,0.0,0.0,4.5,0.01,0.01
서울강남초등학교,서울특별시 동작구,2,상반기,37.5,1.603230313293819,0.2,45.43074929577464,0.020999999999999998,0.003964597478176527
서울강남초등학교,서울특별시 동작구,2,하반기,78.0,1.603230313293819,20.0,100.0,0.02,0.003964597478176527
서울관악초등학교,서울특별시 관악구,2,상반기,67.7,1.0,20.0,75.0,0.021,0.01
서울관악초등학교,서울특별시 관악구,2,하반기,125.0,1.0,20.0,15.0,0.02,0.0
서울구암초등학교,서울특별시 관악구,2,상반기,109.5,0.5,11.754999999999999,90.0,0.028,0.003964597478176527
서울구암초등학교,서울특별시 관악구,2,하반기,109.5,0.5,20.0,90.0,0.02,0.003964597478176527
서울난곡초등학교,서울특별시 관악구,2,상반기,172.5,1.603230313293819,20.0,63.0,0.027,0.003964597478176527
서울난곡초등학교,서울특별시 관악구,2,하반기,186.0,1.603230313293819,20.0,84.0,0.02,0.003964597478176527
서울난우초등학교,서울특별시 관악구,2,상반기,92.0,1.0,20.0,75.0,0.038,0.01
서울난우초등학교,서울특별시 관악구,2,하반기,99.0,1.0,0.2,47.0,0.03,0.0
서울난향초등학교,서울특별시 관악구,2,상반기,67.0,0.5,17.980964673913046,1.0,0.0265,0.007
서울난향초등학교,서울특별시 관악구,2,하반기,49.0,0.0,0.0,34.0,0.02,0.0
서울남부초등학교,서울특별시 관악구,2,상반기,124.0,2.0,20.0,28.0,0.02,0.002
서울남부초등학교,서울특별시 관악구,2,하반기,243.0,1.0,20.0,10.0,0.03,0.0
서울남사초등학교,서울특별시 동작구,2,상반기,168.0,1.0,20.0,59.0,0.025,0.001
서울남사초등학교,서울특별시 동작구,2,하반기,230.0,1.0,20.0,9.0,0.02,0.0
서울남성초등학교,서울특별시 동작구,2,상반기,388.9,1.35,20.0,53.9,0.02,0.003964597478176527
서울남성초등학교,서울특별시 동작구,2,하반기,309.8,1.3,20.0,63.2,0.01,0.003964597478176527
서울노량진초등학교,서울특별시 동작구,2,상반기,136.0,0.0,20.0,84.0,0.021,0.01
서울노량진초등학교,서울특별시 동작구,2,하반기,321.0,1.603230313293819,17.980964673913046,31.0,0.02,0.003964597478176527
서울당곡초등학교,서울특별시 관악구,2,상반기,26.0,1.0,20.0,80.0,0.021,0.007
서울당곡초등학교,서울특별시 관악구,2,하반기,402.0,1.0,20.0,80.0,0.02,0.0
서울대림초등학교,서울특별시 동작구,2,상반기,452.0,0.0,20.0,148.0,0.031,0.01
서울대림초등학교,서울특별시 동작구,2,하반기,275.0,0.0,20.0,80.0,0.02,0.0
서울동작초등학교,서울특별시 동작구,2,상반기,98.0,0.0,0.0,85.0,0.03,0.003964597478176527
서울동작초등학교,서울특별시 동작구,2,하반기,152.0,2.0,20.0,35.0,0.02,0.0
서울문창초등학교,서울특별시 동작구,2,상반기,100.0,0.0,20.0,106.0,0.02,0.003964597478176527
서울문창초등학교,서울특별시 동작구,2,하반기,162.0,1.0,20.0,48.0,0.02,0.003964597478176527
서울미성초등학교,서울특별시 관악구,2,상반기,139.0,1.0,20.0,22.0,0.025,0.007
서울미성초등학교,서울특별시 관악구,2,하반기,186.0,3.0,1.0,22.0,0.03,0.0
서울본동초등학교,서울특별시 동작구,2,상반기,99.0,0.5,20.0,11.0,0.023,0.01
서울본동초등학교,서울특별시 동작구,2,하반기,250.0,0.0,20.0,11.0,0.02,0.0
서울봉천초등학교,서울특별시 관악구,2,상반기,125.5,1.0,20.0,65.0,0.025,0.01
서울봉천초등학교,서울특별시 관악구,2,하반기,254.0,1.603230313293819,20.0,24.4,0.02,0.003964597478176527
서울사당초등학교,서울특별시 관악구,2,상반기,87.5,0.0,20.0,45.0,0.0275,0.003964597478176527
서울사당초등학교,서울특별시 관악구,2,하반기,127.0,0.01,20.0,45.0,0.02,0.0
서울삼성초등학교,서울특별시 관악구,2,상반기,98.0,0.5,0.0,45.43074929577464,0.0245,0.003964597478176527
서울삼성초등학교,서울특별시 관악구,2,하반기,694.0,2.0,20.0,79.0,0.02,0.0
서울상도초등학교,서울특별시 동작구,2,상반기,238.8,1.603230313293819,17.980964673913046,14.4,0.01,0.003964597478176527
서울상도초등학교,서울특별시 동작구,2,하반기,494.1,0.7,20.0,26.5,0.02,0.003964597478176527
서울신길초등학교,서울특별시 동작구,2,상반기,783.0,1.0,20.0,45.43074929577464,0.028,0.003964597478176527
서울신길초등학교,서울특별시 동작구,2,하반기,128.0,1.0,20.0,72.0,0.02,0.003964597478176527
서울신남성초등학교,서울특별시 동작구,2,상반기,28.0,1.0,20.0,49.0,0.02,0.01
서울신남성초등학교,서울특별시 동작구,2,하반기,182.0,1.603230313293819,20.0,35.0,0.01,0.003964597478176527
서울신림초등학교,서울특별시 관악구,2,상반기,234.0,0.0,20.0,0.0,0.01,0.001
서울신림초등학교,서울특별시 관악구,2,하반기,104.0,1.0,20.0,15.0,0.02,0.0
서울신봉초등학교,서울특별시 관악구,2,상반기,296.0,1.0,20.0,41.0,0.029,0.01
서울신봉초등학교,서울특별시 관악구,2,하반기,432.5,1.0,20.0,15.0,0.02,0.0
서울신상도초등학교,서울특별시 동작구,2,상반기,207.0,1.603230313293819,20.0,60.7,0.019,0.01
서울신상도초등학교,서울특별시 동작구,2,하반기,398.0,10.0,20.0,12.3,0.0,0.01
서울신성초등학교,서울특별시 관악구,2,상반기,278.0,1.603230313293819,17.980964673913046,0.0,0.022,0.003964597478176527
서울신성초등학교,서울특별시 관악구,2,하반기,530.0,1.0,0.2,99.0,0.02,0.003964597478176527
서울신우초등학교,서울특별시 관악구,2,상반기,712.0,0.0,20.0,136.0,0.04,0.003964597478176527
서울신우초등학교,서울특별시 관악구,2,하반기,778.0,10.0,20.0,22.0,0.02,0.01
서울영본초등학교,서울특별시 동작구,2,상반기,237.0,1.603230313293819,17.980964673913046,49.0,0.02,0.01
서울영본초등학교,서울특별시 동작구,2,하반기,213.0,1.603230313293819,20.0,39.0,0.02,0.003964597478176527
서울영화초등학교,서울특별시 동작구,2,상반기,432.0,4.0,20.0,0.0,0.0295,0.003964597478176527
서울영화초등학교,서울특별시 동작구,2,하반기,134.0,0.0,20.0,89.0,0.02,0.003964597478176527
서울원당초등학교,서울특별시 관악구,2,상반기,152.0,1.0,20.0,29.0,0.017,0.003964597478176527
서울원당초등학교,서울특별시 관악구,2,하반기,427.0,1.0,20.0,29.0,0.02,0.003964597478176527
서울원신초등학교,서울특별시 관악구,2,상반기,48.0,0.0,20.0,45.43074929577464,0.0205,0.003964597478176527
서울원신초등학교,서울특별시 관악구,2,하반기,132.0,0.0,20.0,63.0,0.02,0.003964597478176527
서울은로초등학교,서울특별시 동작구,2,상반기,336.6977637130801,1.603230313293819,17.980964673913046,45.43074929577464,0.021434327176781006,0.003964597478176527
서울은로초등학교,서울특별시 동작구,2,하반기,395.0,2.0,20.0,29.0,0.02,0.003964597478176527
서울은천초등학교,서울특별시 관악구,2,상반기,249.2,1.7,20.0,72.3,0.02,0.003964597478176527
서울은천초등학교,서울특별시 관악구,2,하반기,159.7,1.7,20.0,72.3,0.02,0.003964597478176527
서울인헌초등학교,서울특별시 관악구,2,상반기,489.1,1.0,20.0,85.1,0.02,0.003964597478176527
서울인헌초등학교,서울특별시 관악구,2,하반기,456.0,0.7,20.0,17.0,0.01,0.003964597478176527
서울청룡초등학교,서울특별시 관악구,2,상반기,450.0,1.0,20.0,63.0,0.02,0.01
서울청룡초등학교,서울특별시 관악구,2,하반기,642.0,2.0,20.0,35.0,0.02,0.0
서울행림초등학교,서울특별시 동작구,2,상반기,203.0,1.0,20.0,38.0,0.02,0.01
서울행림초등학교,서울특별시 동작구,2,하반기,767.0,1.0,20.0,22.0,0.02,0.0
서울흑석초등학교,서울특별시 동작구,2,상반기,115.5,1.603230313293819,20.0,45.43074929577464,0.0295,0.003964597478176527
서울흑석초등학교,서울특별시 동작구,2,하반기,146.0,1.0,20.0,35.0,0.02,0.003964597478176527
서울계상초등학교,서울특별시 노원구,2,상반기,167.5,0.0,10.0,33.5,0.025,0.003964597478176527
서울계상초등학교,서울특별시 노원구,2,하반기,70.0,0.7,20.0,10.0,0.02,0.0
서울공릉초등학교,서울특별시 노원구,2,상반기,565.5,1.603230313293819,20.0,14.0,0.020999999999999998,0.01
서울공릉초등학교,서울특별시 노원구,2,하반기,728.0,1.603230313293819,20.0,14.0,0.01,0.01
서울공연초등학교,서울특별시 노원구,2,상반기,54.0,1.603230313293819,19.0,50.0,0.025,0.01
서울공연초등학교,서울특별시 노원구,2,하반기,109.0,1.603230313293819,1.0,50.0,0.02,0.003964597478176527
서울노원초등학교,서울특별시 노원구,2,상반기,100.0,0.0,20.0,0.0,0.025,0.005
서울노원초등학교,서울특별시 노원구,2,하반기,511.0,0.0,20.0,42.0,0.02,0.01
서울노일초등학교,서울특별시 노원구,2,상반기,415.5,1.603230313293819,20.0,51.0,0.02,0.003964597478176527
서울노일초등학교,서울특별시 노원구,2,하반기,223.0,0.0,20.0,42.0,0.02,0.003964597478176527
서울녹천초등학교,서울특별시 노원구,2,상반기,708.0,1.603230313293819,20.0,32.0,0.03,0.01
서울녹천초등학교,서울특별시 노원구,2,하반기,546.0,1.603230313293819,20.0,41.0,0.02,0.01
서울누원초등학교,서울특별시 도봉구,2,상반기,784.0,1.603230313293819,20.0,83.0,0.01,0.01
서울누원초등학교,서울특별시 도봉구,2,하반기,350.0,1.603230313293819,0.0,90.0,0.03,0.0
서울당현초등학교,서울특별시 노원구,2,상반기,395.7,1.5,20.0,52.0,0.015,0.001
서울당현초등학교,서울특별시 노원구,2,하반기,608.1,1.0,20.0,101.0,0.01,0.0
서울도봉초등학교,서울특별시 도봉구,2,상반기,720.0,1.603230313293819,20.0,63.0,0.01,0.01
서울도봉초등학교,서울특별시 도봉구,2,하반기,372.0,1.603230313293819,20.0,59.0,0.02,0.01
서울동일초등학교,서울특별시 노원구,2,상반기,792.0,1.603230313293819,20.0,55.0,0.03,0.0
서울동일초등학교,서울특별시 노원구,2,하반기,792.0,1.603230313293819,20.0,55.0,0.04,0.01
서울방학초등학교,서울특별시 도봉구,2,상반기,624.0,1.603230313293819,15.0,67.0,0.02,0.005
서울방학초등학교,서울특별시 도봉구,2,하반기,316.0,1.603230313293819,19.0,89.0,0.02,0.0
서울백운초등학교,서울특별시 도봉구,2,상반기,264.5,1.603230313293819,20.0,58.0,0.022,0.01
서울백운초등학교,서울특별시 도봉구,2,하반기,263.0,1.603230313293819,20.0,58.0,0.01,0.01
서울불암초등학교,서울특별시 노원구,2,상반기,160.0,1.603230313293819,20.0,45.43074929577464,0.01,0.01
서울불암초등학교,서울특별시 노원구,2,하반기,203.0,0.0,20.0,0.0,0.01,0.01
서울상경초등학교,서울특별시 노원구,2,상반기,203.0,1.603230313293819,20.0,80.0,0.02,0.0
서울상경초등학교,서울특별시 노원구,2,하반기,328.0,1.603230313293819,20.0,84.0,0.01,0.01
서울상계초등학교,서울특별시 노원구,2,상반기,408.0,4.5,20.0,67.0,0.025,0.001
서울상계초등학교,서울특별시 노원구,2,하반기,148.0,1.603230313293819,20.0,100.0,0.03,0.003964597478176527
서울상곡초등학교,서울특별시 노원구,2,상반기,412.0,4.0,20.0,22.0,0.01,0.001
서울상곡초등학교,서울특별시 노원구,2,하반기,346.0,6.0,20.0,51.0,0.02,0.003964597478176527
서울상수초등학교,서울특별시 노원구,2,상반기,167.0,1.603230313293819,20.0,25.0,0.02,0.01
서울상수초등학교,서울특별시 노원구,2,하반기,260.0,1.603230313293819,20.0,23.0,0.02,0.01
서울상원초등학교,서울특별시 노원구,2,상반기,101.5,1.603230313293819,20.0,87.0,0.015,0.01
서울상원초등학교,서울특별시 노원구,2,하반기,98.0,0.0,20.0,87.0,0.02,0.01
서울상월초등학교,서울특별시 노원구,2,상반기,174.5,1.603230313293819,20.0,48.0,0.022,0.0
서울상월초등학교,서울특별시 노원구,2,하반기,209.0,1.603230313293819,20.0,98.0,0.03,0.01
서울상천초등학교,서울특별시 노원구,2,상반기,113.0,1.603230313293819,20.0,19.0,0.02,0.01
서울상천초등학교,서울특별시 노원구,2,하반기,260.0,1.603230313293819,20.0,57.0,0.015,0.01
서울선곡초등학교,서울특별시 노원구,2,상반기,270.0,1.603230313293819,20.0,20.0,0.003,0.01
서울선곡초등학교,서울특별시 노원구,2,하반기,381.0,1.603230313293819,20.0,50.0,0.03,0.01
서울수락초등학교,서울특별시 노원구,2,상반기,299.0,1.603230313293819,20.0,57.0,0.01,0.01
서울수락초등학교,서울특별시 노원구,2,하반기,159.0,1.603230313293819,20.0,23.0,0.02,0.01
서울수암초등학교,서울특별시 노원구,2,상반기,336.6977637130801,1.603230313293819,17.980964673913046,45.43074929577464,0.021434327176781006,0.003964597478176527
서울수암초등학교,서울특별시 노원구,2,하반기,372.0,2.0,20.0,73.0,0.01,0.003964597478176527
서울숭미초등학교,서울특별시 도봉구,2,상반기,350.0,1.603230313293819,20.0,93.0,0.03,0.003964597478176527
서울숭미초등학교,서울특별시 도봉구,2,하반기,331.0,0.0,20.0,51.0,0.03,0.0
서울신계초등학교,서울특별시 노원구,2,상반기,122.5,1.603230313293819,20.0,45.43074929577464,0.02,0.01
서울신계초등학교,서울특별시 노원구,2,하반기,90.0,1.603230313293819,20.0,36.0,0.02,0.01
서울신방학초등학교,서울특별시 도봉구,2,상반기,331.0,0.5,20.0,77.0,0.009,0.0
서울신방학초등학교,서울특별시 도봉구,2,하반기,137.0,1.603230313293819,20.0,36.0,0.02,0.01
서울신상계초등학교,서울특별시 노원구,2,상반기,431.0,4.0,20.0,28.0,0.01,0.0
서울신상계초등학교,서울특별시 노원구,2,하반기,710.0,0.0,20.0,41.0,0.01,0.003964597478176527
서울신창초등학교,서울특별시 도봉구,2,상반기,172.0,1.603230313293819,20.0,45.43074929577464,0.01,0.01
서울신창초등학교,서울특별시 도봉구,2,하반기,305.0,1.603230313293819,20.0,51.0,0.02,0.01
서울신학초등학교,서울특별시 도봉구,2,상반기,445.5,1.603230313293819,20.0,14.0,0.02,0.003964597478176527
서울신학초등학교,서울특별시 도봉구,2,하반기,167.0,1.603230313293819,20.0,14.0,0.03,0.01
서울신화초등학교,서울특별시 도봉구,2,상반기,548.0,1.603230313293819,20.0,32.0,0.01,0.01
서울신화초등학교,서울특별시 도봉구,2,하반기,417.0,1.603230313293819,20.0,32.0,0.04,0.01
서울쌍문초등학교,서울특별시 도봉구,2,상반기,435.0,4.0,20.0,35.0,0.03,0.003964597478176527
서울쌍문초등학교,서울특별시 도봉구,2,하반기,610.0,0.0,20.0,57.0,0.04,0.003964597478176527
서울연지초등학교,서울특별시 노원구,2,상반기,307.0,1.603230313293819,20.0,67.0,0.01,0.01
서울연지초등학교,서울특별시 노원구,2,하반기,448.0,1.603230313293819,19.0,23.0,0.05,0.0
서울연촌초등학교,서울특별시 노원구,2,상반기,413.0,4.0,20.0,70.0,0.02,0.001
서울연촌초등학교,서울특별시 노원구,2,하반기,733.0,1.603230313293819,20.0,16.0,0.02,0.01
서울오봉초등학교,서울특별시 도봉구,2,상반기,334.0,1.603230313293819,20.0,29.0,0.02,0.01
서울오봉초등학교,서울특별시 도봉구,2,하반기,191.0,1.603230313293819,20.0,23.0,0.03,0.01
서울온곡초등학교,서울특별시 노원구,2,상반기,677.5,1.603230313293819,20.0,68.0,0.015,0.01
서울온곡초등학교,서울특별시 노원구,2,하반기,790.0,1.603230313293819,20.0,68.0,0.03,0.01
서울용동초등학교,서울특별시 노원구,2,상반기,116.0,1.603230313293819,20.0,53.0,0.03,0.01
서울용동초등학교,서울특별시 노원구,2,하반기,349.0,1.603230313293819,20.0,53.0,0.02,0.01
서울용원초등학교,서울특별시 노원구,2,상반기,133.0,1.603230313293819,20.0,80.0,0.015,0.01
서울용원초등학교,서울특별시 노원구,2,하반기,258.0,1.603230313293819,20.0,78.0,0.02,0.01
서울원광초등학교,서울특별시 노원구,2,상반기,213.0,1.603230313293819,20.0,23.0,0.025500000000000002,0.003964597478176527
서울원광초등학교,서울특별시 노원구,2,하반기,307.0,1.603230313293819,0.0,23.0,0.02,0.003964597478176527
서울월계초등학교,서울특별시 노원구,2,상반기,419.0,1.603230313293819,20.0,64.0,0.01,0.01
서울월계초등학교,서울특별시 노원구,2,하반기,319.0,1.603230313293819,20.0,32.0,0.03,0.01
서울월천초등학교,서울특별시 도봉구,2,상반기,134.0,8.0,20.0,67.0,0.02,0.003964597478176527
서울월천초등학교,서울특별시 도봉구,2,하반기,697.0,1.603230313293819,20.0,39.0,0.02,0.003964597478176527
서울을지초등학교,서울특별시 노원구,2,상반기,276.0,1.603230313293819,20.0,45.43074929577464,0.01,0.01
서울을지초등학교,서울특별시 노원구,2,하반기,276.0,1.603230313293819,20.0,70.0,0.01,0.01
서울자운초등학교,서울특별시 도봉구,2,상반기,327.0,10.0,20.0,77.0,0.02,0.003964597478176527
서울자운초등학교,서울특별시 도봉구,2,하반기,210.0,1.603230313293819,20.0,40.0,0.02,0.003964597478176527
서울중계초등학교,서울특별시 노원구,2,상반기,455.5,1.603230313293819,20.0,48.0,0.02,0.003964597478176527
서울중계초등학교,서울특별시 노원구,2,하반기,347.0,1.603230313293819,20.0,44.0,0.01,0.003964597478176527
서울중원초등학교,서울특별시 노원구,2,상반기,129.5,1.603230313293819,17.980964673913046,32.0,0.02,0.0
서울중원초등학교,서울특별시 노원구,2,하반기,282.0,1.603230313293819,20.0,50.0,0.05,0.0
서울중평초등학교,서울특별시 노원구,2,상반기,117.0,0.0,20.0,35.0,0.03,0.01
서울중평초등학교,서울특별시 노원구,2,하반기,341.0,0.0,20.0,82.0,0.02,0.01
서울중현초등학교,서울특별시 노원구,2,상반기,46.0,1.603230313293819,19.0,64.0,0.03,0.001
서울중현초등학교,서울특별시 노원구,2,하반기,165.0,1.603230313293819,20.0,41.0,0.02,0.0
서울창경초등학교,서울특별시 도봉구,2,상반기,70.0,7.0,20.0,1.0,1.505,0.01
서울창경초등학교,서울특별시 도봉구,2,하반기,276.0,0.0,20.0,32.0,0.03,0.01
서울창도초등학교,서울특별시 도봉구,2,상반기,391.0,0.0,20.0,68.0,0.01,0.01
서울창도초등학교,서울특별시 도봉구,2,하반기,310.0,0.0,20.0,68.0,0.01,0.01
서울창동초등학교,서울특별시 도봉구,2,상반기,187.5,1.603230313293819,20.0,47.0,0.028499999999999998,0.01
서울창동초등학교,서울특별시 도봉구,2,하반기,456.0,1.603230313293819,20.0,47.0,0.03,0.01
서울창림초등학교,서울특별시 도봉구,2,상반기,310.0,1.0,20.0,20.5,0.032,0.0
서울창림초등학교,서울특별시 도봉구,2,하반기,349.0,1.603230313293819,17.980964673913046,41.0,0.03,0.003964597478176527
서울창원초등학교,서울특별시 도봉구,2,상반기,391.0,1.603230313293819,20.0,54.0,0.02,0.0
서울창원초등학교,서울특별시 도봉구,2,하반기,566.0,1.603230313293819,20.0,43.0,0.03,0.01
서울창일초등학교,서울특별시 도봉구,2,상반기,298.0,1.603230313293819,20.0,57.0,0.019,0.01
서울창일초등학교,서울특별시 도봉구,2,하반기,230.0,1.603230313293819,20.0,45.43074929577464,0.02,0.0
서울청계초등학교,서울특별시 노원구,2,상반기,144.5,1.603230313293819,20.0,76.0,0.02,0.01
서울청계초등학교,서울특별시 노원구,2,하반기,309.0,1.603230313293819,20.0,65.0,0.02,0.01
