설립구분,학교급코드,지역,교육지원청,시도교육청,교육지원청코드,제외여부,예결산구분,세입세출구분,기타/학교일반운영,행정활동수입/교육활동지원,지원금수입/선택적교육활동,학부모부담수입/기본적교육활동,기타이전수입/학생복지_교육격차해소,정보공시 학교코드,정부이전수입/인적자원운용,시도교육청코드,소재지구분코드,분교여부,학교명,학교과정구분명(초-중-고),학교과정구분값(2-3-4),제외사유,연도,학교급코드,예산구분,학교재무활동,학교시설확충,1인당 예산,고등학교 계열 구분명
공립,3,서울특별시 영등포구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,20000000,88000000,0,0,0,S010001185,554342000,B100000001,1,N,양화중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 영등포구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,26000000,129530000,0,0,0,S010001186,579269000,B100000001,1,N,여의도중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 영등포구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,18000000,33516000,0,0,0,S010001187,562253000,B100000001,1,N,영남중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 구로구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,10000000,5980000,0,0,0,S010001188,635292000,B100000001,1,N,영림중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 구로구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,15000000,8762000,0,0,0,S010001189,604546000,B100000001,1,N,영서중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 영등포구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,13000000,30512000,0,0,0,S010001190,574764000,B100000001,1,N,영원중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 구로구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,10000000,23465000,0,45543000,0,S010001191,769146000,B100000001,1,N,오남중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 구로구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,28000000,54980000,0,87730000,0,S010001192,623475000,B100000001,1,N,경인중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 구로구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,12000000,4410000,0,52853000,0,S010001193,539985000,B100000001,1,N,오류중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 영등포구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,20000000,43560000,0,0,0,S010001195,483919000,B100000001,1,N,윤중중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 금천구,서울특별시남부교육지원청,서울특별시교육청,B100000282,N,복식부기,예산세입,40000000,37297000,0,0,0,S010001196,612145000,B100000001,1,N,한울중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,0,0,0,0,0,S010001368,574482000,B100000001,1,N,동대문중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,23000000,9000000,0,47520000,0,S010001369,488539000,B100000001,1,N,동원중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,20200000,7000000,0,63084000,0,S010001370,591978000,B100000001,1,N,면목중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,23500000,5500000,0,40000000,0,S010001371,510345000,B100000001,1,N,봉화중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,23500000,12500000,0,46244000,0,S010001372,628440000,B100000001,1,N,상봉중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,33000000,1600000,0,0,0,S010001373,492349000,B100000001,1,N,성일중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,10000000,101580000,0,47567000,0,S010001375,476572000,B100000001,1,N,숭인중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,50000000,2500000,0,61658000,0,S010001376,673049000,B100000001,1,N,신현중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,5000000,28000000,0,47519000,0,S010001378,554063000,B100000001,1,N,용마중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,15000000,56850000,0,70133000,0,S010001379,662516000,B100000001,1,N,원묵중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,30000000,27300000,0,502732000,0,S010001380,635741000,B100000001,1,N,장안중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,130000000,4776000,0,59400000,0,S010001381,650083000,B100000001,1,N,장평중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,20000000,2000000,0,50816000,0,S010001382,513628000,B100000001,1,N,전농중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,11000000,4585000,0,84501000,0,S010001383,508846000,B100000001,1,N,전동중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,13000000,5500000,0,48968000,0,S010001384,513162000,B100000001,1,N,전일중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,14000000,16000000,0,0,0,S010001386,524969000,B100000001,1,N,중랑중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,15000000,3000000,0,0,0,S010001387,618973000,B100000001,1,N,중화중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,20000000,25970000,0,52852000,0,S010001388,551285000,B100000001,1,N,청량중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 중랑구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,20000000,10000000,0,46710000,0,S010001389,523244000,B100000001,1,N,태릉중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 동대문구,서울특별시동부교육지원청,서울특별시교육청,B100000293,N,복식부기,예산세입,11000000,25691000,0,47520000,0,S010001393,452643000,B100000001,1,N,휘경중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,20000000,33000000,0,33455000,0,S010001545,441379000,B100000001,1,N,강남중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,20000000,41800000,0,26742000,0,S010001546,461334000,B100000001,1,N,강현중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,10000000,29021000,0,0,0,S010001547,486226000,B100000001,1,N,관악중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,11000000,16000000,0,44000000,0,S010001549,569793000,B100000001,1,N,국사봉중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,30000000,18500000,0,0,0,S010001550,566142000,B100000001,1,N,난우중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,30000000,12000000,0,35429000,0,S010001552,984872000,B100000001,1,N,남서울중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,11000000,5110000,0,0,0,S010001553,455590000,B100000001,1,N,남성중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,20000000,54010000,0,51347000,0,S010001554,582715000,B100000001,1,N,당곡중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,20000000,54501000,0,70000000,0,S010001555,621119000,B100000001,1,N,대방중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,20000000,3000000,0,40000000,0,S010001557,482808000,B100000001,1,N,동작중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,10000000,3200000,0,0,0,S010001558,489016000,B100000001,1,N,문창중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,15000000,5501000,0,57116000,0,S010001559,504609000,B100000001,1,N,미성중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,20000000,27544000,0,0,0,S010001560,433535000,B100000001,1,N,봉림중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,15000000,5000000,0,0,0,S010001561,552900000,B100000001,1,N,봉원중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,14110000,11790000,0,0,0,S010001562,554720000,B100000001,1,N,사당중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,10000000,4500000,0,0,0,S010001563,521705000,B100000001,1,N,상도중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,25000000,3900000,0,0,0,S010001564,537689000,B100000001,1,N,상현중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,35000000,3000000,0,0,0,S010001568,418824000,B100000001,1,N,신관중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,10000000,2710000,0,43519000,0,S010001569,446934000,B100000001,1,N,삼성중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,12000000,66317000,0,0,0,S010001570,465966000,B100000001,1,N,신림중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,42000000,10400000,0,27940000,0,S010001571,417682000,B100000001,1,N,영등포중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 관악구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,15000000,26000000,0,0,0,S010001572,522238000,B100000001,1,N,인헌중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 동작구,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,N,복식부기,예산세입,20000000,53500000,0,0,0,S010001573,554092000,B100000001,1,N,장승중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,15000000,0,0,0,S010001696,677576000,B100000001,1,N,공릉중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,15000000,2420000,0,43982000,0,S010001698,468812000,B100000001,1,N,노곡중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,15000000,2500000,0,0,0,S010001699,542249000,B100000001,1,N,노원중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,15000000,2500000,0,0,0,S010001700,478293000,B100000001,1,N,노일중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,13000000,27000000,0,0,0,S010001701,517290000,B100000001,1,N,녹천중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,10000000,2000000,0,0,0,S010001702,529585000,B100000001,1,N,도봉중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,9000000,0,44000000,0,S010001703,568681000,B100000001,1,N,방학중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,25000000,9000000,0,45000000,0,S010001704,535156000,B100000001,1,N,백운중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,40000000,2900000,0,0,0,S010001705,621381000,B100000001,1,N,북서울중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,40000000,10300000,0,115260000,0,S010001706,695493000,B100000001,1,N,불암중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,174669000,0,0,0,S010001707,542357000,B100000001,1,N,상경중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,6500000,0,0,0,S010001708,578462000,B100000001,1,N,상계제일중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,44000000,0,0,0,S010001709,541798000,B100000001,1,N,상계중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,25000000,24001000,0,0,0,S010001711,500247000,B100000001,1,N,상원중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,15000000,3500000,0,0,0,S010001713,565570000,B100000001,1,N,수락중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,30000000,16900000,0,0,0,S010001714,569196000,B100000001,1,N,신도봉중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,7200000,0,0,0,S010001715,513196000,B100000001,1,N,신방학중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,15000000,1500000,0,0,0,S010001716,495053000,B100000001,1,N,신상중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,6000000,0,0,0,S010001717,484600000,B100000001,1,N,신창중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,15000000,13300000,0,56139000,0,S010001719,593735000,B100000001,1,N,온곡중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,30000000,1480000,0,63000000,0,S010001720,526397000,B100000001,1,N,월계중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,5000000,5008000,0,0,0,S010001723,647896000,B100000001,1,N,중계중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,3356000,0,0,0,S010001724,585627000,B100000001,1,N,중원중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,15000000,10841000,0,64713000,0,S010001725,637261000,B100000001,1,N,중평중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,28000000,6300000,0,0,0,S010001726,619919000,B100000001,1,N,창동중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,14000000,25000000,0,0,0,S010001727,525273000,B100000001,1,N,창북중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 도봉구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,29000000,0,52722000,0,S010001728,587256000,B100000001,1,N,창일중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,15000000,10000000,0,0,0,S010001730,564209000,B100000001,1,N,태랑중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,30000000,30002000,0,0,0,S010001731,698758000,B100000001,1,N,하계중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 노원구,서울특별시북부교육지원청,서울특별시교육청,B100000315,N,복식부기,예산세입,20000000,27600000,0,0,0,S010001732,584067000,B100000001,1,N,한천중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,11000000,30000000,0,0,0,S010001926,597055000,B100000001,1,N,구산중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,5000000,7007000,0,0,0,S010001928,542290000,B100000001,1,N,덕산중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,30000000,34001000,0,0,0,S010001932,574501000,B100000001,1,N,불광중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,13500000,2700000,0,0,0,S010001933,516660000,B100000001,1,N,상신중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 서대문구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,0,24749000,0,0,0,S010001934,413231000,B100000001,1,N,서연중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 마포구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,20000000,72980000,0,0,0,S010001935,567232000,B100000001,1,N,서울여자중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 마포구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,49000000,23203000,0,81167000,0,S010001938,490310000,B100000001,1,N,성사중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 마포구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,10000000,42000000,0,0,0,S010001939,544489000,B100000001,1,N,성산중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 마포구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,20000000,17910000,0,118401000,0,S010001940,569273000,B100000001,1,N,성서중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 마포구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,20000000,25000000,0,0,0,S010001943,527555000,B100000001,1,N,신수중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 서대문구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,20000000,4000000,0,0,0,S010001944,556930000,B100000001,1,N,신연중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 마포구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,30001000,398465000,0,0,0,S010001945,559788000,B100000001,1,N,아현중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 서대문구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,15000000,19500000,0,43301000,0,S010001946,446826000,B100000001,1,N,연북중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,10000000,7500000,0,0,0,S010001947,565000000,B100000001,1,N,연서중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,7000000,80200000,0,0,0,S010001948,580566000,B100000001,1,N,연신중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,20000000,11100000,0,0,0,S010001949,525319000,B100000001,1,N,연천중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 서대문구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,15000000,2000000,0,0,0,S010001950,688336000,B100000001,1,N,연희중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,30000000,28000000,0,0,0,S010001953,588949000,B100000001,1,N,은평중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 마포구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,10000000,7503000,0,0,0,S010001959,638403000,B100000001,1,N,중암중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 은평구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,10000000,4455000,0,0,0,S010001961,423666000,B100000001,1,N,증산중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 서대문구,서울특별시서부교육지원청,서울특별시교육청,B100000326,N,복식부기,예산세입,30000000,3000000,0,0,0,S010001964,486334000,B100000001,1,N,홍은중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 성동구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,42723000,5300000,0,48863000,0,S010002144,477649000,B100000001,1,N,경수중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,30000000,27620000,0,0,0,S010002145,731156000,B100000001,1,N,광남중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,13000000,2602000,0,52853000,0,S010002146,510356000,B100000001,1,N,광양중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,20000000,38320000,0,255475000,0,S010002147,563311000,B100000001,1,N,광장중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,16000000,8010000,0,152139000,0,S010002148,505699000,B100000001,1,N,광진중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 성동구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,27000000,38206000,0,419992000,0,S010002149,618403000,B100000001,1,N,광희중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,20000000,3741000,0,43174000,0,S010002150,519174000,B100000001,1,N,구의중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 성동구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,10000000,9758000,0,41174000,0,S010002152,486647000,B100000001,1,N,동마중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 성동구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,20000000,72000000,0,9000,0,S010002154,625788000,B100000001,1,N,무학중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 성동구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,50000000,20400000,0,39500000,0,S010002155,363428000,B100000001,1,N,성수중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 성동구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,15000000,6000000,0,19380000,0,S010002156,406589000,B100000001,1,N,성원중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,13664000,7500000,0,42904000,0,S010002157,774438000,B100000001,1,N,신양중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 성동구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,31000000,5514000,0,67320000,0,S010002158,564455000,B100000001,1,N,옥정중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,33000000,16530000,0,51347000,0,S010002159,679416000,B100000001,1,N,용곡중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 광진구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,15000000,93500000,0,0,0,S010002160,589679000,B100000001,1,N,자양중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 성동구,서울특별시성동광진교육지원청,서울특별시교육청,B100000337,N,복식부기,예산세입,50000000,16530000,0,28015000,0,S010002162,491159000,B100000001,1,N,행당중학교,중,3,,2022,3,세입,,,,
공립,3,서울특별시 강북구,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,N,복식부기,예산세입,20000000,5927000,0,0,0,S010002263,517544000,B100000001,1,N,강북중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 강북구,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,N,복식부기,예산세입,18000000,6701000,0,36000000,0,S010002268,552523000,B100000001,1,N,번동중학교,,,,2022,3,세입,,,,
공립,3,서울특별시 성북구,서울특별시성북강북교육지원청,서울특별시교육청,B100000348,N,복식부기,예산세입,17000000,24353000,0,43113000,0,S010002269,459799000,B100000001,1,N,북악중학교,,,,2022,3,세입,,,,
